"id","s1","s2"
"005",0.866666666666667,0.9
"010",0.866666666666667,0.9
"015",0.866666666666667,0.9
"020",0.866666666666667,0.9
"025",0.866666666666667,0.9
"030",0.866666666666667,0.9
"035",0.866666666666667,0.9
"040",0.866666666666667,0.9
"045",0.866666666666667,0.9
"050",0.866666666666667,0.9
"055",0.866666666666667,0.9
"060",0.866666666666667,0.9
"065",0.866666666666667,0.9
"070",0.866666666666667,0.9
"075",0.866666666666667,0.9
"080",0.866666666666667,0.9
"085",0.866666666666667,0.9
"090",0.866666666666667,0.9
"095",0.866666666666667,0.9
"100",0.866666666666667,0.9
"105",0.733333333333333,0.9
"110",0.4,0.9
"115",0.266666666666667,0.9
"120",0.233333333333333,0.9
"125",0.166666666666667,0.866666666666667
"130",0.166666666666667,0.866666666666667
"135",0.133333333333333,0.866666666666667
"140",0.1,0.9
"145",0.1,0.9
"150",0.0666666666666667,0.9
