"id","total"
"005",0.049955294130196
"010",0.0999092842955872
"015",0.14986186612417
"020",0.199812920840238
"025",0.249762312373538
"030",0.299709883692937
"035",0.349655452098064
"040",0.399598803091296
"045",0.44953968228082
"050",0.499477784502439
"055",0.549412738925659
"060",0.599344088221875
"065",0.649271258708031
"070",0.699193516331736
"075",0.749109899606499
"080",0.799019113343907
"085",0.848919352099649
"090",0.898807989155812
"095",0.948680986248502
"100",0.998531657286374
"105",1.04834769686449
"110",1.09810237177253
"115",1.14771647565632
"120",1.19651128464071
"125",1.0606271297179
"130",0.974946183702044
"135",0.901687190110691
"140",0.824256086166188
"145",0.790387294458987
"150",0.755871739785091
