"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock_g.sg_1","stock_g.sg_2","stock_g.sg_3","stock_g.sg_4","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4"
25.1622,104.54216,152.61434,142.09882,25.1622,104.54216,152.61434,142.09882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.97682284180815,92.5908904020948,182.543300837577,173.368057843122,29.2733357092848,117.728703609691,191.717561870259,181.910188727521,26.2965128674767,25.1378132075966,9.17426103268231,8.54213088439879,157.48898233127,0,143644.890895122,0,63072.1861126427,43986.3969287845,19027.4173817831,17716.3794542431
0,71.6859582126592,210.797543140999,203.859050287816,3.57039949702649,104.603734817823,227.021913692058,219.267929163448,3.57039949702649,32.9177766051639,16.2243705510589,15.4088788756317,232.85007598605,0,134006.725083231,0,8563.60319361803,57599.8546814818,33649.3445228962,31958.0147880601
0,53.1686650972295,238.878349571418,234.66932281232,0,81.4386074242705,259.660768586259,254.767679462592,0,28.2699423270411,20.782419014841,20.0983566502722,258.288445599483,0,133995.468067125,0,0,49467.0277832797,43102.7370367803,41683.9916926646
0,39.7171557621058,267.868214872114,266.556363126447,0,60.6990707707812,291.435300561672,289.708197729085,0,20.9819150086754,23.5670856895582,23.1518346026378,258.466057140338,0,133350.939330205,0,0,36714.3647013302,48878.1357201438,48016.9049658708
0,29.6576009292545,296.826239274589,298.297427346307,0,45.503544435016,323.544050119488,324.8843909878,0,15.8459435057615,26.7178108448993,26.5869636414936,261.308847239697,0,138020.183843356,0,0,27727.3904058165,55412.7396923211,55141.3625924577
0,22.5751164104258,326.155768087598,330.004080343617,0,34.0684057849023,354.913215762302,358.90406128659,0,11.4932893744764,28.757447674704,28.8999809429739,253.818033636711,0,139438.76159978,0,0,20111.0726803526,59642.9464773361,59938.5604757278
0,17.6155376976366,355.752812701516,361.324287172236,0,25.9808124637135,385.967284024848,391.895259074982,0,8.3652747660769,30.2144713233313,30.5709719027461,242.696974755699,0,140463.953714558,0,0,14637.641438429,62664.8135245891,63404.1957262954
0,14.1123740853552,385.335329620141,391.784886461044,0,20.2993815520862,416.572580288845,423.511346317763,0,6.18700746673103,31.2372506687036,31.7264598567197,230.037631248896,0,141182.78553384,0,0,10826.0875353606,64786.0578868912,65800.6777428366
0,11.5944978180307,414.461665852864,420.830683995047,0,16.2774001927733,446.428054664747,453.332110800576,0,4.68290237474268,31.9663888118831,32.5014268055285,217.334751514307,0,141683.104243346,0,0,8194.1894043485,66298.2903958456,67407.9591946661
0,9.74455690343514,442.598580721101,447.909467624988,0,13.3820540902378,475.105425343007,480.915843808434,0,3.63749718680262,32.5068446219057,33.006376183446,205.477784228144,0,142033.87111851,0,0,6364.9289524391,67419.1957458324,68455.224204467
