"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock_g.sg_1","stock_g.sg_2","stock_g.sg_3","stock_g.sg_4","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4"
25.1622,104.54216,152.61434,142.09882,25.1622,104.54216,152.61434,142.09882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28.7016723860788,117.182229409526,191.518121413027,181.724490230034,29.2733357092848,117.728703609691,191.717561870259,181.910188727521,0.57166332320601,0.546474200165139,0.199440457232223,0.185698497486929,3.42367352894064,0,3122.71501945916,0,1371.13448070962,956.226020190962,413.63950829963,385.138683787891
32.6668141774261,130.990886071309,237.247406928556,228.884521713469,33.2261948814839,131.51635677619,237.462109057135,229.088244654041,0.55938070405776,0.525470704881227,0.214702128578529,0.203722940572778,2.93697942219319,0,3126.02512678837,0,1341.67461868254,919.473894108219,445.292214671869,422.521378747942
37.0581724331338,145.962969598366,289.379017944419,282.998432813516,37.6061338523601,146.468527327074,289.607931163553,283.219276924538,0.547961419226301,0.505557728707677,0.228913219134237,0.220844111022079,2.52780649319914,0,3129.18432953526,0,1314.28546401428,884.629969269981,474.766016484408,458.030686259791
41.8593991162887,162.063015961244,346.671540881232,342.394499018619,42.3973061494024,162.550491008217,346.913151747265,342.630782550589,0.537907033113662,0.487475046973117,0.241610866033033,0.236283531970509,2.18737805276578,0,3132.12433427373,0,1290.17001892312,852.98871194403,501.10093615251,490.052045306836
47.0342602960412,179.221230043165,407.00778003371,404.269089251222,47.564017193909,179.6931344377,407.260144392541,404.518340078078,0.529756897867787,0.47190439453466,0.252364358831432,0.24925082685644,1.90714738074121,0,3134.80769587249,0,1270.62191953589,825.743028600694,523.40368021639,516.946214900256
52.5250069349263,197.330941570944,467.573420289074,465.030749978828,53.0490011862358,197.790338547048,467.834240423064,465.289815095514,0.5239942513095,0.459396976103881,0.260820133990514,0.259065116686451,1.67885361223216,0,3137.22079081396,0,1256.80021176584,803.857422756333,540.940957896325,537.3010520077
58.2527980895229,216.248156947753,525.29848197885,521.029960872239,58.7737360382601,216.698456525538,525.565226735353,521.295255067304,0.520937948737225,0.450299577785052,0.266744756502864,0.265294195065145,1.49458459829339,0,3139.36257520405,0,1249.46967004623,787.938704204062,553.228624986939,550.22016056511
64.1206570245175,235.793696265518,577.452517034662,569.42027848314,64.6413065589016,236.238396729498,577.72257751629,569.688144481239,0.520649534384088,0.444700463979921,0.270060481627172,0.267865998099361,1.34688128611924,0,3141.23186476365,0,1248.77790822023,778.141318876706,560.105438894755,555.554080058074
70.0190176467211,255.758161433776,622.170096708324,608.748651947231,70.5419095627059,256.200579271321,622.440963922537,609.015751457579,0.522891915984789,0.442417837545032,0.270867214212836,0.267099510347735,1.22889446786212,0,3142.81750907495,0,1254.15626048952,774.147156314672,561.778602277421,553.964384461202
75.8333602338607,275.90964340607,658.695496422353,639.014486511293,76.3605236499614,276.352685739641,658.964937981363,639.278115680702,0.527163416100745,0.443042333570441,0.269441559010449,0.263629169408741,1.13456628948825,0,3144.09548367444,0,1264.40145351764,775.239905704893,558.821793387671,546.766897353728
81.4529050606501,296.003700003377,687.286084888816,661.270568797785,81.9857047167742,296.449722731606,687.552288859015,661.528818921322,0.53279965612411,0.446022728229531,0.266203970199694,0.258250123537132,1.05877642074461,0,3145.03401928643,0,1277.91997521368,780.455030083315,552.107034194165,535.610756216012
86.7790172413956,315.794790040489,708.886243250005,677.063019929569,87.3181218111876,316.245554896759,709.147898940761,677.314771290843,0.539104569792062,0.450764856269675,0.261655690755144,0.251751361273119,0.997394709566152,0,3145.60399499255,0,1293.04231064626,788.752853149239,542.67390262617,522.132323280448
91.7319991450649,335.048099467883,724.752023061934,687.975177559938,92.277462967842,335.50481171688,725.008326228262,688.219974799925,0.545463822777086,0.456712248997129,0.256303166328937,0.244797239986755,0.947222159931471,0,3145.78965988732,0,1308.29497893084,799.159660417666,531.572766966216,507.709475732531
96.2553098979877,353.55059438759,736.158062372811,695.373662289614,96.8067218179805,354.013986807053,736.408656521865,695.611540279195,0.551411919992785,0.463392419462982,0.250594149053736,0.237877989580986,0.905849225040811,0,3145.59554590659,0,1322.56149010269,810.84868950052,519.732265137448,493.358950390965
100.316834694172,371.120217002424,744.229006321065,700.324961058635,100.873485075773,371.590647924392,744.473887318773,700.556275235448,0.556650381600668,0.47043092196818,0.244880997708658,0.231314176812706,0.87148203707352,0,3145.04798175858,0,1335.1259402692,823.164731569141,507.883189247756,479.745602709553
103.907439104788,387.612400150018,749.875474888996,703.61001890007,104.468470221063,388.089945055767,750.114886891915,703.835307353217,0.561031116275189,0.477544905749166,0.239412002918992,0.225288453147015,0.842779094137995,0,3144.19195070175,0,1345.63313238604,835.612851528947,496.540494053989,467.24825182691
107.037503968054,402.92346430758,753.794503924927,705.777639543099,107.602026699766,403.407992363832,754.02884593009,705.997523228062,0.56452273171238,0.484528056252144,0.234342005163203,0.219883684962986,0.818720035362048,0,3143.08517140906,0,1354.00777201214,847.832038110564,486.025318708482,456.038762613232
109.732343879055,416.990893324994,756.499910615611,707.20330258815,110.29951728869,417.482127895501,756.729662485174,707.418419216536,0.567173409635454,0.491234570506323,0.22975186956237,0.215116628386153,0.798510284702161,0,3141.79134128884,0,1360.36542301064,859.567163817669,476.505377472355,446.151887272882
