"id","s1","s2","s3","s5"
"1",0.903225806451613,0.935483870967742,0.774193548387097,0.870967741935484
"10",0.870967741935484,0.903225806451613,0.774193548387097,0.849462365591398
"11",0.870967741935484,0.903225806451613,0.774193548387097,0.849462365591398
"12",0.870967741935484,0.903225806451613,0.774193548387097,0.849462365591398
"13",0.870967741935484,0.903225806451613,0.774193548387097,0.849462365591398
"14",0.870967741935484,0.903225806451613,0.774193548387097,0.849462365591398
"15",0.870967741935484,0.903225806451613,0.774193548387097,0.849462365591398
"16",0.838709677419355,0.903225806451613,0.774193548387097,0.838709677419355
"17",0.838709677419355,0.903225806451613,0.774193548387097,0.838709677419355
"18",0.838709677419355,0.903225806451613,0.741935483870968,0.827956989247312
"19",0.838709677419355,0.903225806451613,0.741935483870968,0.827956989247312
"2",0.903225806451613,0.903225806451613,0.774193548387097,0.860215053763441
"20",0.838709677419355,0.903225806451613,0.741935483870968,0.827956989247312
"21",0.806451612903226,0.903225806451613,0.741935483870968,0.817204301075269
"22",0.806451612903226,0.903225806451613,0.741935483870968,0.817204301075269
"23",0.806451612903226,0.903225806451613,0.741935483870968,0.817204301075269
"24",0.774193548387097,0.903225806451613,0.741935483870968,0.806451612903226
"25",0.774193548387097,0.903225806451613,0.741935483870968,0.806451612903226
"26",0.774193548387097,0.903225806451613,0.741935483870968,0.806451612903226
"27",0.741935483870968,0.903225806451613,0.709677419354839,0.78494623655914
"28",0.741935483870968,0.903225806451613,0.709677419354839,0.78494623655914
"29",0.709677419354839,0.903225806451613,0.709677419354839,0.774193548387097
"3",0.903225806451613,0.903225806451613,0.774193548387097,0.860215053763441
"30",0.67741935483871,0.903225806451613,0.709677419354839,0.763440860215054
"31",0.67741935483871,0.903225806451613,0.709677419354839,0.763440860215054
"32",0.645161290322581,0.903225806451613,0.67741935483871,0.741935483870968
"33",0.612903225806452,0.903225806451613,0.67741935483871,0.731182795698925
"34",0.580645161290323,0.903225806451613,0.67741935483871,0.720430107526882
"35",0.548387096774194,0.903225806451613,0.645161290322581,0.698924731182796
"36",0.483870967741935,0.870967741935484,0.645161290322581,0.666666666666667
"37",0.419354838709677,0.870967741935484,0.612903225806452,0.634408602150538
"38",0.354838709677419,0.870967741935484,0.612903225806452,0.612903225806452
"39",0.258064516129032,0.870967741935484,0.580645161290323,0.56989247311828
"4",0.903225806451613,0.903225806451613,0.774193548387097,0.860215053763441
"40",0.129032258064516,0.870967741935484,0.548387096774194,0.516129032258065
"5",0.903225806451613,0.903225806451613,0.774193548387097,0.860215053763441
"6",0.903225806451613,0.903225806451613,0.774193548387097,0.860215053763441
"7",0.903225806451613,0.903225806451613,0.774193548387097,0.860215053763441
"8",0.903225806451613,0.903225806451613,0.774193548387097,0.860215053763441
"9",0.903225806451613,0.903225806451613,0.774193548387097,0.860215053763441
