"id","s1","s2","s3","s4","s5","total","fraction"
"1",1,0.838709677419355,1,1,0.959677419354839,0.0104210530068223,1
"10",1,0.806451612903226,1,1,0.951612903225806,0.104210474860955,10
"11",1,0.806451612903226,1,1,0.951612903225806,0.114631514889789,11
"12",1,0.806451612903226,1,1,0.951612903225806,0.125052553387528,12
"13",1,0.806451612903226,1,1,0.951612903225806,0.13547359029959,13
"14",1,0.806451612903226,1,1,0.951612903225806,0.145894625571989,14
"15",1,0.806451612903226,1,1,0.951612903225806,0.156315659145182,15
"16",1,0.806451612903226,1,1,0.951612903225806,0.166736690959161,16
"17",1,0.806451612903226,1,1,0.951612903225806,0.177157720946942,17
"18",1,0.806451612903226,1,1,0.951612903225806,0.187578749040358,18
"19",1,0.806451612903226,1,1,0.951612903225806,0.197999775163913,19
"2",1,0.838709677419355,1,1,0.959677419354839,0.0208421048805961,2
"20",1,0.806451612903226,1,1,0.951612903225806,0.2084207992384,20
"21",1,0.806451612903226,1,1,0.951612903225806,0.218841821181158,21
"22",1,0.806451612903226,1,1,0.951612903225806,0.229262840901623,22
"23",1,0.806451612903226,1,1,0.951612903225806,0.239683858303214,23
"24",1,0.806451612903226,1,1,0.951612903225806,0.250104873282183,24
"25",1,0.806451612903226,1,1,0.951612903225806,0.260525885729017,25
"26",1,0.806451612903226,1,1,0.951612903225806,0.270946895523685,26
"27",1,0.806451612903226,1,1,0.951612903225806,0.281367902536802,27
"28",1,0.806451612903226,1,1,0.951612903225806,0.291788906629086,28
"29",1,0.806451612903226,1,1,0.951612903225806,0.302209907651165,29
"3",1,0.806451612903226,1,1,0.951612903225806,0.0312631555862422,3
"30",1,0.774193548387097,1,1,0.943548387096774,0.312630905437726,30
"31",1,0.774193548387097,1,1,0.943548387096774,0.323051899811438,31
"32",1,0.774193548387097,1,1,0.943548387096774,0.333472890575926,32
"33",1,0.774193548387097,1,1,0.943548387096774,0.343893877519885,33
"34",1,0.774193548387097,1,1,0.943548387096774,0.35431486040842,34
"35",1,0.774193548387097,1,1,0.943548387096774,0.364735838983633,35
"36",1,0.774193548387097,1,1,0.943548387096774,0.375156812960727,36
"37",1,0.774193548387097,1,1,0.943548387096774,0.385577782023407,37
"38",1,0.774193548387097,1,1,0.943548387096774,0.395998745820703,38
"39",1,0.774193548387097,1,1,0.943548387096774,0.406419703960098,39
"4",1,0.806451612903226,1,1,0.951612903225806,0.0416842050932569,4
"40",1,0.774193548387097,1,1,0.943548387096774,0.416840656000184,40
"41",1,0.774193548387097,1,1,0.943548387096774,0.427261601444768,41
"42",1,0.774193548387097,1,1,0.943548387096774,0.43768253973331,42
"43",0.838709677419355,0.774193548387097,1,1,0.903225806451613,0.448103470227252,43
"44",0.741935483870968,0.741935483870968,1,1,0.870967741935484,0.458524392197609,44
"45",0.709677419354839,0.741935483870968,1,1,0.862903225806452,0.468945304808373,45
"46",0.612903225806452,0.741935483870968,1,1,0.838709677419355,0.479366207095881,46
"47",0.516129032258065,0.741935483870968,1,1,0.814516129032258,0.489787097943723,47
"48",0.451612903225806,0.741935483870968,1,1,0.798387096774194,0.500207976051367,48
"49",0.354838709677419,0.741935483870968,1,1,0.774193548387097,0.5106288398995,49
"5",1,0.806451612903226,1,1,0.951612903225806,0.0521052533647564,5
"50",0.193548387096774,0.741935483870968,1,1,0.733870967741935,0.52104968770783,50
"51",0.0645161290322581,0.741935483870968,1,1,0.701612903225806,0.531470517382611,51
"52",0.0645161290322581,0.741935483870968,1,1,0.701612903225806,0.54189132646242,52
"53",0.0645161290322581,0.709677419354839,1,1,0.693548387096774,0.55231211206392,53
"54",0.0645161290322581,0.709677419354839,1,1,0.693548387096774,0.562732870832697,54
"55",0.0645161290322581,0.709677419354839,1,1,0.693548387096774,0.573153598925675,55
"56",0.0645161290322581,0.709677419354839,1,1,0.693548387096774,0.583574292063508,56
"57",0.032258064516129,0.709677419354839,1,1,0.685483870967742,0.593994945700009,57
"58",0.032258064516129,0.67741935483871,1,1,0.67741935483871,0.604415555410399,58
"59",0.032258064516129,0.67741935483871,1,1,0.67741935483871,0.614836117560374,59
"6",1,0.806451612903226,1,1,0.951612903225806,0.0625263003646607,6
"60",0.032258064516129,0.67741935483871,1,1,0.67741935483871,0.625256630277465,60
"61",0.032258064516129,0.645161290322581,1,1,0.669354838709677,0.635677094506428,61
"62",0.032258064516129,0.645161290322581,1,1,0.669354838709677,0.646097514651685,62
"63",0.032258064516129,0.612903225806452,1,1,0.661290322580645,0.656517898133477,63
"64",0.032258064516129,0.612903225806452,1,1,0.661290322580645,0.666938253622647,64
"65",0.032258064516129,0.580645161290323,1,1,0.653225806451613,0.677358588568922,65
"66",0.032258064516129,0.548387096774194,1,1,0.645161290322581,0.687778907186548,66
"67",0.032258064516129,0.451612903225806,1,1,0.620967741935484,0.69819920963209,67
"68",0.032258064516129,0.258064516129032,1,1,0.57258064516129,0.708619492240376,68
"7",1,0.806451612903226,1,1,0.951612903225806,0.0729473460563213,7
"8",1,0.806451612903226,1,1,0.951612903225806,0.0833683903975378,8
"9",1,0.806451612903226,1,1,0.951612903225806,0.0937894333468282,9
