"id","s1","s2"
"1",0.967741935483871,1
"10",0.967741935483871,1
"100",0.161290322580645,0.032258064516129
"11",0.967741935483871,1
"12",0.967741935483871,1
"13",0.967741935483871,1
"14",0.967741935483871,1
"15",0.967741935483871,1
"16",0.967741935483871,1
"17",0.967741935483871,1
"18",0.967741935483871,1
"19",0.967741935483871,1
"2",0.967741935483871,1
"20",0.967741935483871,1
"21",0.967741935483871,1
"22",0.967741935483871,1
"23",0.967741935483871,1
"24",0.967741935483871,1
"25",0.967741935483871,1
"26",0.967741935483871,1
"27",0.967741935483871,1
"28",0.967741935483871,1
"29",0.967741935483871,1
"3",0.967741935483871,1
"30",0.967741935483871,1
"31",0.967741935483871,1
"32",0.967741935483871,1
"33",0.967741935483871,1
"34",0.967741935483871,1
"35",0.967741935483871,1
"36",0.967741935483871,1
"37",0.967741935483871,1
"38",0.967741935483871,1
"39",0.967741935483871,1
"4",0.967741935483871,1
"40",0.967741935483871,1
"41",0.967741935483871,1
"42",0.967741935483871,1
"43",0.967741935483871,1
"44",0.967741935483871,1
"45",0.967741935483871,1
"46",0.967741935483871,1
"47",0.967741935483871,1
"48",0.967741935483871,1
"49",0.967741935483871,1
"5",0.967741935483871,1
"50",0.967741935483871,1
"51",0.967741935483871,1
"52",0.967741935483871,1
"53",0.967741935483871,1
"54",0.967741935483871,1
"55",0.967741935483871,0.903225806451613
"56",0.967741935483871,0.741935483870968
"57",0.967741935483871,0.548387096774194
"58",0.967741935483871,0.0967741935483871
"59",0.967741935483871,0.0645161290322581
"6",0.967741935483871,1
"60",0.935483870967742,0.0645161290322581
"61",0.935483870967742,0.0645161290322581
"62",0.935483870967742,0.0645161290322581
"63",0.935483870967742,0.0645161290322581
"64",0.935483870967742,0.0645161290322581
"65",0.935483870967742,0.0645161290322581
"66",0.935483870967742,0.0645161290322581
"67",0.935483870967742,0.0645161290322581
"68",0.935483870967742,0.0645161290322581
"69",0.935483870967742,0.0645161290322581
"7",0.967741935483871,1
"70",0.935483870967742,0.0645161290322581
"71",0.935483870967742,0.0645161290322581
"72",0.935483870967742,0.032258064516129
"73",0.838709677419355,0.032258064516129
"74",0.774193548387097,0.032258064516129
"75",0.67741935483871,0.032258064516129
"76",0.645161290322581,0.032258064516129
"77",0.580645161290323,0.032258064516129
"78",0.548387096774194,0.032258064516129
"79",0.516129032258065,0.032258064516129
"8",0.967741935483871,1
"80",0.483870967741935,0.032258064516129
"81",0.451612903225806,0.032258064516129
"82",0.419354838709677,0.032258064516129
"83",0.387096774193548,0.032258064516129
"84",0.354838709677419,0.032258064516129
"85",0.32258064516129,0.032258064516129
"86",0.32258064516129,0.032258064516129
"87",0.290322580645161,0.032258064516129
"88",0.290322580645161,0.032258064516129
"89",0.258064516129032,0.032258064516129
"9",0.967741935483871,1
"90",0.258064516129032,0.032258064516129
"91",0.225806451612903,0.032258064516129
"92",0.225806451612903,0.032258064516129
"93",0.225806451612903,0.032258064516129
"94",0.193548387096774,0.032258064516129
"95",0.193548387096774,0.032258064516129
"96",0.193548387096774,0.032258064516129
"97",0.161290322580645,0.032258064516129
"98",0.161290322580645,0.032258064516129
"99",0.161290322580645,0.032258064516129
