"stock.s_1","stock.s_2","stock.s_3","harvest.s_1","harvest.s_2","harvest.s_3","effort.t_1","effort.t_2","effort.t_3","profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","mortality1","mortality2","mortality3"
101.793717791538,120.276852419311,291.358914888484,36.7586652676931,48.588901511335,58.5194659199275,6.2834879377715,8.29538766897076,6.58802209227542,88943.7253438917,117568.966656192,141601.029460864,141607.617482956,117577.262043861,88950.0088318295,0.361224274878307,0.40402166350456,0.204059431985
101.814669147055,120.285157572733,295.00257261061,36.7703618964091,48.5944539955509,59.4545346759164,6.28348793777059,8.29538766897258,6.58802209227724,88972.0292885538,117582.402767554,143863.744211192,143870.332233284,117590.698155223,88978.3127764916,0.361224274878307,0.40402166350456,0.204059431985
101.828221547416,120.290175917515,297.877121163739,36.7779300346186,48.597809457452,60.1980574010412,6.2834879377715,8.29538766897258,6.58802209227724,88990.3429557034,117590.522441203,145662.948629657,145669.536651749,117598.817828872,88996.6264436411,0.361224274878307,0.40402166350456,0.204059431985
101.836986305103,120.293208005634,300.130704347661,36.7828254906119,48.5998369774588,60.7846361460061,6.2834879377715,8.29538766897258,6.58802209227724,89002.1891653161,117595.428710818,147082.374067583,147088.962089676,117603.724098487,89008.4726532538,0.361224274878307,0.40402166350456,0.204059431985
101.842654066908,120.295039915495,301.888705272518,36.7859915338518,48.6010620067393,61.2445010504482,6.2834879377715,8.29538766897167,6.58802209227724,89009.8504765226,117598.393083015,148195.172560501,148201.760582594,117606.688470684,89016.1339644603,0.361224274878307,0.40402166350456,0.204059431985
101.846318861392,120.296146679109,303.254761617637,36.7880388670001,48.6018021380139,61.6032377206036,6.2834879377715,8.29538766897258,6.58802209227724,89014.8046907274,117600.184080674,149063.257126311,149069.845148403,117608.479468343,89021.0881786652,0.361224274878307,0.40402166350456,0.204059431985
101.84868841155,120.296815328885,304.31302252817,36.7893626797249,48.6022492944799,61.8819944024482,6.28348793777059,8.29538766897076,6.58802209227724,89018.0081028401,117601.266126806,149737.803090682,149744.391112774,117609.561514475,89024.2915907779,0.361224274878307,0.40402166350456,0.204059431985
101.85022044454,120.29721928885,305.130895003598,36.7902186187677,48.6025194434745,62.0979425227263,6.2834879377715,8.29538766897076,6.58802209227542,89020.0793365168,117601.919843564,150260.362521665,150266.950543757,117610.215231233,89026.3628244546,0.361224274878307,0.40402166350456,0.204059431985
101.851210959951,120.297463336945,305.761821316194,36.7907720262684,48.6026826520465,62.2648371154984,6.28348793777059,8.29538766896985,6.58802209227542,89021.418492923,117602.31478184,150664.220371044,150670.808393136,117610.610169509,89027.7019808608,0.361224274878307,0.40402166350456,0.204059431985
101.851851355739,120.29761077547,306.247840104534,36.7911298244902,48.6027812527638,62.3935835804711,6.28348793777241,8.29538766896985,6.58802209227542,89022.2843065959,117602.553379586,150975.765937592,150982.353959684,117610.848767255,89028.5677945337,0.361224274878307,0.40402166350456,0.204059431985
101.852265385824,120.297699848366,306.621821454954,36.791361150994,48.6028408211269,62.492760298371,6.28348793777241,8.29538766897076,6.58802209227724,89022.8440792213,117602.697525365,151215.757511521,151222.345533613,117610.992913034,89029.127567159,0.361224274878307,0.40402166350456,0.204059431985
101.852533063952,120.297753660424,306.909348562643,36.7915107087062,48.6028768085122,62.5690747203107,6.2834879377715,8.29538766897167,6.58802209227724,89023.2059846312,117602.784609001,151400.426036781,151407.014058874,117611.07999667,89029.4894725689,0.361224274878307,0.40402166350456,0.204059431985
