"param","est","lo","hi","species"
"r",0.663816183439652,0.659103302707929,0.668562763357375,"Haemulon plumierii"
"k",373.488327977987,280.041925098251,498.116598387373,"Haemulon plumierii"
"msy",61.9818991094009,35.7457160527358,107.474579934004,"Haemulon plumierii"
"fmsy",0.331908091719826,0.329551651353965,0.334281381678688,"Haemulon plumierii"
"bmsy",186.744163988993,140.020962549125,249.058299193687,"Haemulon plumierii"
