"param","est","lo","hi","species"
"r",0.440541776184262,0.435755052368399,0.445381081662149,"Lutjanus apodus"
"k",321.908481252492,239.671113905985,432.363619517929,"Lutjanus apodus"
"msy",35.4535335249377,20.3165655355398,61.8683820946554,"Lutjanus apodus"
"fmsy",0.220270888092131,0.2178775261842,0.222690540831075,"Lutjanus apodus"
"bmsy",160.954240626246,119.835556952993,216.181809758965,"Lutjanus apodus"
