"param","est","lo","hi","species"
"r",0.490416622075906,0.359694578743371,0.668646338926159,"Haemulon sciurus"
"k",971.359234771171,814.631539027378,1158.23991310448,"Haemulon sciurus"
"msy",119.092678684679,108.966938171084,130.159352500333,"Haemulon sciurus"
"fmsy",0.245208311037953,0.179847289371685,0.33432316946308,"Haemulon sciurus"
"bmsy",485.679617385586,407.315769513689,579.119956552238,"Haemulon sciurus"
