"param","est","lo","hi","species"
"r",0.71471243928751,0.709891065209959,0.71956655873845,"Centropomus undecimalis"
"k",205.935105064957,199.725151552022,212.338141533811,"Centropomus undecimalis"
"msy",36.7960953189763,35.1155976290385,38.5570151767417,"Centropomus undecimalis"
"fmsy",0.357356219643755,0.35494553260498,0.359783279369225,"Centropomus undecimalis"
"bmsy",102.967552532479,99.8625757760108,106.169070766905,"Centropomus undecimalis"
