"param","est","lo","hi","species"
"r",0.472366552741015,0.357006960569147,0.625002268282701,"Caranx hippos"
"k",2197.85172897987,1722.06872233317,2805.08678889136,"Caranx hippos"
"msy",259.547911163525,233.502156359253,288.498912556957,"Caranx hippos"
"fmsy",0.236183276370507,0.178503480284574,0.31250113414135,"Caranx hippos"
"bmsy",1098.92586448994,861.034361166585,1402.54339444568,"Caranx hippos"
