"param","est","lo","hi","species"
"r",0.204231729682879,0.199438372529738,0.209140291711121,"Mycteroperca bonaci"
"k",125.811287813696,119.326847171501,132.648104902927,"Mycteroperca bonaci"
"msy",6.42366423095542,6.06674322778797,6.80158374975454,"Mycteroperca bonaci"
"fmsy",0.10211586484144,0.0997191862648689,0.104570145855561,"Mycteroperca bonaci"
"bmsy",62.9056439068482,59.6634235857504,66.3240524514634,"Mycteroperca bonaci"
