"param","est","lo","hi","species"
"r",0.216481540165354,0.211651865071235,0.221421423414297,"Lutjanus griseus"
"k",786.586393865713,726.239771815688,851.947495890781,"Lutjanus griseus"
"msy",42.5703585042903,38.0510591234862,47.6264121138546,"Lutjanus griseus"
"fmsy",0.108240770082677,0.105825932535618,0.110710711707148,"Lutjanus griseus"
"bmsy",393.293196932857,363.119885907844,425.97374794539,"Lutjanus griseus"
