"param","est","lo","hi","species"
"r",0.300254449144082,0.295479372496173,0.305106693131291,"Lutjanus analis"
"k",8156.87153465711,7858.54393976502,8466.52430054224,"Lutjanus analis"
"msy",612.284242344379,587.331570932773,638.297023311455,"Lutjanus analis"
"fmsy",0.150127224572041,0.147739686248086,0.152553346565646,"Lutjanus analis"
"bmsy",4078.43576732856,3929.27196988251,4233.26215027112,"Lutjanus analis"
