"param","est","lo","hi","species"
"r",0.439386870498659,0.434561088162139,0.444266242942057,"Seriola dumerili"
"k",272.701047318841,202.767234702123,366.754822681487,"Seriola dumerili"
"msy",29.9553149407831,17.1255301972655,52.3966781095501,"Seriola dumerili"
"fmsy",0.219693435249329,0.217280544081069,0.222133121471028,"Seriola dumerili"
"bmsy",136.350523659421,101.383617351062,183.377411340744,"Seriola dumerili"
