"id","s1","s2","total","fraction"
"1",0.866666666666667,0.9,0.0127721587586256,1
"10",0.833333333333333,0.9,0.127715486828596,10
"100",0,0.8,0.222529348308618,100
"11",0.833333333333333,0.9,0.140486200853104,11
"12",0.833333333333333,0.9,0.153256740547763,12
"13",0.833333333333333,0.9,0.166027099156716,13
"14",0.833333333333333,0.9,0.178797269501351,14
"15",0.833333333333333,0.9,0.191567243944942,15
"16",0.8,0.9,0.20433701435316,16
"17",0.8,0.9,0.217106572049214,17
"18",0.8,0.9,0.229875907765199,18
"19",0.8,0.9,0.242645011586693,19
"2",0.866666666666667,0.9,0.0255441934075628,2
"20",0.8,0.9,0.255413872891589,20
"21",0.8,0.9,0.268182480282059,21
"22",0.8,0.9,0.280950821505857,22
"23",0.8,0.9,0.293718883370625,23
"24",0.8,0.9,0.306486651645133,24
"25",0.8,0.9,0.319254110948071,25
"26",0.766666666666667,0.9,0.332021244621561,26
"27",0.766666666666667,0.9,0.344788034587097,27
"28",0.766666666666667,0.9,0.357554461180565,28
"29",0.766666666666667,0.9,0.370320502963391,29
"3",0.833333333333333,0.9,0.0383161000332898,3
"30",0.766666666666667,0.9,0.383086136504057,30
"31",0.766666666666667,0.9,0.395851336125945,31
"32",0.766666666666667,0.9,0.408616073614555,32
"33",0.733333333333333,0.9,0.421380317875622,33
"34",0.733333333333333,0.9,0.434144034534077,34
"35",0.733333333333333,0.9,0.446907185462202,35
"36",0.733333333333333,0.9,0.459669728219638,36
"37",0.733333333333333,0.9,0.472431615387579,37
"38",0.7,0.866666666666667,0.485192793768805,38
"39",0.7,0.866666666666667,0.497953203423974,39
"4",0.833333333333333,0.9,0.0510878745207674,4
"40",0.7,0.866666666666667,0.510712776499272,40
"41",0.7,0.866666666666667,0.523471435791575,41
"42",0.666666666666667,0.866666666666667,0.536229092975233,42
"43",0.666666666666667,0.866666666666667,0.548985646393594,43
"44",0.666666666666667,0.866666666666667,0.561740978278603,44
"45",0.666666666666667,0.866666666666667,0.57449495121467,45
"46",0.633333333333333,0.866666666666667,0.587247403584975,46
"47",0.633333333333333,0.866666666666667,0.599998143632342,47
"48",0.6,0.866666666666667,0.612746941597864,48
"49",0.6,0.866666666666667,0.625493519143123,49
"5",0.833333333333333,0.9,0.0638595125390956,5
"50",0.6,0.866666666666667,0.638237534853177,50
"51",0.566666666666667,0.866666666666667,0.650978563948829,51
"52",0.566666666666667,0.866666666666667,0.663716069204067,52
"53",0.533333333333333,0.866666666666667,0.67644935808528,53
"54",0.5,0.866666666666667,0.689177517494973,54
"55",0.5,0.866666666666667,0.701899310503214,55
"56",0.466666666666667,0.866666666666667,0.714613005100886,56
"57",0.433333333333333,0.866666666666667,0.727316073326884,57
"58",0.366666666666667,0.866666666666667,0.740004622349932,58
"59",0.333333333333333,0.866666666666667,0.752672209244487,59
"6",0.833333333333333,0.9,0.0766310095263204,6
"60",0.266666666666667,0.866666666666667,0.765307015838287,60
"61",0.166666666666667,0.866666666666667,0.777883597611252,61
"62",0.0333333333333333,0.866666666666667,0.790328449808954,62
"63",0,0.866666666666667,0.802122573380461,63
"64",0,0.866666666666667,0.599739322118313,64
"65",0,0.866666666666667,0.507270969304796,65
"66",0,0.866666666666667,0.456269085475737,66
"67",0,0.833333333333333,0.431267229366896,67
"68",0,0.833333333333333,0.401638795806749,68
"69",0,0.8,0.386131351926261,69
"7",0.833333333333333,0.9,0.0894023606715906,7
"70",0,0.866666666666667,0.363349505552635,70
"71",0,0.866666666666667,0.342232086803227,71
"72",0,0.8,0.342759298293197,72
"73",0,0.866666666666667,0.318227683403619,73
"74",0,0.833333333333333,0.321515816271122,74
"75",0,0.866666666666667,0.30334771895187,75
"76",0,0.833333333333333,0.298913392225885,76
"77",0,0.8,0.301776208694093,77
"78",0,0.866666666666667,0.281970393833996,78
"79",0,0.8,0.277484799730674,79
"8",0.833333333333333,0.9,0.102173560897943,8
"80",0,0.8,0.280415607107596,80
"81",0,0.733333333333333,0.282097653544147,81
"82",0,0.8,0.260949827072481,82
"83",0,0.8,0.256382267527785,83
"84",0,0.8,0.259106195236224,84
"85",0,0.733333333333333,0.261715797903455,85
"86",0,0.7,0.26408146365152,86
"87",0,0.733333333333333,0.250143595131712,87
"88",0,0.766666666666667,0.242801775799376,88
"89",0,0.8,0.236828142144258,89
"9",0.833333333333333,0.9,0.11494460484153,9
"90",0,0.766666666666667,0.23922538794576,90
"91",0,0.766666666666667,0.241581252510502,91
"92",0,0.766666666666667,0.243872483913081,92
"93",0,0.733333333333333,0.246052223096531,93
"94",0,0.7,0.24578928308376,94
"95",0,0.733333333333333,0.231043725992408,95
"96",0,0.766666666666667,0.221599722287983,96
"97",0,0.766666666666667,0.222800017338749,97
"98",0,0.8,0.218477703988367,98
"99",0,0.8,0.220511113388853,99
