"stock.s_1","stock.s_2","stock.s_3","stock.s_4","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","effort.t_1","effort.t_2","effort.t_3","effort.t_4","profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","profit_per_t.t_4","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","mortality1","mortality2","mortality3","mortality4"
193.14508878,162.05275852,189.71798886,250.79682234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
179.784916715101,175.581607522004,172.468603321074,230.651343034867,47.3955642396263,24.7311724266808,69.5832597936745,77.5894112300372,3.46588399995017,8.62200486177335,20.7212640254716,17.4783492431025,88491.5528046322,46168.3905743254,129902.236182461,144854.230786385,144871.709135628,129922.957446486,46177.0125791872,88495.0186886322,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
170.636043813317,189.374710526727,163.27599999007,218.489456420077,44.1171329973201,26.7958351973647,63.2566669257636,71.3569723033843,3.46588399995017,8.62200486177289,20.721264025472,17.478349243102,82370.2028700592,50023.4426959464,118089.486127403,133217.281039328,133234.759388572,118110.207391428,50032.0647008082,82373.6687540591,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
164.089189181778,203.299968455503,157.846906420449,210.609026618732,41.8721057171773,28.900826262152,59.8850767586656,67.5944301264794,3.46588399995017,8.62200486177289,20.7212640254711,17.478349243102,78178.3816669556,53953.7941245303,111794.19373803,126192.019380273,126209.497729516,111814.915002056,53962.4161293921,78181.8475509556,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
159.263689370676,217.218061165562,154.467384042642,205.286448334479,40.265583536258,31.0259857353231,57.8938368632328,65.1564490435411,3.46588399994835,8.62200486177244,20.7212640254706,17.478349243102,75178.7505262572,57921.8031631772,108076.233743526,121639.922892796,121657.401242039,108096.955007552,57930.4251680389,75182.2164102571,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
155.631849813808,230.987844716145,152.298760150289,201.595218141281,39.0814618600305,33.1500517111608,56.6543224397126,63.5097945466947,3.46588399995017,8.62200486177244,20.7212640254711,17.478349243102,72967.8079718533,61887.7704692586,105761.864164135,118565.358367403,118582.836716646,105782.585428161,61896.3924741204,72971.2738558533,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
152.856365229348,244.472035644056,150.880922683657,198.989755007051,38.1902505632965,35.251483950747,55.858931762195,62.3678327996031,3.46588399994835,8.62200486177289,20.7212640254706,17.4783492431025,71303.7754484458,65811.4770080151,104276.743900226,116433.135072421,116450.613421664,104297.465164252,65820.0990128769,71307.2413324457,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
150.710977670961,257.542704603194,149.942855859489,197.128208555887,37.5091788428106,37.309331369808,55.3389085773684,61.5617765319013,3.46588399994835,8.62200486177244,20.7212640254706,17.478349243102,70032.106768061,69653.8037896403,103305.778321526,114928.100463829,114945.578813072,103326.499585551,69662.4257945021,70035.572652061,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
149.038193206067,270.086113606164,149.317393923467,195.786782780308,36.9827256231887,39.3040704332589,54.9948518649707,60.9858669498917,3.46588399994835,8.62200486177153,20.7212640254706,17.478349243102,69049.1352968577,73378.2972845704,102663.369993193,113852.786137678,113870.264486921,102684.091257218,73386.9192894322,69052.6011808577,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
147.725162274072,282.006510110243,148.898230388906,194.81426880215,36.572243720377,41.2183433756345,54.7654498949898,60.5708679273183,3.46588399995017,8.62200486177335,20.7212640254706,17.4783492431025,68282.7006263681,76952.5477978503,102235.040212835,113077.917289768,113095.395639011,102255.761476861,76961.1698027121,68286.1665103681,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
146.689150028731,293.228622921613,148.616366103088,194.106127700067,36.2500411612398,43.0375372235421,54.6117124170817,60.2699997333972,3.46588399994835,8.62200486177244,20.7212640254711,17.478349243102,67681.0974605484,80349.2705956819,101947.988012933,112516.148759927,112533.62710917,101968.709276958,80357.8926005437,67684.5633445484,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
145.868381525001,303.698764069483,148.426397010159,193.588860696776,35.9958157743185,44.7501647003286,54.5083324690612,60.0509209960122,3.46588399994835,8.62200486177335,20.7212640254706,17.478349243102,67206.4184325073,83547.0171147153,101754.961290308,112107.094088457,112124.5724377,101775.682554334,83555.6391195771,67209.8843165073,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
145.216051717499,313.384598064122,148.298167361115,193.210150782878,35.7944087046896,46.3480323850536,54.4386571113095,59.8908932817069,3.46588399994835,8.62200486177335,20.7212640254711,17.478349243102,66830.3595612442,86530.4889414622,101624.8663714,111808.297021784,111825.775371027,101645.587635425,86539.110946324,66833.8254452441,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
144.696278412734,322.273769383748,148.211523012291,192.932418703348,35.6343345371706,47.8262054985785,54.3916260572891,59.7737311941965,3.46588399994835,8.62200486177244,20.7212640254711,17.478349243102,66531.4757590693,89290.4720623521,101537.051950974,111589.536863736,111607.015212979,101557.773214999,89299.0940672139,66534.9416430693,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
144.281291754936,330.371663882302,148.152937107825,192.728490340857,35.5067881977237,49.1827984417834,54.3598473299785,59.6878087796725,3.46588399994835,8.62200486177153,20.7212640254711,17.478349243102,66293.326559369,91823.4457654356,101477.716038165,111429.106118769,111446.584468012,101498.43730219,91832.0677702974,66296.7924433689,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
143.949435814858,337.698614812283,148.113304793584,192.578618751622,35.4049552859012,50.4186331598562,54.3383596564311,59.6247191383014,3.46588399995017,8.62200486177335,20.7212640254711,17.4783492431025,66103.1883981417,94130.9447524499,101437.59515127,111311.30777452,111328.786123763,101458.316415296,94139.5667573117,66106.6542821417,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
143.683718546449,344.286854392163,148.086485753574,192.468402075095,35.3235216878264,51.5368127481957,54.3238236304337,59.5783531267215,3.46588399994835,8.62200486177335,20.7212640254706,17.4783492431025,65951.1389838321,96218.7629935634,101410.454090436,111224.735093571,111242.213442815,101431.175354462,96227.3849984252,65954.604867832,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
143.470741252788,350.177469209215,148.068333521789,192.387308645153,35.2583177525671,52.5422562255211,54.3139871555721,59.5442552184621,3.46588399994835,8.62200486177153,20.7212640254711,17.478349243102,65829.3929183106,98096.0850751493,101392.087835267,111161.068902926,111178.547252169,101412.809099293,98104.707080011,65832.8588023105,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
143.299896498833,355.417556676252,148.056045562646,192.327621790189,35.2060555953098,53.441233892251,54.3073294239162,59.5191672152541,3.46588399994835,8.62200486177335,20.7212640254711,17.4783492431025,65731.8112003293,99774.6186403518,101379.656796693,111114.22563081,111131.703980053,101400.378060718,99783.2406452136,65735.2770843293,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
143.162759614228,360.057713621667,148.04772654434,192.283679215286,35.164132274545,54.2409333719868,54.3028225436856,59.5007017981424,3.46588399994835,8.62200486177335,20.7212640254711,17.4783492431025,65653.5337261798,101267.784119862,101371.241738097,111079.747774947,111097.22612419,101391.963002123,101276.406124724,65656.9996101798,0.245388399668764,0.152611857104713,0.366772071598443,0.309371588148952
