"id","total"
"1",0.00684187328807742
"10",0.0683366740582073
"100",0.117163278256509
"11",0.0751592180497579
"12",0.0819794682902806
"13",0.0887973458916641
"14",0.0956127679824333
"15",0.102425647464794
"16",0.109235892763751
"17",0.116043407556193
"18",0.12284809049047
"19",0.129649834888367
"2",0.0136820663309314
"20",0.136448528436134
"21",0.143244052859734
"22",0.150036283592955
"23",0.156825089431349
"24",0.163610332185372
"25",0.170391866325354
"26",0.177169538636784
"27",0.183943187879949
"28",0.190712644474553
"29",0.197477730212191
"3",0.0205205296045023
"30",0.204238258020778
"31",0.210994031790762
"32",0.21774484629671
"33",0.22449048723233
"34",0.231230731408192
"35",0.237965347140959
"36",0.2446940948965
"37",0.251416728237202
"38",0.258132995146436
"39",0.264842639798173
"4",0.027357211345354
"40",0.271545404850307
"41",0.278241034328362
"42",0.284929277160971
"43",0.291609891380528
"44",0.298282648949399
"45",0.304947341064024
"46",0.311603783607004
"47",0.318251822163071
"48",0.324891335595374
"49",0.3315222365835
"5",0.0341920574188777
"50",0.338144466614701
"51",0.34475798158521
"52",0.351362722110251
"53",0.357958559405616
"54",0.364545202156922
"55",0.371122040016161
"56",0.37768788029666
"57",0.384240494004837
"58",0.390775793409757
"59",0.39728622083784
"6",0.0410250111844088
"60",0.403757212162722
"61",0.410158047523336
"62",0.416411258616793
"63",0.422223947011208
"64",0.376658155869926
"65",0.295684438494038
"66",0.259516034414202
"67",0.237118893000178
"68",0.218890237975959
"69",0.205982767255147
"7",0.0478560133448009
"70",0.196048621429329
"71",0.188654319298473
"72",0.181090435814886
"73",0.177265758371605
"74",0.169656660087862
"75",0.165986380038467
"76",0.1596467050486
"77",0.158386772792459
"78",0.1552515530186
"79",0.149327627277981
"8",0.0546850017933132
"80",0.14765109173537
"81",0.147067420401906
"82",0.144972348370705
"83",0.139169801551868
"84",0.1372002874195
"85",0.13758678242363
"86",0.137018576776179
"87",0.134791785535177
"88",0.135579230687344
"89",0.128600249759351
"9",0.0615119114443902
"90",0.127380808081793
"91",0.126324041413789
"92",0.12784999369628
"93",0.127573544812928
"94",0.125008718834495
"95",0.125953781179829
"96",0.126658704656654
"97",0.119129759047468
"98",0.118450882832767
"99",0.117789861996944
