"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","stock.s_6","stock.s_7","stock.s_8","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","harvest.s_5","harvest.s_6","harvest.s_7","harvest.s_8","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","rev_per_sp.s_5","rev_per_sp.s_6","rev_per_sp.s_7","rev_per_sp.s_8"
3.455820206,164.47463508,182.88012728,187.14121916,123.06039156,47.66836826,16.325071152,54.54020946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,199.556667052546,215.38169316592,218.954396045228,161.281648831254,61.7751906144073,0,10.4007570761841,6.65352969389095,2.93145871411246,3.25950285581842,3.33544900348541,2.19332577953547,3.39840403509564,67.3333535272193,63.3108539228349,19.2043215419526,0,510984.942291141,0,32047.9304121374,9502.2207034822,10565.5642941553,10811.7410706649,7109.58867119555,5327.83592625653,317427.882444846,118211.383089944
0,225.532039756701,236.537517669223,238.924288936759,195.841291051341,60.8817135074325,0,0,0,17.6868916339341,19.089478308213,19.4061302627675,14.294541433033,21.9007628034792,0,60.0380730905736,95.4991247658186,0,374788.788819228,0,0,57331.4394827146,61877.8750407527,62904.2912559565,46335.2552459175,34334.843553561,0,112100.583365091
0,242.675954578938,247.78365339248,248.760894687619,224.473111598751,49.1411837972637,0,0,0,30.1436438485551,31.6145887614646,31.9335943586923,26.175305888517,32.5487446747712,0,0,144.012974440372,0,439429.277703064,0,0,97709.565301811,102477.581695097,103511.627160555,84846.3369857862,51028.1795342551,0,0
0,260.217714592109,259.38750225031,258.958671471447,253.517361135809,41.2264050766383,0,0,0,31.8788227455187,32.549789201165,32.6781632795997,29.4876290821962,25.8214732235202,0,0,141.543407511166,0,450691.305908489,0,0,103334.08689565,105509.001150963,105925.121227981,95583.1165708542,40481.5234705519,0,0
0,278.472779990914,271.775722527715,269.955714947295,282.428900770875,35.8795321934687,0,0,0,33.1342922741231,33.0285788778392,32.9739745847177,32.2811164243966,20.9979153709236,0,0,137.200267708374,0,458768.927032559,0,0,107403.647380969,107060.981111112,106883.983208293,104638.107920768,32919.4076791263,0,0
0,297.621593491586,285.220919718835,282.031064847485,310.608579394756,32.3165931172644,0,0,0,34.0598097940808,33.240697407642,33.0180935609935,34.5436801432483,17.5535966260355,0,0,131.787307815334,0,464539.159975982,0,0,110403.679991778,107748.555892834,107026.993323962,111972.128946506,27519.5891287174,0,0
0,317.719885443695,299.872894264616,295.341265846074,337.466387703489,30.0392838397118,0,0,0,34.7670501363455,33.31844944268,32.9458224335346,36.284141637397,15.100413882043,0,0,125.868635599904,0,468651.015977322,0,0,112696.174779527,108000.586389979,106792.728996684,117613.77390272,23673.6205440114,0,0
0,338.714245402768,315.785066990856,309.949901957986,362.492385460068,28.7281770239988,0,0,0,35.3327415073564,33.3480274403289,32.8440776944824,37.5286948989592,13.3623359908734,0,0,119.824895004962,0,471566.112829389,0,0,114529.843536833,108096.462432945,106462.926990182,121647.94969715,20948.7550672834,0,0
0,360.460318478922,332.934887074735,325.849453824641,385.315149260375,28.1787391546351,0,0,0,35.8048866455072,33.3810835576363,32.7642585336066,38.3184319744916,12.1472168207587,0,0,113.899799379443,0,473605.805352753,0,0,116060.285458184,108203.61267891,106204.195977067,124207.85475905,19043.7562789219,0,0
