"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","stock.s_6","stock.s_7","stock.s_8","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","harvest.s_5","harvest.s_6","harvest.s_7","harvest.s_8","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","rev_per_sp.s_5","rev_per_sp.s_6","rev_per_sp.s_7","rev_per_sp.s_8"
3.455820206,164.47463508,182.88012728,187.14121916,123.06039156,47.66836826,16.325071152,54.54020946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,183.432257731976,197.452885922016,200.607849071473,149.217319740644,59.6507847977016,0,0,10.8127753390098,19.0558680346833,21.1883100997227,21.6819959772408,14.2576548701458,5.52280985180128,109.424690052924,102.887650838475,31.2093015173432,0,998703.963876942,0,52081.690105754,57537.3278659662,63976.0279046122,65466.6640774623,43049.5929847051,8658.36564411988,515857.978715436,192107.525880403
0,153.85823755243,159.139446185131,160.236160093686,138.066994405118,57.1731932102145,0,0,0,70.7473802207226,76.1549498911757,77.3717771835875,57.5511340575307,23.0065137109843,0,0,103.893623867769,0,886908.211175706,0,0,213614.788054211,229942.415246036,233616.506121997,173770.014742934,36068.3806343957,0,0
0,119.830777165013,118.698700296795,118.34369479667,119.06747988851,51.0506376959988,0,0,0,70.1611048116074,72.569395965239,73.0695099709012,62.9601184803648,26.071625835888,0,0,122.837200393782,0,882439.780338742,0,0,211844.586855682,219116.186210327,220626.231486762,190101.913641062,40873.6993453027,0,0
0,80.090841122736,75.2861052144417,74.1591815448159,89.6147864657424,39.935757579135,0,0,0,69.3146676575574,68.6598314481975,68.4544827987112,68.8731475548223,29.5296256047121,0,0,155.815627585246,0,877386.977092431,0,0,209288.852739458,207311.638917034,206691.60877457,207955.726016275,46294.9662726793,0,0
0,32.9859141272262,28.2621251991362,27.2355467998302,44.9703295855642,21.2942859829784,0,0,0,67.9898018297032,63.9110203152429,62.9543651484224,76.074760701787,33.9018070688442,0,0,228.673144893458,0,870967.21775482,0,0,205288.550083241,192973.068633432,190084.542018542,229700.291839599,53149.4383248998,0,0
0,0,0,0,0,0,0,0,0,64.9775182242706,55.672331774724,53.6501196149434,88.5850972305059,41.9466882195562,0,0,530.626383115098,0,858986.867533667,0,0,196193.254654263,168097.155194137,161991.283562361,267474.028163568,65761.7723424531,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
