"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","stock.s_6","stock.s_7","stock.s_8","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","harvest.s_5","harvest.s_6","harvest.s_7","harvest.s_8","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","rev_per_sp.s_5","rev_per_sp.s_6","rev_per_sp.s_7","rev_per_sp.s_8"
3.455820206,164.47463508,182.88012728,187.14121916,123.06039156,47.66836826,16.325071152,54.54020946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.666061132850985,200.201587969651,216.0987837942,219.688194825995,161.764180502751,62.5228395021281,0,24.3291449392026,5.18975316123549,2.28653779700796,2.54241222753863,2.60165022271889,1.71079410803785,2.65075514737487,23.0030039738337,49.3824660598164,14.9793708027246,0,398568.254987131,0,24997.3857214698,7411.73214871689,8241.14014944202,8433.15803511947,5545.47916353311,4155.71202248053,108442.465119945,92204.8788101663
0,235.158602669644,246.9368063747,249.498091797699,203.601188059697,72.7001583972416,0,0,1.22197959993876,8.80099796324238,9.49984950329276,9.6576424533909,7.11126338990932,10.9941832223959,0,34.0653470012918,47.3672880869103,0,276162.643249368,0,5885.88598617754,28528.1265108816,30793.4292901969,31304.909608875,23050.9111352782,17236.0919264503,0,63605.393624444
0,260.866050533582,267.050053940179,268.261191142443,239.78272368913,67.6940627268309,0,0,0,22.8032578964845,23.9453867133538,24.1937537787475,19.7431450376416,28.1988410487323,0,0,104.484085608346,0,338058.160891824,0,0,73915.9614452979,77618.131984986,78423.2051246777,63996.7129384288,44208.6334840424,0,0
0,288.590931045869,288.965804811643,288.779741134724,278.042444338086,65.3077385466962,0,0,0,23.733099238257,24.2957081566589,24.4058951256174,21.8149780904551,24.6347038639716,0,0,98.0281959842,0,344029.979102403,0,0,76930.0095730127,78753.6866681959,79110.8538671236,70712.4871924529,38620.9699976021,0,0
0,318.298465875809,312.836502565533,311.229072889025,317.088922839746,64.9774600065121,0,0,0,24.4085912582393,24.4402975231903,24.424560534431,23.5164159583775,22.0945192007222,0,0,91.1326824675743,0,348288.428665863,0,0,79119.5932865448,79222.3680333962,79171.3571357569,76227.6384314474,34638.6044611849,0,0
0,349.757794631241,338.663886963007,335.641333699957,355.366271840633,66.3360095298733,0,0,0,24.9056504701665,24.4782725099482,24.3524972204936,24.8110083046697,20.3369559696822,0,0,84.3096840299643,0,351236.917749666,0,0,80730.7933050522,79345.4626223284,78937.7664287273,80424.0141659107,31883.1909116777,0,0
0,382.547708801994,366.305933588037,361.915065556144,391.309149904916,69.1324660555576,0,0,0,25.2805303311868,24.4786615133842,24.2601910443423,25.68591165615,19.1790899298965,0,0,77.8812470057437,0,353181.287991955,0,0,81945.9532387593,79346.7235633356,78638.5591931415,83259.9827274952,30067.9505162287,0,0
0,416.085683070861,395.489781288844,389.82806124425,423.631967814633,73.1784734288859,0,0,0,25.5699726440612,24.4843518486512,24.1908606765022,26.1555984475089,18.4836008582367,0,0,72.0209385245471,0,354351.201222311,0,0,82884.1703538828,79365.168585714,78413.8272351239,84782.4560062085,28977.599979906,0,0
0,449.679505495711,425.831426686136,419.054231884484,451.543521458078,78.3105940513881,0,0,0,25.793825140243,24.5170518438147,24.1660726518717,26.2616315490162,18.1458032900144,0,0,66.795483378623,0,354921.804714134,0,0,83609.7803764647,79471.1644742288,78333.4777218564,85126.1585898746,28448.0190350886,0,0
0,482.595487122853,456.86221464881,449.184868916454,474.810170006934,84.3638118055852,0,0,0,25.959572607983,24.5828455704997,24.1916045235278,26.0671804867636,18.0831812861852,0,0,62.2026033710335,0,355031.20919892,0,0,84147.0449853526,79684.4325338659,78416.238389193,84495.8522841757,28349.8436097037,0,0
0,514.132289991606,488.060954824263,479.753957052009,493.668169232138,91.1543612046079,0,0,0,26.0679092999664,24.6778991760758,24.2631991683971,25.6473771029929,18.2279997275281,0,0,58.2018866939329,0,354792.824610388,0,0,84498.2145762991,79992.5454656624,78648.3099218603,83135.0743234946,28576.8822097652,0,0
0,543.687296988464,518.889429207442,510.266532590796,508.651547010298,98.4718897660122,0,0,0,26.1180438902744,24.793613798187,24.3716163149796,25.0784616376593,18.5226488338597,0,0,54.7368606023874,0,354303.12997601,0,0,84660.7240940666,80367.6303585956,78999.7403035705,81290.9547745692,29038.8173058105,0,0
0,570.804280449669,548.828298131849,540.228500469979,520.415690525249,106.081523326182,0,0,0,26.1114942634148,24.9205350743815,24.506406002787,24.4288436117687,18.9171055226067,0,0,51.7483679915204,0,353645.909011514,0,0,84639.4937081001,80779.0412280586,79436.6563535677,79185.2407030125,29657.2253867671,0,0
0,595.196201818533,577.4100082842,569.175767669169,529.607294240545,113.735542288604,0,0,0,26.0537679206328,25.050697055983,24.6581682328455,23.753833122133,19.367918143366,0,0,49.1810093173608,0,352893.942947478,0,0,84452.3757907032,81200.9567305441,79928.5883045539,76997.2178498508,30363.985281143,0,0
0,616.74325599577,604.24539298627,596.700155880596,536.792781488296,121.19235953447,0,0,0,25.9541214275112,25.1785367962369,24.819474557377,23.094051980872,19.8381997129635,0,0,46.9851155547954,0,352109.019878931,0,0,84129.3751748629,81615.3447690726,80451.4571033492,74858.5603958854,31101.2675513154,0,0
0,635.471490228762,629.041380114343,622.469588070684,542.433308207818,128.238269897503,0,0,0,25.8241152712286,25.3008079600197,24.9848757291093,22.4764495292872,20.2981359853178,0,0,45.1164750254716,0,351341.084672657,0,0,83707.9647746883,82011.682462093,80987.5992058623,72856.6236867752,31822.3310182639,0,0
0,651.520013747886,651.608533784507,646.240654658071,546.887784697568,134.706328962946,0,0,0,25.6757886123874,25.4159844345592,25.1504556958004,21.9166448409011,20.7255108913136,0,0,43.5353297824527,0,350627.360532344,0,0,83227.1691074209,82385.0229685289,81524.3208659696,71042.036402129,32492.3465180779,0,0
0,665.104783225397,671.85873605591,667.86275401756,550.428522056068,140.487596600149,0,0,0,25.520085383427,25.5235527195718,25.3132925115292,21.4216335126059,21.1058203478266,0,0,42.2054446616439,0,349992.159445317,0,0,82722.4625465868,82733.7017952046,82052.1506983522,69437.4745241819,33088.5753256535,0,0
0,676.485041364022,689.794729672167,687.274265207988,553.259912969294,145.532621899641,0,0,0,25.3658556285063,25.6234387894478,25.4710394893145,20.9923169648213,21.431733602872,0,0,41.0935407833103,0,349447.784305623,0,0,82222.5322002219,83057.4789907,82563.4819993893,68045.8599756435,33599.5246804512,0,0
0,685.935901230301,705.494145735646,704.492298561629,555.535415279399,149.844195523347,0,0,0,25.2194772587986,25.715664699887,25.6217013565028,20.6256235395837,21.7019176201896,0,0,40.1690907079255,0,348996.496768106,0,0,81748.0518439126,83356.4260477926,83051.8471626882,66857.2360848398,34023.1047195811,0,0
0,693.728260307187,719.090896685507,719.598229590419,557.371172604373,153.464617262668,0,0,0,25.0849652238537,25.8002184747423,25.7635805010267,20.3161644519668,21.9194558233701,0,0,39.4043427057004,0,348633.163801392,0,0,81312.0357959402,83630.5041462219,83511.7434382174,65854.1352942287,34364.1494694899,0,0
0,700.115650697459,730.756503806364,732.721368544234,558.85619089818,156.461310186158,0,0,0,24.9643683609623,25.8770631917497,25.8953199736116,20.0574490947157,22.0901838539207,0,0,38.7744203186994,0,348348.043060823,0,0,80921.1252905919,83879.5936037625,83938.7723224502,65015.5185277918,34631.8077365449,0,0
0,705.326815975065,740.683260595975,744.022826052865,560.059636365545,158.913815414787,0,0,0,24.8582707053928,25.9462032783421,26.0159676658469,19.842719506259,22.2212233191204,0,0,38.2573818104356,0,348129.236922306,0,0,80577.2134577254,84103.7087717831,84329.8475893359,64319.4800898606,34837.2443954114,0,0
0,709.562561687532,749.070349037732,753.681075852319,561.035965839287,160.903807862033,0,0,0,24.7662713080708,26.0077487056935,26.1250114869789,19.6654778873726,22.3198750868434,0,0,37.8341820083751,0,347964.544833407,0,0,80279.0006349647,84303.2061179908,84683.3093146395,63744.9575919004,34991.9053559198,0,0
0,712.995522242587,756.113316502959,761.880078575684,561.828523692781,162.5085005535,0,0,0,24.6873784582718,26.0619488640774,26.2223670766289,19.5197829835275,22.3929070924553,0,0,37.4885290462635,0,347842.655467419,0,0,80023.2722267468,84478.8940322186,84998.8840471503,63272.6926655077,35106.4010248418,0,0
0,715.771735128448,761.996793624479,768.800263837002,562.472092717979,163.797000298059,0,0,0,24.6203007896253,26.1091924179157,26.3083232853384,19.400384454029,22.4461835280538,0,0,37.2066586877636,0,347753.767581789,0,0,79805.8423142306,84632.0323565713,85277.5080857765,62885.6665152656,35189.9249686323,0,0
0,718.013195828257,766.890014527207,774.612250983278,562.994742695779,164.828849553474,0,0,0,24.5636444006813,26.1499823958431,26.383461890477,19.3027522501319,22.4845435378276,0,0,36.9770597639135,0,347689.793322547,0,0,79622.1926147085,84764.2516407423,85521.0672414767,62569.1951468774,35250.063738506,0,0
0,719.820822181568,770.944562426322,779.472938632806,563.41920618843,165.653984584771,0,0,0,24.5160358203784,26.1848990738278,26.4485691939181,19.2230440315137,22.5118363553213,0,0,36.7901822817294,0,347644.299706315,0,0,79467.8710698613,84877.4328289494,85732.1102842211,62310.8237488039,35292.8519567608,0,0
0,721.277461636505,774.293753858415,783.523485183775,563.763930016759,166.313489532255,0,0,0,24.476191732427,26.2145611012333,26.5045529502653,19.1580405726598,22.5310381183747,0,0,36.6381519541874,0,347612.313390437,0,0,79338.7178549038,84973.5812514266,85913.5796687495,62100.1173143253,35322.9554529863,0,0
0,722.450726031165,777.053140477908,786.888695393014,564.043897338021,166.840712167224,0,0,0,24.442953089845,26.2395914332052,26.552372438875,19.1050684765343,22.544399036501,0,0,36.5145061185985,0,347590.074620285,0,0,79230.9759596561,85054.7161954507,86068.584865483,61928.4101206119,35343.9019852015,0,0
