"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","stock.s_6","stock.s_7","stock.s_8","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","harvest.s_5","harvest.s_6","harvest.s_7","harvest.s_8","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","rev_per_sp.s_5","rev_per_sp.s_6","rev_per_sp.s_7","rev_per_sp.s_8"
3.455820206,164.47463508,182.88012728,187.14121916,123.06039156,47.66836826,16.325071152,54.54020946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.63955878730619,202.107008405965,218.217429819744,221.856205129168,163.189821513386,65.0631384524669,20.8145101727743,71.6538579822487,0.216255506780283,0.381117360693821,0.423766201994626,0.433639919544992,0.285153097403032,0.110456197036071,2.18849380105937,2.05775301677034,0.624186030347119,0,19974.079277547,0,1041.6338021155,1150.74655731979,1279.52055809277,1309.33328154978,860.991859694454,173.167312882468,10317.1595743129,3842.15051760963
8.6637861680999,245.78311760831,258.435164725067,261.193986729177,212.121088324577,86.6596292372725,26.5801892564822,92.7691111659652,0.27360767591484,0.363084983540825,0.392027335119787,0.398564390334999,0.29317030678719,0.116885845475862,2.16333385311252,2.09596071099683,0.483928453450062,0,19981.2962753774,0,1317.88090853438,1096.29955996621,1183.68815695795,1203.42615516989,885.199038505035,183.247371520862,10198.5486841549,3913.49032902168
12.0855597762182,295.223429765347,303.388505205139,305.031697447811,268.882699505993,111.854281240181,33.5885579692003,117.545390895547,0.328187645322198,0.344754796262352,0.362501555960429,0.36637129741056,0.297537777614288,0.121555634547198,2.15698325836719,2.11874313580447,0.377843984235369,0,20035.7045109806,0,1580.77521305212,1040.95335409584,1094.53795750768,1106.22226294931,898.386189070224,190.568416848425,10168.6102400306,3956.0287214107
14.8750445680264,349.566228762853,352.602827905496,352.959626318674,330.727930113757,138.978378481628,41.529241543621,144.796927651051,0.363909359881093,0.329170601922473,0.338274563621567,0.34010670336747,0.299801001950544,0.124716189066366,2.16666624076658,2.13399044063045,0.30034780625283,0,20094.2386583967,0,1752.83531874862,993.898405057127,1021.38692608417,1026.91889267128,905.219773372572,195.523365035931,10214.2584728569,3984.49785237629
16.3053846215689,407.309677997901,405.233458469,404.245473919318,393.218874820568,165.447960126924,49.7697276365048,172.487740738486,0.366257650528862,0.318714383767748,0.321482980230633,0.321808288504227,0.301538706453528,0.126712492827396,2.19056745681038,2.14955314220204,0.245598912006244,0,20118.1934694953,0,1764.14628581866,962.326878054971,970.686384015218,971.668620498028,910.466601989373,198.653063208338,10326.9353558459,4013.55587897685
16.7633689487219,466.38629092147,460.0756548605,457.838236695608,451.178359010261,188.547688488131,57.4803738195231,198.172547531107,0.339663961153671,0.314186063437885,0.312584532033513,0.311822431368663,0.303316854528523,0.127621429354729,2.22104771579025,2.16639211373358,0.207786071114242,0,20101.3730767502,0,1636.05296607582,948.654058164154,943.818390886585,941.517302542534,915.835546012232,200.078045239609,10470.6276503406,4044.99690355981
16.892028070194,524.397031244091,515.639455000214,512.423650789545,500.277559677629,206.502385253823,63.9288859475047,219.79097032569,0.305684404558189,0.314920926211465,0.310659756035605,0.309148970203076,0.304651979425366,0.127314232535431,2.24546228511387,2.17879254708479,0.181890487867349,0,20067.8654198001,0,1472.38427963302,950.872904362238,938.006718206096,933.44504829826,919.866824922846,199.596438510866,10585.7246213843,4068.1504749703
16.9421962991723,578.970678213121,570.288623191947,566.532310269983,538.364491786272,219.039432805996,68.7592660007716,236.344921007673,0.27832205544678,0.319940941214382,0.314597838528283,0.312635837668969,0.305225361272482,0.125989591024916,2.25650950533715,2.18341397087219,0.164347778343654,0,20034.0267289199,0,1340.58857110252,966.030348178976,949.89737273477,943.973303229764,921.598095273264,197.519736460066,10637.8042452064,4076.77940451244
16.9696457566011,628.148956495562,622.423438989816,618.687736519956,565.694134369504,227.058224663886,72.0464866445681,248.008598443406,0.259314602334048,0.328138809750316,0.323218147430028,0.32108921051207,0.305124750171808,0.124143314115963,2.25456467510346,2.18104159194028,0.152670550931362,0,20001.9941896347,0,1249.03573182864,990.783009610909,975.925551492245,969.49743490204,921.29430990511,194.625242355259,10628.6357824691,4072.34979762233
16.9868004265907,670.670234001554,670.667836284064,667.566083338478,584.112555886556,231.870390258902,74.1260823332914,255.702163430805,0.246671920942054,0.338106365403825,0.335024558303924,0.333013785586317,0.304489541412281,0.122215965309327,2.24354068213393,2.17357228281016,0.14499230311776,0,19971.9994997964,0,1188.13996790871,1020.87906803315,1011.57385321932,1005.50252186321,919.37635924583,191.603648069125,10576.665658287,4058.40341547318
16.9979362806804,706.064154668632,714.01514488953,712.131585350438,595.963832096769,234.639908228659,75.3804818614513,260.542749780177,0.238317413811295,0.348415116882871,0.348413871261734,0.346802501679055,0.303448153972337,0.120457335107472,2.22786793530142,2.16291277284716,0.139940107095754,0,19945.2611498334,0,1147.89897170483,1052.00533384581,1052.00157281474,1047.13620012098,916.231991827958,188.84656177989,10502.7800343202,4038.50042352613
17.0053131664834,734.555631298375,751.899598655954,751.718260167206,603.350789070851,236.193877285127,76.1183393965179,263.495986035443,0.232730195680328,0.357968215506887,0.361999296481708,0.361044348630933,0.302148336056585,0.118960336224309,2.21100461682056,2.15077975604995,0.136569760186831,0,19922.7948873109,0,1120.98712399442,1080.84997984491,1093.02143418539,1090.13806264415,912.307318890017,186.499647066713,10423.2817293054,4015.84616114009
