"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","stock.s_6","stock.s_7","stock.s_8","stock_g.sg_1","stock_g.sg_2","stock_g.sg_3","stock_g.sg_4","stock_g.sg_5","stock_g.sg_6","stock_g.sg_7","stock_g.sg_8","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","harvest.s_5","harvest.s_6","harvest.s_7","harvest.s_8","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","rev_per_sp.s_5","rev_per_sp.s_6","rev_per_sp.s_7","rev_per_sp.s_8"
3.455820206,164.47463508,182.88012728,187.14121916,123.06039156,47.66836826,16.325071152,54.54020946,3.455820206,164.47463508,182.88012728,187.14121916,123.06039156,47.66836826,16.325071152,54.54020946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,196.683837512716,212.187380367218,215.685656021812,159.132189567309,58.4447546600132,0,0,5.85581429408647,202.488125766659,218.641196021738,222.289845048713,163.474974610789,65.1735946495029,23.0030039738337,73.711610999019,5.85581429408647,5.80428825394302,6.45381565452086,6.6041890269015,4.3427850434805,6.72883998948976,23.0030039738337,73.711610999019,38.0245566530684,0,1011750.18573652,0,28205.5897602129,18814.3969928959,20919.8173024288,21407.2473199177,14076.985568968,10549.1151339886,108442.465119945,137631.242450186
0,181.579141771397,189.081706965208,190.677853913692,160.36449624189,9.35497786528431,0,0,0,239.91603636819,252.016989293385,254.650733131951,207.563482631124,78.6943728461807,0,0,0,58.3368945967933,62.935282328177,63.972879218259,47.1989863892342,69.3393949808964,0,0,319.586740207804,0,861846.224169414,0,0,189096.999710719,204002.512414493,207365.846376299,152993.860764215,108706.591643897,0,0
0,150.269393908176,150.574054869338,150.519040177463,145.287342464572,0,0,0,0,222.454758264447,225.742005203484,226.321526218289,209.038990798743,13.4807049996569,0,0,0,72.1853643562707,75.1679503341458,75.8024860408268,63.7516483341708,13.4807049996569,0,0,428.348560838211,0,952893.873028596,0,0,233986.329185684,243654.277123154,245711.102382229,206648.734536215,21134.3276628427,0,0
0,109.743908215099,105.158356845723,104.040393802426,117.361183540569,0,0,0,0,185.749652051085,181.318197150515,180.172407864833,190.847022850743,0,0,0,0,76.0057438359861,76.1598403047924,76.1320140624076,73.485839310174,0,0,0,544.991836715202,0,977675.44673862,0,0,246369.955403085,246869.45370718,246779.255917521,238201.773547549,0,0,0
0,70.375559125129,63.8566517511161,62.3818123765106,84.8683400020852,0,0,0,0,137.218039814189,127.906178973862,125.750414121496,156.35032722164,0,0,0,0,66.84248068906,64.0495272227461,63.3686017449857,71.481987219555,0,0,0,656.275596267107,0,860739.040915227,0,0,216667.558993064,207614.298197098,205407.102120566,231706.357200765,0,0,0
0,61.3133367120557,53.2828085861248,51.53824497182,81.5539091387122,0,0,0,0,88.9672213100891,78.3751062572865,76.0510085210082,114.902692574613,0,0,0,0,27.6538845980335,25.0922976711617,24.5127635491882,33.3487834359004,0,0,0,423.397613862945,0,358107.681235809,0,0,89639.0979324092,81335.8036669603,79457.2641174588,108098.913132843,0,0,0
0,56.5057811248221,47.1241463580742,45.1511712915326,82.3966692352073,0,0,0,0,77.7061560788512,65.5477974135468,62.9716028072155,110.595647555817,0,0,0,0,21.2003749540291,18.4236510554726,17.8204315156829,28.1989783206101,0,0,0,372.565562343828,0,277237.630926802,0,0,68720.2725523471,59719.6193315813,57764.3043301657,91406.0002750521,0,0,0
0,53.4729947767888,42.8410536620649,40.6686673918199,85.1009351110491,0,0,0,0,71.7086783873822,58.0490732009302,55.2399636013401,111.692189330167,0,0,0,0,18.2356836105935,15.2080195388653,14.5712962095202,26.5912542191176,0,0,0,347.730899477765,0,241485.826003753,0,0,59110.329445385,49296.2624462274,47232.3460849406,86194.6189266782,0,0,0
0,51.3388126424893,39.5401797813834,37.1932172058166,88.82079748898,0,0,0,0,67.9168912800376,52.8220683213802,49.8016070841135,115.204395420777,0,0,0,0,16.5780786375483,13.2818885399968,12.6083898782969,26.3835979317969,0,0,0,334.051792130986,0,222847.147859716,0,0,53737.2610077375,43052.7763050252,40869.6539925182,85521.5083465661,0,0,0
0,49.7003057041269,36.8150367951362,34.3167095092367,93.1264275550342,0,0,0,0,65.2447238242077,48.7870528085394,45.5781097972462,120.019679324263,0,0,0,0,15.5444181200808,11.9720160134032,11.2614002880095,26.8932517692287,0,0,0,326.244176121837,0,212544.28073071,0,0,50386.6866598309,38806.8704080053,36503.4344341167,87173.533404879,0,0,0
0,48.3463018227581,34.4553470306191,31.8280182111935,97.754757923633,0,0,0,0,63.1910099309414,45.4514257764777,42.0778854641356,125.570173032791,0,0,0,0,14.8447081081833,10.9960787458586,10.249867252942,27.8154151091584,0,0,0,321.830144823739,0,206827.454089713,0,0,48118.6011741041,35643.4039521014,33224.585545063,90162.6935632685,0,0,0
0,47.1584167798551,32.3443480621075,29.6096220646691,102.526058134949,0,0,0,0,61.4924703554495,42.5599130936008,39.0462180615419,131.509080300401,0,0,0,0,14.3340535755944,10.2155650314934,9.43659599687279,28.9830221654517,0,0,0,319.462497557153,0,203793.112193351,0,0,46463.332400052,33113.396096187,30588.3952655394,93947.4509291302,0,0,0
0,46.0685078983124,30.414619649971,27.5931628229963,107.310637272842,0,0,0,0,60.0012589662051,39.9706179377491,36.3411980966836,137.601519442083,0,0,0,0,13.9327510678927,9.55599828777808,8.74803527368726,30.2908821692409,0,0,0,318.340416150438,0,202362.900693518,0,0,45162.5243829767,30975.4336076526,28356.4498085013,98186.8333105375,0,0,0
0,45.0376030306035,28.6263907896508,25.7376763437883,112.013623473428,0,0,0,0,58.6321698063154,37.6015800599887,33.8802690098741,143.680410411047,0,0,0,0,13.5945667757119,8.97518927033787,8.14259266608578,31.6667869376184,0,0,0,317.962090981062,0,201881.820511117,0,0,44066.3118498501,29092.7615291682,26393.92881067,102646.78041241,0,0,0
0,44.0442947012153,26.9558511669211,24.017924014715,116.566818489531,0,0,0,0,57.3364304744284,35.404477369664,31.6139918653105,149.625866739649,0,0,0,0,13.292135773213,8.44862620274297,7.59606785059544,33.0590482501177,0,0,0,318.004758297144,0,201936.047840953,0,0,43085.9923524325,27385.9257963292,24622.3877714876,107159.746679001,0,0,0
