"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","stock.s_6","stock.s_7","stock.s_8","stock_g.sg_1","stock_g.sg_2","stock_g.sg_3","stock_g.sg_4","stock_g.sg_5","stock_g.sg_6","stock_g.sg_7","stock_g.sg_8","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","harvest.s_5","harvest.s_6","harvest.s_7","harvest.s_8","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","rev_per_sp.s_5","rev_per_sp.s_6","rev_per_sp.s_7","rev_per_sp.s_8"
3.455820206,164.47463508,182.88012728,187.14121916,123.06039156,47.66836826,16.325071152,54.54020946,3.455820206,164.47463508,182.88012728,187.14121916,123.06039156,47.66836826,16.325071152,54.54020946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.79519063489662,201.139654758167,217.141824708062,220.75553850711,162.466044752203,63.6103287933589,0,44.5886181945149,5.85581429408647,202.488125766659,218.641196021738,222.289845048713,163.474974610789,65.1735946495029,23.0030039738337,73.711610999019,3.06062365918985,1.34847100849174,1.49937131367648,1.53430654160329,1.00892985858632,1.563265856144,23.0030039738337,29.1229928045042,8.83398790929823,0,235053.073453926,0,14742.0479895833,4371.02152360183,4860.15957531147,4973.40089250586,3270.41078874997,2450.80452607802,108442.465119945,54377.2362213747
0,241.727536738897,254.041726746396,256.724136689544,208.877942282678,80.831122063069,0,13.2037558719655,4.82916354008659,245.036416048127,257.613852251975,260.355710158447,211.550615329568,85.0168475353212,0,60.97689278439,4.82916354008659,3.30887930922989,3.57212550557863,3.63157346890305,2.67267304689034,4.18572547225212,0,47.7731369124245,17.7254530618184,0,162409.337401562,0,23260.5405253735,10725.6163377377,11578.9196590554,11771.6181491149,8663.37604439483,6562.15632932661,0,89200.0066188666
0,283.133127811219,290.58058948165,292.067021045662,258.688176452243,94.7820988472179,0,0,0,291.035514579843,298.885543096791,300.45966612173,265.516667362382,105.351992969123,0,18.7244105718423,0,7.9023867686234,8.30495361514155,8.39264507606786,6.82849091013927,10.5698941219054,0,18.7244105718423,35.2246164913545,0,170901.289553571,0,0,25615.3098108604,26920.2161379067,27204.4649357905,22134.3140490374,16570.914187321,0,34961.4376381538
0,323.566448133865,325.486628976795,325.614793002696,308.174117047218,103.310035448564,0,0,0,336.768675828357,339.036124705512,339.23359961747,320.236499975692,120.988426146827,0,0,0,13.2022276944923,13.5494957287175,13.6188066147734,12.0623829284741,17.6783906982628,0,0,50.2424316299105,0,197624.442354987,0,0,42794.5584656384,43920.2156303074,44144.8844388042,39099.7916570628,27715.2345948039,0,0
0,366.890149710663,363.271138171611,361.998271316755,358.582661351176,113.095251330785,0,0,0,380.265484903714,376.725848289206,375.45827937799,371.321720475204,130.177442499598,0,0,0,13.3753351930507,13.4547101175943,13.4600080612347,12.7390591240278,17.0821911688129,0,0,44.5405228867812,0,198628.01444388,0,0,43355.6803565288,43612.9713931394,43630.1444918097,41293.2138375998,26780.5448876895,0,0
0,412.080633237223,403.406446138256,400.770485639771,406.789532125534,123.71030233966,0,0,0,425.596914261663,416.789402305021,414.106549225391,419.999764194005,140.376073159085,0,0,0,13.51628102444,13.3829561667651,13.3360635856192,13.2102320684715,16.665770819425,0,0,39.6949518216516,0,199329.830456101,0,0,43812.5513302352,43380.3834757848,43228.3828171165,42820.5044294698,26127.7033553167,0,0
0,457.834771617546,445.155068785675,441.293878163659,449.91349201559,134.641141895363,0,0,0,471.476431633787,458.509575507688,454.561123136305,463.379993587935,151.02253227684,0,0,0,13.6416600162403,13.354506722013,13.2672449726459,13.466501572345,16.3813903814767,0,0,35.6696736307272,0,199809.828533047,0,0,44218.962938876,43288.1655974894,43005.3096945678,43651.1930478738,25681.8669278706,0,0
0,502.706146252022,487.613790263047,482.773503897578,486.036340729233,145.345533573297,0,0,0,516.466400298484,500.992955010451,496.036620307951,499.558520198461,161.532122564551,0,0,0,13.7602540464618,13.3791647474036,13.2631164103735,13.5221794692275,16.186588991254,0,0,32.3840973946712,0,200139.156798448,0,0,44603.381332304,43368.093722776,42991.9271046268,43831.6709999434,25376.4677361927,0,0
0,545.286444723734,529.786371228201,524.314122822604,514.540341826902,155.333373277288,0,0,0,559.159784672484,543.243202672284,537.637375358416,527.953639899058,171.377954941206,0,0,0,13.8733399487505,13.4568314440829,13.323252535812,13.4132980721563,16.0445816639181,0,0,29.7358906771638,0,200379.485294239,0,0,44969.9453220429,43619.847598621,43186.8562480656,43478.7357659967,25153.8362501898,0,0
0,584.388148620529,570.674950164432,564.994571091633,535.941875689403,164.240401365345,0,0,0,598.365150819758,584.254648224834,578.4340022726,549.13078137172,180.166667907151,0,0,0,13.9770021992296,13.5796980604021,13.4394311809668,13.1889056823164,15.9262665418058,0,0,27.6187138254418,0,200579.628677615,0,0,45305.9628746456,44018.1154301732,43563.4452554352,42751.3756959179,24968.348135269,0,0
0,619.180126671004,609.374159389373,603.947931331101,551.419092664916,171.867962045651,0,0,0,633.245613751285,623.109587045675,617.546639413866,564.318538942335,187.680196613604,0,0,0,14.0654870802805,13.735427656302,13.5987080827648,12.8994462774185,15.8122345679534,0,0,25.933879855324,0,200772.170933336,0,0,45592.7835160618,44522.9074585177,44079.735751551,41813.1031761518,24789.5749109087,0,0
