"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","stock.s_6","stock.s_7","stock.s_8","stock_g.sg_1","stock_g.sg_2","stock_g.sg_3","stock_g.sg_4","stock_g.sg_5","stock_g.sg_6","stock_g.sg_7","stock_g.sg_8","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","harvest.s_5","harvest.s_6","harvest.s_7","harvest.s_8","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","rev_per_sp.s_5","rev_per_sp.s_6","rev_per_sp.s_7","rev_per_sp.s_8"
3.455820206,164.47463508,182.88012728,187.14121916,123.06039156,47.66836826,16.325071152,54.54020946,3.455820206,164.47463508,182.88012728,187.14121916,123.06039156,47.66836826,16.325071152,54.54020946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,197.035612558409,212.578520709916,216.08590990223,159.395388660853,58.8525631442245,0,0,5.85581429408647,202.488125766659,218.641196021738,222.289845048713,163.474974610789,65.1735946495029,23.0030039738337,73.711610999019,5.85581429408647,5.45251320824968,6.06267531182282,6.20393514648343,4.07958594993636,6.32103150527847,23.0030039738337,73.711610999019,35.7200380680351,0,950431.99266161,0,28205.5897602129,17674.1305084785,19651.9495871307,20109.8383914385,13223.834928425,9909.77482283807,108442.465119945,137631.242450186
0,185.584856453672,193.405621158673,195.073549497349,163.599214039512,13.8009776235185,0,0,0,240.320784042959,252.459324017421,255.101595005962,207.878795474164,79.1972524417377,0,0,0,54.7359275892871,59.0537028587481,60.0280455086132,44.2795814346525,65.3962748182192,0,0,299.324228765898,0,809180.072630652,0,0,177424.591333771,191420.508574884,194578.806133455,143530.711885291,102524.778932017,0,0
0,160.744273969062,161.527593445617,161.574264045524,154.406753762293,0.0308783214770294,0,0,0,227.10104932337,230.680721565692,231.323768121005,212.902454875014,19.7693018684125,0,0,0,66.3567753543078,69.1531281200747,69.7495040754813,58.4957011127208,19.7384235469354,0,0,385.262604273066,0,885512.5242583,0,0,215093.16216958,224157.441675613,226090.57343805,189611.765759996,30944.8438193345,0,0
0,126.722094872566,122.303251453007,121.204671422558,133.316917579497,0,0,0,0,198.106253370273,194.03527056365,192.957416257475,201.886676934069,0.0450507695598328,0,0,0,71.3841584977068,71.7320191106425,71.7527448349165,68.5697593545716,0.0450507695598328,0,0,478.498357215708,0,918364.048881151,0,0,231389.248469403,232516.826457198,232584.008166203,222266.472606325,70.6281849031605,0,0
0,86.3471612440234,79.3434261478512,77.7369528944588,101.131068818044,0,0,0,0,157.690846934493,148.199332762719,145.974366353283,176.187595263402,0,0,0,0,71.3436856904699,68.8559066148678,68.2374134588243,75.056526445358,0,0,0,606.620826233178,0,918327.73059284,0,0,231258.057282912,223194.008581126,221189.184687811,243293.100867224,0,0,0
0,67.1405934065617,58.890202809235,57.0797231029553,87.1792394007691,0,0,0,0,108.673685889146,97.054489956682,94.4712946076102,135.823409904674,0,0,0,0,41.5330924825845,38.1642871474471,37.391571504655,48.6441705039051,0,0,0,518.275075006571,0,536699.831671127,0,0,134628.063962737,123708.199511828,121203.468831674,157678.374439895,0,0,0
0,59.620295401415,50.1370690880696,48.125588709797,85.0023054111888,0,0,0,0,84.9539511772001,72.3576669535262,69.6630518673102,117.896992957367,0,0,0,0,25.3336557757852,22.2205978654566,21.5374631575133,32.8946875461784,0,0,0,406.56202247933,0,330178.794222488,0,0,82118.1575059092,72027.2893711284,69812.9321523702,106626.977215559,0,0,0
0,55.3807054021814,44.7203346848021,42.5253316612326,86.2550774894982,0,0,0,0,75.5959211102466,61.7201106798979,58.8430830292187,115.076470070677,0,0,0,0,20.2152157080652,16.9997759950958,16.3177513679861,28.8213925811786,0,0,0,365.340967571533,0,266582.704204636,0,0,65526.913376535,55104.1782159523,52893.419285319,93423.5342944015,0,0,0
0,52.6077238064578,40.8278166069159,38.4678533589569,89.1404381090624,0,0,0,0,70.3027894143615,55.1167147079469,52.0554111244046,116.700384196917,0,0,0,0,17.6950656079037,14.288898101031,13.5875577654476,27.5599460878549,0,0,0,344.27684333554,0,236708.812870833,0,0,57357.9351329211,46316.9625115025,44043.5923886744,89334.5996810703,0,0,0
