"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","stock.s_6","stock.s_7","stock.s_8","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","harvest.s_5","harvest.s_6","harvest.s_7","harvest.s_8","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","rev_per_sp.s_5","rev_per_sp.s_6","rev_per_sp.s_7","rev_per_sp.s_8"
3.455820206,164.47463508,182.88012728,187.14121916,123.06039156,47.66836826,16.325071152,54.54020946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,198.032308521208,213.686751680894,217.219962563415,160.141119425895,60.0080205161572,0,0,10.113365134715,4.45581724545129,4.95444434084438,5.06988248529821,3.33385518489418,5.16557413334576,102.346697361381,96.2324979627166,29.1905687437702,0,776697.112282594,0,48712.8542264527,14443.3754692941,16059.6577271173,16433.8464274119,10806.5747802181,8098.31060791056,482490.381316204,179681.302296729
0,196.88637069891,205.60733131595,207.478379213691,172.720959360148,26.5829635101093,0,0,0,44.5807262679781,48.1048302416732,48.9002211977093,36.0507205247717,54.0356356165077,0,0,242.563364205304,0,660274.098390557,0,0,144506.862089002,155930.121635132,158508.353548624,116857.147544054,84714.1769379506,0,0
0,188.842206269799,190.983970071537,191.320947575706,178.712457486103,9.71538660982951,0,0,0,51.3068726991476,53.5794790487106,54.0670578280981,45.0095770616733,27.7091472110103,0,0,280.785068142873,0,704299.007178792,0,0,166309.430061468,173676.00391145,175256.473440074,145896.967134882,43440.9176990626,0,0
0,175.40210922973,171.817992764647,170.856999660044,178.274864331449,2.57846506477325,0,0,0,55.4688798403916,56.0979830547193,56.196963918462,52.4934548588944,11.4148521761727,0,0,316.493247204652,0,731535.361934767,0,0,179800.43037308,181839.646398546,182160.489400079,170155.694816915,17895.5941933517,0,0
0,157.764292934866,149.59548033162,147.631759418323,171.809979073063,0.367992915565756,0,0,0,57.5035321893128,56.3285214814868,56.0134711199667,58.4453313853951,3.38127767247866,0,0,353.243215232995,0,744944.554192157,0,0,186395.684667889,182586.928630847,181565.703923344,189448.494053573,5300.98613173696,0,0
0,136.42414015969,125.016500227514,122.384921951483,159.292569088614,0,0,0,0,58.1746506528398,55.1624492820357,54.4383388005981,63.3539144080827,0.542780705083782,0,0,397.318865624093,0,749651.323427285,0,0,188571.091651421,178807.146455496,176459.967702747,205359.493949409,850.942533836429,0,0
0,111.10593226107,98.0694425720067,95.1551374029392,139.807888861801,0,0,0,0,58.1929967541359,53.3269609281568,52.2044365281782,67.9477396381692,0,0,0,459.614387979714,0,750497.490030556,0,0,188630.559895925,172857.475271909,169218.851762634,220250.217488067,0,0,0
0,80.9126395713454,68.314500876656,65.5882491085982,111.233610556752,0,0,0,0,57.9552417591912,51.1551286037065,49.6349644036844,72.9267990820579,0,0,0,562.043063512689,0,750395.061379918,0,0,187859.885410747,165817.556893208,160889.99790539,236389.664234085,0,0,0
0,65.1600944182227,52.6709234639023,50.0540010679268,98.0125159829398,0,0,0,0,36.8283567281482,31.09416305437,29.8532769186971,50.629309727707,0,0,0,490.433457579909,0,480559.519169989,0,0,119377.827868673,100790.640001267,96768.3510731334,164113.133684496,0,0,0
0,58.3064937185715,45.2527080653288,42.5971377454074,95.4576243790626,0,0,0,0,24.186839091925,19.5509715266501,18.579593546421,36.3813615409853,0,0,0,399.955366768028,0,319528.635446327,0,0,78400.7914096332,63373.789137594,60225.1014517656,117928.908814102,0,0,0
0,54.2907163342147,40.5030675439814,37.7748981058911,96.3680283211859,0,0,0,0,19.6662726345047,15.2633443979319,14.367643652081,32.197025517294,0,0,0,363.428722946033,0,263797.444601423,0,0,63747.5336385539,49475.5960383084,46572.2134559869,104365.530191519,0,0,0
0,51.5889123695662,37.0201615608874,34.2127839976313,98.9340398352684,0,0,0,0,17.3509839983838,12.9445349830131,12.0726285603057,30.7986379671865,0,0,0,344.359965455403,0,236823.211651438,0,0,56242.6066522819,41959.256570931,39133.0024533262,99832.7059403539,0,0,0
0,49.5876763555838,34.2423247051299,31.3601107582523,102.390753919812,0,0,0,0,15.9703579518689,11.4603158781105,10.5912371840286,30.6269691920427,0,0,0,333.558795330213,0,222189.381088956,0,0,51767.3556996405,37148.2123494267,34331.1242150779,99276.2476201407,0,0,0
0,47.9879467478358,31.8979265727025,28.9505169214099,106.32887165762,0,0,0,0,15.0618236316485,10.4008070825491,9.52535976726748,31.1002972995341,0,0,0,327.278833156077,0,213895.59043085,0,0,48822.3735356886,33713.8517138027,30876.1199169913,100810.524097524,0,0,0
0,46.6286173097684,29.8415924788829,26.8411960818353,110.497643342652,0,0,0,0,14.4140964624152,9.58115155428496,8.69584076465628,31.9379076764066,0,0,0,323.645351872611,0,209168.98222562,0,0,46722.7886129788,31056.9670396643,28187.2631363729,103525.608788476,0,0,0
0,45.4183398776101,27.990723519702,24.9505822053673,114.731730241765,0,0,0,0,13.9175156738942,8.9069943528394,8.01144852083683,32.980876806475,0,0,0,321.605376061355,0,206538.43044707,0,0,45113.1393871789,28871.7100936468,25968.8296591364,106906.35668317,0,0,0
0,44.3042897530955,26.2965428631215,23.2299703671661,118.91890190995,0,0,0,0,13.5107739812522,8.32651171455173,7.42214880125001,34.1297035504074,0,0,0,320.52587258761,0,205153.14412351,0,0,43794.7004427086,26990.0959617489,24058.6352671579,110630.238324482,0,0,0
0,43.2560368385285,24.7293567193683,21.6491218964706,122.983396155726,0,0,0,0,13.1582412441652,7.80999440028961,6.89923156176145,35.3185573799434,0,0,0,320.011941054024,0,204495.272893274,0,0,42651.9779281884,25315.823186335,22363.6173583758,114483.866361429,0,0,0
0,42.2564734099641,23.2704791917846,20.1884235266741,126.875937353333,0,0,0,0,12.8389549200603,7.33999504640842,6.42574124682875,36.5030732023252,0,0,0,319.813701426073,0,204241.793538265,0,0,41617.022496395,23792.3367495065,20828.8150936221,118323.432900167,0,0,0
0,41.2964152546798,21.9076052691484,18.8344292440455,130.566893247155,0,0,0,0,12.5407024644747,6.90611715082467,5.99143734070153,37.6537191074324,0,0,0,319.773693301252,0,204190.656161745,0,0,40650.2476123803,22385.9367540532,19421.0341999196,122053.211288693,0,0,0
0,40.3712886554529,20.6321024355465,17.5772740886708,134.041141760434,0,0,0,0,12.2565891476339,6.50207809410436,5.58997335848142,38.75166299409,0,0,0,319.7947961272,0,204217.628463948,0,0,39729.3042511714,21076.2583092229,18119.702768851,125612.15793083,0,0,0
0,39.479079563705,19.4374222751603,16.4091715223053,137.294056177355,0,0,0,0,11.9829436344234,6.12398882420638,5.21725938572197,39.7858849668424,0,0,0,319.819560694248,0,204249.283244629,0,0,38842.2919086385,19850.6951890966,16911.5634860489,128964.55222154,0,0,0
0,38.6190769615051,18.3181825524806,15.3235523661927,140.328345131889,0,0,0,0,11.7180050173376,5.76932933243549,4.87049739643629,40.7510118502341,0,0,0,319.816435934543,0,204245.288951812,0,0,37983.502664804,18701.0788737898,15787.5466483194,132092.977200834,0,0,0
0,37.7911242700208,17.2696528873051,14.3145849399406,143.151600845969,0,0,0,0,11.4610946412927,5.43633976803038,4.54761474710541,41.6456469432376,0,0,0,319.770449633252,0,204186.510467671,0,0,37150.736682994,17621.704868725,14740.9338543214,134992.905511264,0,0,0
0,36.9951951002053,16.2874806821493,13.3769188285052,145.774443952786,0,0,0,0,11.2120996196306,5.12366520734894,4.24693775219587,42.4710838959572,0,0,0,319.676899123803,0,204066.962767696,0,0,36343.6280450618,16608.1812363927,13766.2999110441,137668.530474321,0,0,0
0,36.2311725575815,15.3675563361266,12.5055562303487,148.209162205315,0,0,0,0,10.9711594522966,4.8301555690152,3.96701001442064,43.2303347595269,0,0,0,319.537124970985,0,203888.411344475,0,0,35562.6289351922,15656.7800283116,12858.9239577136,140129.615548228,0,0,0
0,35.4987524060558,14.5059557584381,11.6957928694358,150.468745762156,0,0,0,0,10.7384844104596,4.55475913400498,3.70649667521247,43.9274156887871,0,0,0,319.355735136681,0,203656.815394244,0,0,34808.420940011,14764.0921341171,12014.4790970577,142389.178958195,0,0,0
0,34.7974181072345,13.6989228952146,10.9431942123131,152.566230295214,0,0,0,0,10.5142578733484,4.2964709801346,3.46413814367009,44.5668393279288,0,0,0,319.138832878575,0,203380.050469319,0,0,34081.5984768631,13926.8601337631,11228.882409306,144461.848282265,0,0,0
0,34.1264545810045,12.9428705780676,10.2435874839923,154.514271120488,0,0,0,0,10.2985905709321,4.05431224023059,3.2387309996248,45.1532678636949,0,0,0,318.892929070438,0,203066.507493176,0,0,33382.5204730628,13141.9110636066,10498.2330501496,146362.735835427,0,0,0
0,33.4849802129412,12.2343876860222,9.5930589666618,156.32488514898,0,0,0,0,10.0915055497082,3.82732551246113,3.02912274986718,45.6912868232569,0,0,0,318.624311587148,0,202724.279557181,0,0,32711.2616330247,12406.1415391568,9818.79525323331,148106.705443353,0,0,0
