"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","stock.s_6","stock.s_7","stock.s_8","stock_g.sg_1","stock_g.sg_2","stock_g.sg_3","stock_g.sg_4","stock_g.sg_5","stock_g.sg_6","stock_g.sg_7","stock_g.sg_8","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","harvest.s_5","harvest.s_6","harvest.s_7","harvest.s_8","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","rev_per_sp.s_5","rev_per_sp.s_6","rev_per_sp.s_7","rev_per_sp.s_8"
3.455820206,164.47463508,182.88012728,187.14121916,123.06039156,47.66836826,16.325071152,54.54020946,3.455820206,164.47463508,182.88012728,187.14121916,123.06039156,47.66836826,16.325071152,54.54020946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,198.384083566901,214.077892023592,217.620216443834,160.404318519439,60.4158290003688,0,0,5.85581429408647,202.488125766659,218.641196021738,222.289845048713,163.474974610789,65.1735946495029,23.0030039738337,73.711610999019,5.85581429408647,4.10404219975767,4.56330399814603,4.66962860487982,3.07065609134983,4.75776564913415,23.0030039738337,73.711610999019,26.8860501587351,0,715378.919207636,0,28205.5897602129,13303.1089848758,14791.7900118183,15136.4374989316,9953.42413967431,7458.97029675955,108442.465119945,137631.242450186
0,200.858434145704,209.896634675271,211.839281043847,175.925335416989,31.1585958554511,0,0,0,241.871511356069,254.154182744318,256.829154117699,209.086638390648,81.1190230733275,0,0,0,41.0130772103654,44.2575480690465,44.9898730738522,33.1613029736596,49.9604272178764,0,0,222.756121850397,0,607828.570105818,0,0,132942.452679174,143459.29128133,145833.097123739,107491.201782868,78325.2833605572,0,0
0,198.286288364092,200.908267581592,201.348382995379,186.832269155532,14.7831247514283,0,0,0,244.713665236221,249.424777250245,250.313925215075,227.496490618273,43.5917030730093,0,0,0,46.4273768721292,48.5165096686525,48.9655422196965,40.664221462741,28.808578321581,0,0,249.05667882243,0,643204.510202929,0,0,150492.715315721,157264.566072438,158720.089352547,131811.649200476,45164.5469405685,0,0
0,191.776355293167,188.582756962294,187.69303515294,193.14567512396,6.24248462603353,0,0,0,241.759090881011,239.2264242516,238.447643912466,240.241155025882,21.1482216322349,0,0,0,49.9827355878442,50.6436672893064,50.7546087595256,47.0954799019224,14.9057370062014,0,0,271.607311343338,0,666451.402189553,0,0,162017.286012942,164159.672964185,164519.285852511,152658.348111943,23368.4165593149,0,0
0,182.208406780319,173.986197778956,171.975534396739,195.122043446727,2.25560532419913,0,0,0,234.260485805816,225.171468002918,222.919315674578,247.545784265122,9.03296252330703,0,0,0,52.0520790254967,51.1852702239624,50.9437812778387,52.4237408183943,6.7773571991079,0,0,292.453712036098,0,680035.175400505,0,0,168724.990256298,165915.259899106,165132.481942018,169929.719197066,10625.1778180531,0,0
0,170.093413886712,157.725563961742,154.819827741327,192.966749807232,0.652254919258143,0,0,0,223.185398985741,208.421757310569,204.930152895519,249.821517412194,3.28121225704774,0,0,0,53.0919850990282,50.6961933488275,50.110325154192,56.8547676049627,2.62895733778959,0,0,313.960253738844,0,686956.922436907,0,0,172095.809355342,164329.934345609,162430.86312152,184292.737284704,4121.53858347128,0,0
0,155.554394221145,140.004211766759,136.443465305529,186.627629396518,0.12998590096354,0,0,0,209.069775764793,189.628377345688,185.153418047244,247.33949945193,0.950844526058152,0,0,0,53.5153815436476,49.6241655789294,48.7099527417159,60.7118700554125,0.820858625094612,0,0,339.004330958636,0,689958.126627964,0,0,173468.234094764,160854.993893338,157891.605015528,196795.399744252,1286.89821104027,0,0
0,138.383804105341,120.735070430873,116.782164320378,175.684603703242,0.0104296135579858,0,0,0,191.99369246151,168.985781700006,163.805708583353,240.003496308102,0.189621665220393,0,0,0,53.6098883561694,48.2507112691335,47.0235442629749,64.3188926048599,0.179192051662407,0,0,371.344278725012,0,690999.755907243,0,0,173774.574616035,156402.989873973,152425.171023442,208487.436966251,280.927706266604,0,0
0,118.105496986466,99.6466023966643,95.6036057482544,159.254536848119,0,0,0,0,171.635554779145,146.34972159151,140.777649384642,227.213407109842,0.0152169800008931,0,0,0,53.5300577926795,46.7031191948454,45.1740436363879,67.958870261723,0.0152169800008931,0,0,416.79890136911,0,691227.208454562,0,0,173515.806641745,151386.524392795,146430.079548862,220286.297014356,23.8563666652438,0,0
