"stock.s_1","stock.s_2","stock.s_3","stock.s_4","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4"
25.1622,104.54216,152.61434,142.09882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.7391143526301,109.570526259276,159.881789553711,152.26798289044,8.53422135665472,8.15817735041518,31.8357723165488,29.6422058370809,12.1262089448737,0,162237.79071515,0,20469.3299239364,14275.26030953,66027.3917845223,61477.9349061059
17.4629241030566,114.942579548919,168.053041853795,163.397287522672,6.81356714101681,8.28255752856463,32.3063644612519,30.7678877298634,11.7461106486317,0,161639.495710511,0,16342.3407877288,14492.9019890577,67003.3998926364,63812.5991517367
15.0247853573201,120.736495435101,177.41286508704,175.753674539389,5.50958394913625,8.34390128890178,32.6101630374089,31.7067285852546,11.2800647420981,0,161196.932176999,0,13214.7371020033,14600.2419143332,67633.4781395861,65759.7550858181
13.2098743160258,127.024418510515,188.219104974728,189.580949721185,4.51699352325601,8.35153175932624,32.8043211460968,32.4975304320131,10.7485763430295,0,160872.894349973,0,10834.0089655295,14613.5937877866,68036.1620570048,67399.8781159952
11.8667480759173,133.871547524764,200.702019631489,205.08967147873,3.75773081781771,8.31381921288362,32.9302811664112,33.1685456635878,10.1703695791985,0,160639.31783927,0,9012.91736653577,14547.6039968959,68297.4031391368,68791.5637062811
10.8875990323091,141.334394993127,215.057726299048,222.441596731079,3.17411983773205,8.2388436343434,33.0177970273613,33.7396163612422,9.56315843142693,0,160474.849620143,0,7613.12643080033,14416.4109798104,68478.9110347474,69975.9643332163
10.1951684384987,149.458481610696,231.435942845292,241.72925547478,2.7235955260811,8.13475987727012,33.0879832840591,34.2240381732797,8.94376228831243,0,160363.016790384,0,6532.54386930551,14234.284180846,68624.4773311386,70980.655171382
9.73387996124401,158.275742456317,249.922840358986,262.952582890634,2.37473493539667,8.00991083788063,33.1555546379481,34.6301764494815,8.32780389982508,0,160290.90229721,0,5695.80174254892,14015.8220832319,68764.6203191044,71822.9859562246
9.46372288303462,167.801932615269,270.520779812889,285.996225948008,2.10431705482887,7.87274034909067,33.230424620771,34.9628948359944,7.72920707680896,0,160248.219592504,0,5047.20445600705,13775.7997902423,68919.9006634791,72513.0438898524
9.3559665841993,178.034318845891,293.127957465512,310.612814803039,1.89516077234309,7.73156447627789,33.3188058826037,35.2248457294479,7.15968305938623,0,160226.685709036,0,4545.5431124649,13528.7688362358,69103.2034005201,73056.330042875
9.39011629847022,188.94992807615,317.522280971238,336.418456037223,1.73453950310712,7.59426312310057,33.4239312151122,35.4176430193652,6.62834777899661,0,160219.607168162,0,4160.29299820243,13288.5175554326,69321.2333401428,73456.1916221634
9.55172245870537,200.504591610877,343.354648931358,362.906073147298,1.61301830501912,7.46795058680806,33.5465053142023,35.5429026546667,6.14155122902957,0,160221.609597096,0,3868.82440458836,13067.4946163026,69575.4520216557,73715.9801057788
9.83078425078459,212.63297523574,370.156560123123,389.479318696158,1.52359859977228,7.35867415352063,33.6850003365565,35.6031037708448,5.7029376575756,0,160228.457843218,0,3654.3512415538,12876.2816205719,69862.6906980181,73840.8372207321
10.2205712352313,225.249718979655,397.365082311231,415.504767423622,1.46108626739056,7.27117655033386,33.8359129054504,35.6022011375238,5.31370509479893,0,160236.92767191,0,3504.41541233625,12723.1774395397,70175.6833659041,73838.9651592243
10.7167418144161,238.251725883907,424.364607536084,440.374365462756,1.42162205402231,7.20874429051345,33.9940914424201,35.5459190737276,4.97300317703775,0,160244.702150869,0,3409.76049657252,12613.9328469833,70503.7456515793,73722.236158911
11.3166739376732,251.52153934757,450.540286285319,463.566003559527,1.40233044244207,7.17315192890304,34.1532080878462,35.4416864015312,4.67839996957991,0,160250.27531391,0,3363.48956619729,12551.6529767138,70833.753574193,73506.0575967757
12.0189479873335,264.931641145745,475.334128769443,484.68974480572,1.40105572569591,7.16470261099014,34.3063876761268,35.2982308479173,4.42635620621513,0,160252.852896479,0,3360.43215808163,12536.8682757367,71151.448040287,73208.5307785805
12.8229383521965,278.34940028262,498.293215849102,503.511202647689,1.41616305532386,7.18235743613853,34.4469326695083,35.1249236997709,4.21266145139452,0,160252.245401958,0,3396.66708819428,12567.7608653296,71442.9383565602,72849.0917533249
13.7284815702752,291.642323172353,519.101203448471,519.95020418853,1.44638852918214,7.2239392389581,34.5690259741302,34.9310231184534,4.032804495655,0,160248.753020487,0,3469.16288724336,12640.5211197213,71696.159870346,72446.9419476723
14.7355970891578,304.683214153256,537.588791402568,534.059299130062,1.49072661820201,7.28639029098025,34.6682796320585,34.7249803194556,3.8822657025521,0,160243.045262555,0,3575.50779375752,12749.7985950602,71902.0119568893,72019.6091825509
15.8442430249397,317.354862163618,553.724250001498,545.990461642217,1.54834600645243,7.36605892026297,34.7420338620017,34.5139380720445,3.75673044185169,0,160236.040516512,0,3713.70789647616,12889.2035592654,72054.9782297915,71581.9075614204
17.0540946703483,329.553925269152,567.589377796374,555.958734918301,1.61852677124433,7.45898834468632,34.7893800501318,34.3034816946641,3.65223022363716,0,160228.791884728,0,3882.03646082952,13051.8123954156,72153.1742239733,71145.4210347334
18.3643383535447,341.193780231623,579.348145265248,564.20946716971,1.70061320129335,7.56118293186099,34.8109511442911,34.0976295832408,3.56522243330255,0,160222.38547577,0,4078.92076330211,13230.6335059997,72197.9126732598,70718.4837556414
