"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock_g.sg_1","stock_g.sg_2","stock_g.sg_3","stock_g.sg_4","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4"
409.1663008,879.1406916,462.146366,381.62581228,409.1663008,879.1406916,462.146366,381.62581228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452.552742267193,923.686796778542,482.58371214437,428.781119443226,457.63142686965,1128.30668645588,505.528861434473,433.517963931486,5.07868460245657,204.619889677334,22.9451492901036,4.7368444882605,1.78748095377523,0,150036.806475239,0,4985.89830139363,107393.071336826,33009.3207971444,4650.303520829
497.031530669799,972.406690101433,503.788466950814,477.226631730228,502.367603536698,1176.63472813815,526.549143676017,482.282412158908,5.3360728668991,204.228038036713,22.760676725203,5.0557804286793,1.69801916728466,0,150131.645040633,0,5238.58414643743,107187.411216194,32743.9351160104,4963.41258115897
541.916695881196,1024.56959508247,525.700150957432,525.943284521642,547.475871691897,1228.51432413578,548.239151280006,531.280947393376,5.55917581070156,203.944729053312,22.5390003225731,5.33766287173392,1.6107068522324,0,150159.891568028,0,5457.61105509849,107038.718819219,32425.0272982817,5240.14510228047
586.47490726372,1079.17482139684,548.22327061834,573.851503091681,592.222156247198,1282.92923420186,570.524332487207,579.429347491583,5.74724898347766,203.754412805022,22.3010618688669,5.57784439990124,1.52727596914337,0,150138.216962364,0,5642.24817791342,106938.832896783,32082.7245898068,5475.93857382944
629.971650565347,1135.00174195678,571.228783851944,619.904482388576,635.87334283273,1338.63889086103,593.295847686858,625.679145441465,5.90169226738319,203.637148904258,22.0670638349141,5.77466305288915,1.44916275169089,0,150084.96060073,0,5793.86982154015,106877.287899961,31746.090642867,5669.16139911383
671.719873572917,1190.69930183004,594.558254398727,663.180723395941,677.745490736011,1394.2699390394,616.413242400822,669.110049081005,6.02561716309392,203.570637209358,21.8549880020949,5.92932568506429,1.37743326464988,0,150018.525757249,0,5915.53064031312,106842.379782249,31440.9943843793,5820.99838357199
711.124355219611,1244.90457983129,618.030357869395,702.958619265741,717.247601814935,1448.43706238807,639.709791145425,709.004024897435,6.12324659532382,203.532482556787,21.6794332760305,6.04540563169413,1.31275472398556,0,149955.813929601,0,6011.37640716495,106822.354625692,31188.4380729408,5934.95757852724
747.715649983715,1296.37022392955,641.4491350121,738.760219467738,753.914923367835,1499.87255077838,663.000014793515,744.888307511082,6.19927338411932,203.50232684882,21.5508797814152,6.12808804334311,1.25540910343261,0,149910.914461042,0,6086.01420549025,106806.527649625,31003.4986118941,6016.12940313639
781.169509921486,1344.07603886736,664.613205991192,770.359423424286,787.427803025707,1547.53955928866,686.088623334074,776.542760615728,6.25829310422066,203.463520421307,21.4754173428817,6.18333719144194,1.20533971436089,0,149894.216824546,0,6143.95565002485,106786.160414334,30894.936936823,6070.36916307859
811.310575387802,1387.30332400792,687.325085707755,797.758548534465,817.614965872993,1590.70744087566,708.779998206358,803.975696743055,6.3043904851912,203.404116867735,21.454912498603,6.21714820858994,1.16221869945002,0,149912.032316777,0,6189.21084334175,106754.982946315,30865.4382844441,6103.56246137577
838.101981396052,1425.66086246144,709.399781376048,821.143347978448,844.442891566461,1628.97799185729,730.88731744295,827.378340405996,6.34091017040844,203.317129395849,21.4875360669018,6.23499242754789,1.12552332953783,0,149966.717915327,0,6225.06332301807,106709.32828494,30912.3711597943,6121.0806709037
861.624588012983,1459.06448222585,730.671998761017,840.828604291934,867.99498588299,1662.26461917735,752.24053639093,847.070099898732,6.37039787000705,203.200136951496,21.5685376299131,6.24149560679825,1.09461079741595,0,150057.210000292,0,6254.01228969925,106647.92575979,31028.9015229096,6127.46503869105
882.050430090325,1487.68262157236,751.001503355676,857.204841989168,888.445098034257,1690.73705600852,772.692641406167,863.445169617941,6.3946679439326,203.054434436159,21.691138050491,6.2403276287726,1.0687840195169,0,150179.820340364,0,6277.83895542714,106571.454989289,31205.2767803356,6126.31839933263
899.61475338217,1511.86502863217,770.276434916939,870.69312537856,906.029695818088,1714.74899005827,792.123852715625,876.927371777134,6.41494243591861,202.883961426103,21.8474177986862,6.23424639857396,1.04734408714285,0,150329.131341052,0,6297.74303750102,106481.983627737,31430.1037482079,6120.34827169307
914.59002375869,1532.07049697045,788.414613187805,881.711068161546,921.022035639682,1734.76471902393,810.443717560164,887.936297912479,6.43201188099206,202.694222053481,22.0291043723595,6.22522975093307,1.029627910204,0,150498.849280151,0,6314.5006280701,106382.400473765,31691.48145027,6111.49635595583
927.264017735829,1548.80463802548,805.363063517032,890.650193767174,933.710400685657,1751.29598520969,827.591262040363,896.864833167146,6.44638294982802,202.491347184211,22.2281985233308,6.21463939997108,1.01503187173512,0,150682.518877856,0,6328.60914106257,106275.923262081,31977.9020185196,6101.09948806467
937.92289794655,1562.57292529772,821.096114224919,897.863015360898,944.381292749868,1764.85430253925,843.533530754387,904.066394843956,6.4583948033184,202.281377241521,22.4374165294686,6.20337948305808,1.00302375861793,0,150874.053017648,0,6340.40154098544,106165.722259288,32278.8869541078,6090.04528702545
946.839258953302,1573.84958752294,835.612471168101,903.657503009083,953.307558694636,1775.91936913574,858.262927458085,909.84953342302,6.46829974133411,202.069781612802,22.6504562899839,6.19203041393636,0.99314585866523,0,151068.073900476,0,6350.12551825389,106054.668028512,32585.3699370025,6078.90356256613
954.264557105745,1583.06012018389,848.931670134383,908.29661621203,960.74086936905,1784.92130923881,871.793784705816,914.477568378119,6.47631226330484,201.86118905492,22.8621145714328,6.18095216608862,0.985012090881355,0,151260.089786022,0,6357.99165344654,105945.189934841,32889.8654982815,6068.02771154365
960.425072061792,1590.57405956102,861.090261924356,912.000953754312,966.907706411562,1792.23334296561,884.15855328309,918.171312697428,6.48263434977005,201.659283404582,23.0682913587338,6.17035894311594,0.978301613984513,0,151446.54464882,0,6364.19823696876,105839.221409767,33186.4752795862,6057.62802411273
965.520501733188,1596.70466626104,872.138016430952,914.953059837894,972.007966842046,1798.17148110237,895.403933950495,921.113430426747,6.48746510885761,201.466814841331,23.2659175195431,6.16037058885245,0.972750771499705,0,151624.779975323,0,6368.94073929258,105738.205862471,33470.7839697404,6047.82215459054
969.724377991318,1601.71273434882,882.134355987637,917.302384471952,976.215379519951,1802.99841693819,905.587193208799,923.453431186522,6.49100152863294,201.28568258937,23.4528372211621,6.15104671456923,0.968144648286398,0,151792.943262796,0,6372.4125495606,105643.140085205,33739.6901475142,6038.6686251651
973.185636402804,1605.81247792516,891.145155672413,919.170267126791,979.679071532802,1806.92953246992,914.772825282886,925.31267590123,6.49343512999787,201.117054544761,23.627669610473,6.1424087744387,0.964309022863745,0,151949.870209093,0,6374.80168963553,105554.637038641,33991.2072917929,6030.18849804646
976.030832022294,1609.17812838426,899.239985720788,920.654584373657,982.525779530734,1810.13962766523,923.029652872589,926.789038493196,6.49494750843932,200.96149928097,23.7896671518012,6.13445411953827,0.961103132547578,0,152094.959624552,0,6376.28643730004,105472.9951339,34224.2599837776,6022.37917270717
978.366638147195,1611.95041364676,906.48982163879,921.833886589421,984.86234452783,1812.76952856186,930.428403498027,927.961051492282,6.49570638063556,200.819114915096,23.9385818592367,6.12716490286113,0.958413420492434,0,152228.05349311,0,6377.03144509052,105398.265866938,34438.4914663016,6015.22312820078
980.282384331716,1614.24247426872,912.965211467082,922.770965509214,986.778247146806,1814.93211999781,937.039757229591,928.891479263573,6.4958628150896,200.689645729091,24.0745457625083,6.12051375435887,0.956148277895409,0,152349.329073804,0,6377.1850215261,105330.315026232,34634.0916798012,6008.69349452286
981.852481541059,1616.14502288079,918.734865635755,923.515862862615,988.348031320382,1816.71760525412,942.932834081002,929.630330323403,6.49554977932327,200.572582373328,24.1979684452468,6.11446746078732,0.954233709751861,0,152459.206279118,0,6376.87770484514,105268.875283809,34811.6498589461,6002.75766522692
983.138648680464,1617.73070593376,923.864620916886,924.10836650264,989.633530534702,1818.19795057416,948.174073060457,930.217355920676,6.49488185423833,200.467244640402,24.3094521435708,6.10898941803696,0.952609813059098,0,152558.27110799,0,6376.22198258494,105213.58963839,34972.0323918771,5997.37970495139
984.191900409158,1619.05771116876,928.416723841589,924.580056217389,990.685856256533,1819.43055864257,952.826447264607,930.684097532734,6.49395584737545,200.372847473818,24.4097234230183,6.1040413153454,0.951227943995036,0,152647.214257425,0,6375.31289363649,105164.046059508,35116.2845293627,5992.52200286194
985.054285972454,1620.17270447657,932.449378353858,924.955965048856,991.54713799807,1820.46125649853,956.948958037272,931.05554937622,6.49285202561538,200.288552021959,24.4995796834145,6.09958432736437,0.950048455633805,0,152726.783341382,0,6374.22923842468,105119.804282772,35245.553425701,5988.14644293976
