"stock.s_1","stock.s_2","harvest.s_1","harvest.s_2","effort.t_1","effort.t_2","effort.t_3","profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","rev_per_sp.s_1","rev_per_sp.s_2"
1631.3743,32.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503.62250413642,42.1597614635607,519.281627863576,1.15637213643934,88.3374179887047,0,0,1347168.47418154,0,0,1345043.27249224,2213.53910729355
1352.73362039285,53.2046107935822,518.82314318864,1.61485681136154,95.7581800336612,0,0,1346851.12236406,0,0,1343855.70548721,3091.17505687638
1173.07699990911,65.465795417827,518.175600494633,2.26239950536455,106.306552741358,3.28726404761374e-18,0,1346402.84160562,1.03719892390219e-16,0,1342178.4404012,4330.70775716388
957.154706623699,78.1478339530359,517.233722556366,3.20427744363055,122.364565464288,0,0,1345750.08352541,0,0,1339738.7881655,6133.65992537203
694.842953601473,89.9871137321678,515.763440294895,4.67455970510342,149.542203175864,0,0,1344729.00978177,0,0,1335930.46305184,8948.08893310603
372.476750094183,98.9931402971467,513.062034195737,7.37596580426313,204.917279217792,0,0,1342847.51119676,0,0,1328933.2809738,14119.1475021785
0,99.8964556405862,505.523702349998,14.9142976500019,376.649776066144,-1.08258089379657e-18,0,1337579.94175551,-6.44857943772651e-17,0,1309407.49382697,28549.09770461
0,113.127564089179,0,2.50776873229217,38.2445588703533,30.5596972109445,1.91222794351766,2887.04800750548,1837.23049003827,5.40100347242193,0,4800.39598504099
0,124.03480933109,0,3.21606039313469,43.3099828910293,34.6072749289059,2.16549914455146,3708.19925315147,2360.71968108085,7.21327394555478,0,6156.21496514236
0,132.309337812837,0,3.86611252956698,47.4857344739333,37.9439509887411,2.37428672369666,4462.30422258386,2841.54288228324,8.90018816894782,0,7400.55126522242
0,138.154368316466,0,4.39914539241441,50.6535715069421,40.4752428483372,2.53267857534711,5080.91504131086,3236.01532441541,10.2962429566974,0,8420.88810161359
0,142.05847474022,0,4.79641295039924,52.8912946750124,42.2633179230154,2.64456473375062,5542.08681012297,3530.11276580073,11.3428805282443,0,9181.34163378372
0,144.562513283309,0,5.07132704624609,54.3859505864955,43.4576376756451,2.71929752932477,5861.27729180696,3733.67490701964,12.0698605766589,0,9707.58494519473
0,146.124868791241,0,5.25168542473491,55.3446017104084,44.223657442719,2.76723008552042,6070.70527525708,3867.24009777919,12.5478946068983,0,10052.8287568818
0,147.082374183424,0,5.36581372977576,55.9427370177762,44.7016034414243,2.79713685088881,6203.23691306237,3951.76509702729,12.8508122743116,0,10271.2942996741
0,147.662620242387,0,5.43636474159477,56.3093102971303,44.9945174860249,2.81546551485652,6285.16754197988,4004.01869011439,13.038226615836,0,10406.3437520081
0,148.011818051729,0,5.47934271786022,56.5314528588359,45.1720227213814,2.82657264294179,6335.07887180273,4035.85125076061,13.1524531687121,0,10488.6126239552
0,148.221084856596,0,5.50528884936631,56.66514044656,45.2788471252283,2.833257022328,6365.21114321019,4055.06914685436,13.2214336868139,0,10538.2789683455
0,148.346175721454,0,5.52086718160712,56.745256568669,45.3428647137607,2.83726282843345,6383.30302951948,4066.60789618704,13.2628578867869,0,10568.0991677042
0,148.420835857771,0,5.53018976173275,56.7931466055528,45.381131726633,2.83965733027764,6394.12985611407,4073.5131018534,13.2876501765214,0,10585.9445438065
0,148.465355939077,0,5.53575766556895,56.8217296414608,45.4039712873057,2.84108648207304,6400.59618925308,4077.63724602966,13.3024583151633,0,10596.6026810087
0,148.491888958085,0,5.53907915803558,56.8387737984282,45.417590591372,2.84193868992141,6404.45364001935,4080.0974796596,13.311292344623,0,10602.9607151033
0,148.50769693738,0,5.54105917046891,56.8489317524912,45.4257074061456,2.84244658762456,6406.75315104631,4081.56407929136,13.3165586193724,0,10606.7508747033
0,148.517113274245,0,5.54223900071674,56.8549837109005,45.4305432840322,2.84274918554503,6408.12336182262,4082.43798288061,13.3196966782888,0,10609.009317562
0,148.522721655489,0,5.54294184972735,56.8585886801385,45.4334238707515,2.84292943400693,6408.93962471422,4082.95858536799,13.321566099479,0,10610.3547181666
0,148.526061784433,0,5.54336048859502,56.8607358040306,45.4351395515687,2.84303679020153,6409.42581654751,4083.26867258948,13.3226795906773,0,10611.1560808735
0,148.528050951069,0,5.54360982077541,56.8620145456759,45.4361613428677,2.84310072728379,6409.71538183963,4083.45335380735,13.3233427636795,0,10611.6333550265
0,148.529235542305,0,5.54375830969926,56.8627760822091,45.43676985625,2.84313880411045,6409.88783146868,4083.5633400834,13.3237377147668,0,10611.9175940094
0,148.529940981461,0,5.54384673897114,56.8632295934873,45.4371322389719,2.84316147967436,6409.99053000981,4083.62883996468,13.3239729193339,0,10612.086866206
0,148.530361075824,0,5.54389940006287,56.8634996652244,45.4373480424942,2.84317498326122,6410.05168868873,4083.66784622701,13.3241129876237,0,10612.1876705943
