"stock.s_1","stock.s_2","harvest.s_1","harvest.s_2","effort.t_1","effort.t_2","effort.t_3","profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","rev_per_sp.s_1","rev_per_sp.s_2"
1631.3743,32.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1839.62826334226,42.9080022577273,183.275868657739,0.408131342272721,31.1779122313086,0,0,475471.226181735,0,0,474721.154997275,781.249096691866
2083.83908662119,55.2386593459404,183.209635823437,0.474364176565299,27.6384445561009,0,0,475429.992915733,0,0,474549.598709866,908.032650423061
2366.13798820676,69.5008096776405,183.145073496651,0.53892650333452,24.3908211077052,0,0,475389.597051865,0,0,474382.369371024,1031.61850194797
2686.9822113557,85.0760509631005,183.087015997187,0.596984002809586,21.4739945325286,0,0,475353.267589399,0,0,474231.988835913,1142.75274801814
3044.49789382284,100.953498678076,183.040652765277,0.643347234719902,18.9050628066568,0,0,475324.495439986,0,0,474111.898792619,1231.50171017318
3433.93535460449,115.921464448714,183.010346313576,0.673653686428972,16.6822768712836,6.64221393520694e-18,0,475306.231367653,4.03621584831026e-16,0,474033.399021425,1289.5146230992
3847.4252713706,128.90718180359,182.99823707619,0.685762923853887,14.7893862261653,0,0,475299.938534992,0,0,474002.033674748,1312.69424647035
4274.22454795087,139.291440416372,183.003353961658,0.68064603833305,13.2003125972089,0,0,475304.986571926,0,0,474015.287431486,1302.89945303751
4701.55816204832,147.009933343424,183.021897086281,0.662102913713873,11.8834099161927,9.18563364490239e-18,0,475318.83844143,7.73635447683968e-16,0,474063.317832886,1267.40401846023
5115.99436283224,152.414536907959,183.048630004983,0.635369995017755,10.8048820336088,-9.69989590302896e-18,0,475337.988155036,-8.6275446379285e-16,0,474132.561438907,1216.23159816294
5505.087779829,156.034777020852,183.078534902285,0.605465097722193,9.93122293327937,-1.006109459991e-17,0,475359.077225676,-9.28150047607731e-16,0,474210.021103899,1158.9873447108
5858.8880412511,158.388310377515,183.107871285259,0.576128714765311,9.23077415441046,0,0,475379.608776014,0,0,474286.008203078,1102.83134709091
6170.92978844658,159.891070801407,183.134417052914,0.54958294690959,8.67461344842416,-1.04625848821588e-17,0,475398.109609812,-1.00342798405457e-15,0,474354.767050457,1052.01717280381
6438.50080338599,160.842100852341,183.157191307687,0.526808692297161,8.23699362410744,-1.05644314651424e-17,0,475413.942398428,-1.02290897090313e-15,0,474413.75692517,1008.42246688215
6662.23560211194,161.442621350851,183.176028936256,0.507971063862671,7.89549286490927,1.06293095816297e-17,0,475427.017947983,1.03537568002495e-15,0,474462.550150691,972.363290156563
6845.27363984119,161.822802402332,183.19121417589,0.492785824065707,7.63097470702568,0,0,475437.547535967,0,0,474501.882958389,943.295552284817
6992.27959330825,162.064970213092,183.203229976026,0.480770024041918,7.42741469225399,0,0,475445.873656932,0,0,474533.006283903,920.294787721279
7108.56240547203,162.220579173037,183.21260922514,0.471390774793204,7.27163270035149,-2.1427805654958e-17,0,475452.369717273,-2.10326337632384e-15,0,474557.300414957,902.340935016899
7199.41713550016,162.321636000342,183.219856730136,0.464143270001458,7.15296530760081,-1.07249112149403e-17,0,475457.38762596,-1.05373329934403e-15,0,474576.072902398,888.467688869491
7269.71220442547,162.388052249145,183.225414690484,0.458585309563231,7.06291103365704,1.07321402453644e-17,0,475461.234805677,1.05510712001033e-15,0,474590.469131291,877.828585419031
7323.68352119023,162.43225984125,183.229652686861,0.454347313143307,6.99477743051906,1.07369461788371e-17,0,475464.167782369,1.05601590381281e-15,0,474601.446389507,869.71617029205
7364.87511576327,162.462069656646,183.23287026484,0.45112973516631,6.94335188722999,1.07401822894623e-17,0,475466.394258455,1.05662468072592e-15,0,474609.78055999,863.557050352702
7396.16891515408,162.482430598503,183.235305133137,0.448694867175605,6.90460961324536,1.07423893313535e-17,0,475468.078947934,1.05703773532332e-15,0,474616.087355851,858.896201696215
7419.85981344292,162.496510072437,183.237143119489,0.446856880338794,6.87546460704705,0,0,475469.350552408,0,0,474620.848108102,855.377908913323
7437.74705028263,162.50635859837,183.238527926451,0.445472073473706,6.85356370538552,-1.07449776781496e-17,0,475470.308569152,-1.05751883921124e-15,0,474624.435035093,852.727097764103
7451.22502426826,162.51332021427,183.239569793437,0.444430206786857,6.8371202613255,1.07457291391785e-17,0,475471.029304832,1.05765754732556e-15,0,474627.13367896,850.73274613347
7461.36508742276,162.518287408037,183.240352790231,0.443647209863877,6.82478225906252,1.0746264699199e-17,0,475471.570940592,1.0577560319255e-15,0,474629.161797257,849.233925593532
7468.98508882262,162.521860691988,183.240940747468,0.443059252465544,6.81552918646546,1.07466495822374e-17,0,475471.977646568,1.05782657577818e-15,0,474630.684724092,848.108451662069
7474.70635072717,162.524449411371,183.241381967709,0.442618032298319,6.80859224743266,0,0,475472.282844117,0,0,474631.827572759,847.263863605765
7478.99919099073,162.526336103532,183.241712910939,0.442287088861045,6.80339312735582,-1.07471310725089e-17,0,475472.511757156,-1.05791448795688e-15,0,474632.684781915,846.6303683687
