"stock.s_1","stock.s_2","harvest.s_1","harvest.s_2","effort.t_1","effort.t_2","effort.t_3","profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","rev_per_sp.s_1","rev_per_sp.s_2"
1631.3743,32.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1717.44435090378,42.6359146962121,305.459781096224,0.680218903787852,51.9631870521796,0,0,792452.043636206,0,0,791201.924995438,1302.08182781974
1818.89567582841,54.5470712285945,305.298656864523,0.841343135480067,49.3330060745016,-5.50795332946987e-18,0,792345.75544778,-1.38171543786835e-16,0,790784.581010488,1610.5074433673
1937.76182644978,68.240323347939,305.124229272101,1.01577072788307,46.5547785153396,0,0,792230.622367101,0,0,790332.778660595,1944.39848502105
2076.04098923709,83.1397550353173,304.947875418834,1.19212458116261,43.6737592480435,-4.42567893929051e-18,0,792114.289945124,-1.80352185655476e-16,0,789875.986909865,2281.97679450728
2235.55355385312,98.3275548889971,304.785054475325,1.35494552467079,40.743009288854,-5.40222457652232e-18,0,792007.155365479,-2.69393731840576e-16,0,789454.248101988,2593.65027278007
2417.75766630597,112.713123895577,304.652522888392,1.48747711159732,37.8194371170052,0,0,791920.488910187,0,0,789110.964785513,2847.34356179071
2623.52867670179,125.324022855595,304.563857667871,1.57614233213299,34.9591573203402,0,0,791863.412387591,0,0,788881.304131318,3017.06741359228
2852.91716219632,135.576616177695,304.525169082899,1.61483091709078,32.2131160550015,8.18619931290844e-18,0,791840.005332275,6.19504371163944e-16,0,788781.092958526,3091.12548980434
3104.91110867421,143.372213333783,304.533480409698,1.60651959031627,29.6238325532972,0,0,791848.212989627,0,0,788802.620957201,3075.21586497931
3377.24059277176,148.990773181809,304.578756014214,1.56124398582923,27.2236151888532,0,0,791881.219062942,0,0,788919.893828017,2988.54885011417
3666.274687685,152.89062566375,304.648060740108,1.49193925992427,25.0340881529573,0,0,791930.257891613,0,0,789099.406929027,2855.88505073964
3967.06285647106,155.538921743189,304.729329886912,1.41067011306502,23.0666547890171,-1.00431791909232e-17,0,791987.16245542,-9.29422745216138e-16,0,789309.910273079,2700.3188371302
4273.55867659503,157.323270356799,304.813340948324,1.32665905165141,21.3235863535473,1.02276889814632e-17,0,792045.696161256,9.63069703290686e-16,0,789527.515724348,2539.50402326164
4579.02973113376,158.530047537015,304.894030055098,1.24596994492682,19.7995176127002,0,0,792101.765259381,0,0,789736.516648715,2385.04812827836
4876.61058720804,159.356627594171,304.967945862739,1.17205413728366,18.4831543845023,1.04411769479314e-17,0,792153.047969413,1.00228027306855e-15,0,789927.973373668,2243.55775012975
5159.91130355682,159.933554093704,305.033491053873,1.10650894620691,17.3590041862713,0,0,792198.480013474,0,0,790097.748527742,2118.09048991874
5423.57030293025,160.345250897424,305.090261685928,1.04973831401192,16.4089755892763,1.0545274628178e-17,0,792237.806421366,1.02132819331662e-15,0,790244.79581889,2009.41957806475
5663.6500081975,160.64582346053,305.138563822486,1.00143617753151,15.6137486443571,-2.11534318699198e-17,0,792271.253409751,-2.05407496028797e-15,0,790369.908013003,1916.95914539259
5877.81466226882,160.869997606556,305.179089022534,0.960910977440425,14.953874254884,0,0,792299.307914038,0,0,790474.876386166,1839.38540212624
6065.2862045743,161.040294210536,305.212706684848,0.92729331519079,14.4106006245287,0,0,792322.576391341,0,0,790561.952855094,1775.03413687136
6226.62414366158,161.171586885789,305.240335611643,0.899664388376795,13.9664484715952,0,0,792341.697421681,0,0,790633.517301278,1722.14656887474
6363.40298749415,161.273942067793,305.262867583961,0.877132416101902,13.6055683425681,-1.06416267865636e-17,0,792357.289689859,-1.0387207002298e-15,0,790691.879615975,1679.01564222642
6477.86230697977,161.354369950618,305.28112476888,0.858875231298317,13.3139182357383,0,0,792369.923014621,0,0,790739.169376353,1644.06755650355
6572.5871265028,161.417899917559,305.295839054407,0.844160945368912,13.0793009452931,1.06563008022193e-17,0,792380.104341013,1.04134473140069e-15,0,790777.282318724,1615.90132323462
6650.25157073325,161.468243173181,305.307645423056,0.832354577048253,12.891299191003,1.06614147057816e-17,0,792388.273330541,1.0422588699033e-15,0,790807.863174801,1593.30145493154
6713.43611940861,161.508205494921,305.317084007134,0.822915993019541,12.7411430391444,1.06654684528657e-17,0,792394.803875238,1.04298367503734e-15,0,790832.310995279,1575.23402299794
6764.51327313961,161.539949384358,305.324607168186,0.815392831708319,12.6215387820336,1.06686854571795e-17,0,792400.009060637,1.04355911800278e-15,0,790851.797487034,1560.83311238438
6805.58849809258,161.565165300989,305.330589085984,0.809410913917357,12.5264821024473,0,0,792404.147833943,0,0,790867.291850516,1549.38246552974
6838.48122109566,161.585187489685,305.335336202551,0.804663797391261,12.4510719233971,-2.13465326630408e-17,0,792407.432247528,-2.08875831142456e-15,0,790879.587831846,1540.29548760433
6864.73201678189,161.601075396634,305.339097486507,0.800902513524325,12.3913355853774,0,0,792410.034574379,0,0,790889.330309551,1533.0956004134
