"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","stock.s_6","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","harvest.s_5","harvest.s_6","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","rev_per_sp.s_5","rev_per_sp.s_6"
149.3953312,314.63455756,388.54369392,1264.940904,118.84994368,13.838135672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181.214011068186,348.181106097846,491.464584143105,1265.08428005665,153.961049822492,26.9441171375483,27.683943240937,7.32099559683876,11.4080812998839,130.269457244001,48.8611193974314,0.321989202676346,2.05364812687912,0,451918.383159303,0,51690.3029594794,13154.8635946199,20498.8175981296,310179.749891828,55818.130630099,578.572133273346
212.841774804782,382.881231262052,597.520044174587,1277.94501139117,184.20399218718,36.0157935358304,30.2997796364459,7.3101400432606,13.0203225161176,117.557028109058,57.1126179235837,0.565697753749294,1.85303151402331,0,439275.438749005,0,56574.4834607725,13135.3575964704,23395.8024413299,279910.658632711,65244.5053899669,1016.48425926772
241.109156889206,418.079713507786,695.839385022091,1300.33458250162,204.230770829846,32.9335869401747,32.5039960598195,7.34204027619954,14.4581984533847,108.460972586614,62.409748234043,0.690630370801259,1.6924466737255,0,430649.776385611,0,60690.1043360515,13192.6781080589,25979.4758735203,258252.379810922,71295.8590077356,1240.97169599656
263.452587600059,452.994245697571,776.909519602986,1328.83394508023,214.801699531056,34.9022352248762,34.3854432994433,7.48674114774352,15.7235913375408,103.061741935251,64.6183117313519,0.589756528531496,1.58050557438401,0,426182.462920613,0,64203.0640676918,13452.6864910725,28253.2200063353,245396.472920089,73818.8852363188,1059.71470468012
279.191848435109,486.85762849644,836.460858074897,1360.91078499875,220.154045285135,33.8062244097382,35.7844388522803,7.72604490092786,16.7202976278842,100.309923436132,64.7296059691213,0.595275191796075,1.50531313579995,0,424600.43576281,0,66815.2101530869,13882.6837761658,30044.1697644568,238844.220443857,73946.0259236137,1069.63101476525
289.360499177176,518.999537103972,876.044544176437,1394.90952082163,223.242641838767,34.4964944978974,36.6230698361544,8.01912143450621,17.385190434669,99.211749810027,64.0696259293636,0.556828532441987,1.45374127008836,0,424449.834561654,0,68381.0669116558,14409.3036560729,31238.8944521857,236229.400148375,73192.0756963827,1000.54743825139
295.663983943054,548.896260280071,900.470681580994,1429.84410366274,225.343508477117,34.1025795555201,36.9628122561287,8.32464134556763,17.7310220043465,99.026913371303,63.2668806230001,0.553316378617142,1.41566622280516,0,424891.157281062,0,69015.4197733062,14958.2826442844,31860.3081746287,235789.292992429,72275.0328016257,994.236561010993
299.585992941991,576.183824947265,914.856094231304,1465.07253825427,226.929909601281,34.3526487392373,36.974354765058,8.61916611769473,17.8424124586324,99.3738945837439,62.5202546817076,0.535503371950373,1.38591721086414,0,425583.358195865,0,69036.9714640562,15487.5048178698,32060.4621308074,236615.477026423,71422.0997367095,962.228937210128
302.139069405874,600.66198766315,923.149762654875,1500.17833458071,228.222263828899,34.2125694288865,36.7974427130826,8.88648466275307,17.8045391587004,100.008451781252,61.8388466688094,0.529820992760628,1.36122915506712,0,426387.623754518,0,68706.6486670396,15967.84098937,31992.4088055603,238126.397521366,70643.6705491385,952.018451198324
