"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","stock.s_6","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","harvest.s_5","harvest.s_6","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","rev_per_sp.s_5","rev_per_sp.s_6"
149.3953312,314.63455756,388.54369392,1264.940904,118.84994368,13.838135672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173.304312999571,346.089393070237,488.205132343231,1227.86443513084,140.00072999505,26.8521202225005,35.5936413095519,9.41270862444769,14.6675330997584,167.489302169804,62.8214392248733,0.413986117724124,2.64040473454224,0,581037.921201158,0,66458.9609474834,16913.3960501191,26355.6226260007,398802.535572696,71766.1679525324,743.878457061045
195.96618264203,378.267275280525,589.8874221678,1203.36920513697,157.286014962438,35.8133271524364,38.9989890134361,9.77923914598088,17.4071686278037,153.559199862138,69.8952697380352,0.758744158273495,2.49390029370261,0,568509.825165671,0,72817.2840000985,17572.0030592691,31278.3863667646,365634.088101037,79847.1943495578,1363.36318923788
215.926473760633,410.627083697722,683.527537342229,1188.56842056312,169.898184877127,32.8133413001465,41.8704528574644,10.148412140969,19.969973079693,142.891653340177,74.5572947886057,0.960824337269844,2.36789060273441,0,559428.639259353,0,78178.7614003099,18235.3582447281,35883.4079841585,340233.99062505,85173.0142751492,1726.47462056031
232.155226408439,442.550827345657,760.66817376033,1180.70461221987,178.338520693153,34.7026907414946,44.2395498791193,10.5639222825826,22.1892508983495,135.335096440004,77.2266246445617,0.844166400825565,2.2705962472246,0,553433.725192878,0,82602.240444605,18981.9751717303,39871.1575459255,322241.354600254,88222.4123329924,1516.8556936186
244.435659549047,473.434026297904,817.682672493659,1177.71686005937,183.837146634222,33.6644481639899,46.0362959016917,11.0193978765531,23.9000589166842,130.120166378642,78.4586037013358,0.864087768090025,2.19764235352341,0,549707.246106147,0,85957.0496002122,19800.4047459739,42945.2539335116,309824.278975945,89629.8047294953,1552.65176336292
253.180884602103,502.728183127469,856.04308726743,1178.00817128436,187.418555918193,34.3110948601666,47.3211340033175,11.5086093326569,25.081712934335,126.710590577403,78.9582216241002,0.818342072597571,2.1454860191152,0,547478.761576664,0,88356.0456590075,20679.4532153857,45068.5303666981,301705.865100274,90200.5599398122,1470.4527815053
259.160600846424,529.995472063337,880.082949873238,1180.49660933448,189.816782050175,33.9475364054454,48.1572870958255,12.0070724927149,25.7993368539337,124.526231629433,79.0892022502686,0.819480222349062,2.10797865517088,0,546175.756840548,0,89917.2758022746,21575.1257766884,46358.0059099745,296504.769413769,90350.190029987,1472.49788650954
263.160520663027,554.927031637253,894.456974247428,1184.43395960696,191.470680213588,34.175208202055,48.6613527376919,12.4956875867256,26.1830735061503,123.186009281277,79.0721073750531,0.800380062889946,2.08089567822753,0,545439.452430449,0,90858.4461230189,22453.102662067,47047.5300668181,293313.615926641,90330.6611286919,1438.17741889054
265.835153801977,577.351837839517,902.835162398432,1189.34130072805,192.664967108794,34.0485623681286,48.9285540187864,12.955385033736,26.3501393968074,122.386619088079,78.9800549936641,0.797858016682698,2.06051961425692,0,545051.501849645,0,91357.3531988906,23279.1183494454,47347.7254396793,291410.217728492,90225.5020182878,1433.64563446357
