"sci_name","comm_name","year","catch_mt","value_usd","name_label"
"Acanthocybium solandri","Wahoo",1977,1.1912581094,5748.96398574238,"Wahoo
(Acanthocybium solandri)"
"Acanthocybium solandri","Wahoo",1978,2.1332820462,10462.009811549,"Wahoo
(Acanthocybium solandri)"
"Acanthocybium solandri","Wahoo",1979,2.3357730457,14110.1737272549,"Wahoo
(Acanthocybium solandri)"
"Acanthocybium solandri","Wahoo",1980,2.7215995398,16857.1983610061,"Wahoo
(Acanthocybium solandri)"
"Acanthocybium solandri","Wahoo",1981,2.8560305608,11886.5792797397,"Wahoo
(Acanthocybium solandri)"
"Acanthocybium solandri","Wahoo",1982,3.004671522,11709.8148696562,"Wahoo
(Acanthocybium solandri)"
"Acanthocybium solandri","Wahoo",1983,8.8480077121,35922.0795985911,"Wahoo
(Acanthocybium solandri)"
"Acanthocybium solandri","Wahoo",1984,9.3006978956,33651.1619789616,"Wahoo
(Acanthocybium solandri)"
"Acanthocybium solandri","Wahoo",1985,10.5984696949,39365.3448674997,"Wahoo
(Acanthocybium solandri)"
"Acanthocybium solandri","Wahoo",1986,10.8147649948,55319.0586452302,"Wahoo
(Acanthocybium solandri)"
"Acanthocybium solandri","Wahoo",1987,11.2473555946,64842.9058061519,"Wahoo
(Acanthocybium solandri)"
"Acanthocybium solandri","Wahoo",1988,12.1125367942,64068.5729584273,"Wahoo
(Acanthocybium solandri)"
"Acanthocybium solandri","Wahoo",1989,12.1125367942,50799.8218519787,"Wahoo
(Acanthocybium solandri)"
"Acanthocybium solandri","Wahoo",1990,12.1125367942,70419.7331763292,"Wahoo
(Acanthocybium solandri)"
"Acanthocybium solandri","Wahoo",1991,36.5061571451,185464.749069264,"Wahoo
(Acanthocybium solandri)"
"Caranx hippos","Crevalle jack",1950,206.3028882147,36903.4624799553,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1951,210.0941503531,52069.1044873001,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1952,213.7618693545,63968.6673556032,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1953,217.3060452191,52301.627868122,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1954,230.6240902859,55319.7712476175,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1955,224.0237675377,53858.1514027349,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1956,237.0947263308,60433.500995942,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1957,230.2473173089,55851.170412119,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1958,243.0711898283,54118.8827000012,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1959,235.9766945327,43232.6541537673,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1960,238.6560684394,40644.6896954987,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1961,237.1226865131,48055.7912572919,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1962,245.3528200223,52708.9745784161,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1963,248.4856860912,41237.715369521,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1964,251.4699908894,44794.9027111099,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1965,254.3057344169,56140.7628050349,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1966,257.0305665834,56294.9632084026,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1967,259.6115437181,52837.647124468,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1968,271.9460781598,53821.4194153733,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1969,264.3419328914,68391.4436402465,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1970,266.4913449302,56377.8163189039,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1971,266.6954592068,47330.0964413413,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1972,256.9034629559,52305.0569412345,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1973,256.8606937936,76584.5056465781,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1974,262.806135031,85046.9561635613,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1975,265.4857061316,90542.5195504944,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1976,274.6731017796,91030.8684282242,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1977,291.0902508754,97779.2529007923,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1978,284.0988402223,80513.4408596716,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1979,275.528486035,80956.3859294713,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1980,280.7347324573,106617.38054571,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1981,276.3308589886,106040.530216414,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1982,284.0682337115,106574.901887179,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1983,293.758343924,106509.372796582,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1984,279.7115825991,79292.8911756336,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1985,280.3531976414,103112.504326518,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1986,288.6240052501,113430.532871314,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1987,292.2977901829,125863.808439898,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1988,288.681874083,155857.900408012,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1989,280.3233851257,153401.814559713,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1990,279.0846630996,164141.746826365,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1991,273.0038281449,154559.64308353,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1992,266.2318047139,136277.192052531,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1993,259.3711935155,146608.685272564,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1994,252.2554160516,139033.423043061,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1995,251.2010710387,170853.906064784,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1996,264.9411693639,265051.119949134,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1997,236.1244066051,239354.824611931,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1998,228.4992702407,201389.568421068,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",1999,220.6451493276,188858.744341221,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2000,201.3017239122,167723.831417139,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2001,189.4507853264,156917.178710467,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2002,181.8956037747,153498.826074974,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2003,170.8912492621,154533.026209059,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2004,159.8136436297,145967.293657447,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2005,149.9229600572,138309.417833132,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2006,139.8969571985,125976.07679188,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2007,129.8328596645,113602.492827764,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2008,115.5148547945,104586.306272555,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2009,111.4987820905,103372.416355467,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2010,108.5380723074,176700.198792593,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2011,105.0876708153,213535.310044957,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2012,101.5112560974,195676.415960864,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2013,97.8157386892,214336.322527635,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2014,94.0088065018,217490.216912869,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2015,90.1466312078,233531.111892343,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2016,86.0926939349,246051.917061055,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2017,82.0014391454,253179.961200395,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2018,77.8341974422,81345.2256252221,"Crevalle jack
(Caranx hippos)"
"Caranx hippos","Crevalle jack",2019,72.9182217382,79789.8090542002,"Crevalle jack
(Caranx hippos)"
"Centropomus undecimalis","Common snook",1950,28.7958270964,30788.2614281895,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1951,29.3250127514,31484.8439866103,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1952,29.8369542133,36729.5856345254,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1953,30.3316514823,33840.4707948241,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1954,32.190588729,36183.5712252989,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1955,31.2693134417,34721.2166291184,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1956,33.0937623024,39187.718116344,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1957,32.1379986292,38845.1929011105,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1958,33.9279591041,43153.856229255,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1959,32.937707045,37941.3582450395,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1960,33.3116949635,43793.579083613,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1961,33.0976649942,44532.4889022515,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1962,34.2464298204,44403.5099478488,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1963,34.6837163287,45582.1724082234,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1964,35.1002666044,49656.7683683436,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1965,35.4960806476,47300.9411963111,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1966,35.8764136454,48131.4377824761,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1967,36.2366673091,50066.8987008839,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1968,37.9583258092,52636.2030663751,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1969,36.896936634,52346.0898689273,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1970,37.1969522953,49437.5021748231,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1971,37.2254426352,53035.2370241189,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1972,35.8586724779,60061.4117495303,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1973,35.8527027438,69760.5397744313,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1974,36.6825694477,73538.1705757485,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1975,37.0565848907,54526.3189320578,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1976,38.3389646909,74826.8474883836,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1977,40.6304759288,94214.7195627339,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1978,39.654612459,76100.4529869875,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1979,38.4583595152,54548.2987606901,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1980,39.1850491563,110554.424956876,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1981,38.5703550041,110731.593611161,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1982,39.6503403918,101701.10093767,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1983,41.0028892613,112129.289170429,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1984,39.0422375521,109576.841885418,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1985,39.1317943974,118608.625345564,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1986,40.2862365281,163517.402581509,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1987,40.7990246749,152206.555010973,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1988,40.2943138794,165779.148222844,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1989,39.1276331564,259383.927528882,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1990,38.9547319159,156719.950612612,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1991,38.1059669108,130983.545360777,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1992,37.1607255838,116173.235267058,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1993,36.2031191462,83781.4755469725,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1994,35.2098965149,75494.1024757671,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1995,35.0627306804,72114.850574072,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1996,36.980578264,66001.5678041965,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1997,32.9583247462,66966.6687602735,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1998,31.8940056267,95217.0979597148,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",1999,30.7977247661,83243.0162816943,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2000,28.0977628872,30793.1250853314,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2001,28.2197969555,32821.5710251817,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2002,28.8792646857,31471.9584314149,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2003,28.8890319586,33331.9050725548,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2004,28.7397309404,29251.4131101259,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2005,28.6587952219,34968.6881423083,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2006,28.4078973732,43153.6982941951,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2007,27.9916329712,37481.8322388602,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2008,26.431091309,38020.9398303153,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2009,27.0675560258,105088.703567946,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2010,27.9496552001,106001.834361976,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2011,28.7025285174,122704.229069432,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2012,29.4076047842,119335.503028365,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2013,30.0592896375,152950.701017422,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2014,30.6517613999,162578.325534276,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2015,31.1954773504,163947.130034046,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2016,31.6336550206,155255.602204838,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2017,32.0096271682,175402.41569164,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2018,32.2992784231,168420.058203105,"Common snook
(Centropomus undecimalis)"
"Centropomus undecimalis","Common snook",2019,32.1932015144,167866.935037026,"Common snook
(Centropomus undecimalis)"
"Coryphaena hippurus","Common dolphinfish",1974,0.2136183301,597.433433333753,"Common dolphinfish
(Coryphaena hippurus)"
"Coryphaena hippurus","Common dolphinfish",1976,0.3830381142,1246.41598246997,"Common dolphinfish
(Coryphaena hippurus)"
"Coryphaena hippurus","Common dolphinfish",1978,1.2691146958,5451.74234416449,"Common dolphinfish
(Coryphaena hippurus)"
"Coryphaena hippurus","Common dolphinfish",1979,1.3859510335,7451.36892681196,"Common dolphinfish
(Coryphaena hippurus)"
"Coryphaena hippurus","Common dolphinfish",1980,1.5325832161,8095.14132928917,"Common dolphinfish
(Coryphaena hippurus)"
"Coryphaena hippurus","Common dolphinfish",1981,1.849459723,9041.63129574097,"Common dolphinfish
(Coryphaena hippurus)"
"Coryphaena hippurus","Common dolphinfish",1982,2.0828848589,8868.03642031077,"Common dolphinfish
(Coryphaena hippurus)"
"Coryphaena hippurus","Common dolphinfish",1983,5.702653391,22086.7814718883,"Common dolphinfish
(Coryphaena hippurus)"
"Coryphaena hippurus","Common dolphinfish",1984,5.2792397829,24758.3728432966,"Common dolphinfish
(Coryphaena hippurus)"
"Coryphaena hippurus","Common dolphinfish",1985,3.9232042357,20312.3075429783,"Common dolphinfish
(Coryphaena hippurus)"
"Coryphaena hippurus","Common dolphinfish",1986,3.5573316337,23003.7233505113,"Common dolphinfish
(Coryphaena hippurus)"
"Epinephelus guttatus","Red hind",1950,13.3516761629,10053.6980672631,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1951,13.5970421137,11198.768832832,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1952,13.8344125006,13290.3182548332,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1953,14.0637873233,13935.3525798999,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1954,14.9257152699,12139.0689674963,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1955,14.4985502763,11303.5800110916,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1956,15.3444870951,11640.4217096794,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1957,14.9013309734,11316.8916079418,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1958,15.7312766641,13369.7589253292,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1959,15.2721294145,12961.2713053605,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1960,15.4455352888,13062.7384966776,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1961,15.3462966447,12032.9014308136,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1962,15.8789410413,11265.9609945765,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1963,16.081696386,12633.5040755863,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1964,16.2748370228,13582.7364842103,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1965,16.4583629521,14696.1495724396,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1966,16.6347108307,12906.9835860928,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1967,16.8017485837,9201.29111244856,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1968,17.6000248992,9747.26162970345,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1969,17.107893713,13479.1469313946,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1970,17.247001089,7759.7845276016,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1971,17.260211121,8135.40719748507,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1972,16.6264848359,8898.60109369648,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1973,16.6237168669,10045.7353758777,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1974,17.0084987124,12597.8616296725,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1975,17.181917349,12714.3267455924,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1976,17.7765146062,12414.7871576908,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1977,18.8390128586,17956.3655443368,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1978,18.3865371237,11224.8191125323,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1979,17.8318740519,12282.2810059751,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1980,18.1688160932,48532.1781715412,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1981,17.8838026698,47437.269444159,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1982,18.3845563071,51648.9841830846,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1983,19.0116886494,46182.2815061913,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1984,18.1025990581,40985.6600650086,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1985,18.1441236162,54864.3824317853,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1986,18.6794003918,58388.4993707236,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1987,18.9171633583,63082.0431241718,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1988,18.6831455934,66572.998782824,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1989,18.1421941857,58712.821071349,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1990,18.062025578,59128.4610408036,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1991,17.668481213,71095.0531019101,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1992,17.2302039567,52506.2035745006,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1993,16.7861934061,50728.7829275601,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1994,16.3256687999,51252.9678871028,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1995,16.2574328517,47374.6145382098,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1996,17.1466755807,56784.1997067925,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1997,15.2816891632,48559.7067522322,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1998,14.7881994582,44496.5386899972,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",1999,14.2798901471,39165.754584121,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2000,13.0280022816,35449.1160402085,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2001,11.9132852157,31943.5920067598,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2002,11.0887514581,29267.6173321079,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2003,10.0739340353,27707.630240918,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2004,9.0835165514,23295.5592971109,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2005,8.1889657567,26371.4668979806,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2006,7.3152345801,22179.052408054,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2007,6.4703724212,21806.8308861889,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2008,5.4579824154,17905.9537883303,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2009,4.963712478,15639.4468722936,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2010,4.5184939895,12933.8772686047,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2011,4.0535012572,26430.938574803,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2012,3.5862672397,20098.3121889104,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2013,3.1185232883,18428.9243308108,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2014,2.6521168114,19186.304560172,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2015,2.1901708519,14593.0105925674,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2016,1.7312362889,13129.0458689313,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2017,1.2810454048,11274.0497181306,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2018,0.8407601505,2464.27599526908,"Red hind
(Epinephelus guttatus)"
"Epinephelus guttatus","Red hind",2019,0.4090327233,1255.23494480636,"Red hind
(Epinephelus guttatus)"
"Epinephelus itajara","Atlantic goliath grouper",1950,19.0721812015,9953.33087608471,"Atlantic goliath grouper
(Epinephelus itajara)"
"Epinephelus itajara","Atlantic goliath grouper",1951,19.4226738152,10533.9954600154,"Atlantic goliath grouper
(Epinephelus itajara)"
"Epinephelus itajara","Atlantic goliath grouper",1952,19.7617451776,15028.9864466237,"Atlantic goliath grouper
(Epinephelus itajara)"
"Epinephelus itajara","Atlantic goliath grouper",1953,20.089395289,15071.8589255959,"Atlantic goliath grouper
(Epinephelus itajara)"
"Epinephelus itajara","Atlantic goliath grouper",1954,21.3206149339,12917.7724082677,"Atlantic goliath grouper
(Epinephelus itajara)"
"Epinephelus itajara","Atlantic goliath grouper",1955,20.7104317584,10607.581743599,"Atlantic goliath grouper
(Epinephelus itajara)"
"Epinephelus itajara","Atlantic goliath grouper",1956,21.9188089011,10796.7305909289,"Atlantic goliath grouper
(Epinephelus itajara)"
"Epinephelus itajara","Atlantic goliath grouper",1957,21.2857832233,11439.9620579289,"Atlantic goliath grouper
(Epinephelus itajara)"
"Epinephelus itajara","Atlantic goliath grouper",1958,22.4713178638,14397.9847751402,"Atlantic goliath grouper
(Epinephelus itajara)"
"Epinephelus itajara","Atlantic goliath grouper",1959,21.8154496838,13554.6675638316,"Atlantic goliath grouper
(Epinephelus itajara)"
"Epinephelus itajara","Atlantic goliath grouper",1960,22.0631510373,12370.265269746,"Atlantic goliath grouper
(Epinephelus itajara)"
"Epinephelus itajara","Atlantic goliath grouper",1961,21.9213937493,11834.8948156649,"Atlantic goliath grouper
(Epinephelus itajara)"
"Epinephelus itajara","Atlantic goliath grouper",1962,22.6822488151,11711.7183298535,"Atlantic goliath grouper
(Epinephelus itajara)"
"Epinephelus itajara","Atlantic goliath grouper",1963,22.9718743742,11931.3939918864,"Atlantic goliath grouper
(Epinephelus itajara)"
