"stock.s_1","stock.s_2","stock.s_3","stock.s_4","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","effort.t_1","effort.t_2","effort.t_3","effort.t_4","profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","profit_per_t.t_4","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","mortality1","mortality2","mortality3","mortality4"
409.1663008,879.1406916,462.146366,381.62581228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
406.16309722436,905.603179839735,454.346453804251,380.928647641528,51.4683296452899,222.703506616142,51.1824076302223,52.5893162899586,18.1146627847456,1.94545250240844,3.98722961662497,19.8449413894275,50509.9014360871,116882.163959848,73627.9813958791,51608.6776557271,51628.5225971165,73631.9686254957,116884.10941235,50528.0160988719,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
403.41734589229,927.711699930143,447.158074522675,380.295839832755,51.0905618004771,229.406971694128,50.3185724583954,52.4932446656114,18.1146627847454,1.94545250240844,3.98722961662497,19.8449413894277,50139.0353155838,120400.422641637,72385.2519656989,51514.3612359964,51534.2061773859,72389.2391953155,120402.36809414,50157.1499783685,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
400.903930074982,945.951835581875,440.518692691072,379.721248013693,50.7451784333556,235.007491606924,49.5224641566583,52.4060416281445,18.1146627847454,1.94545250240117,3.98722961662497,19.8449413894275,49799.9620164409,123339.809596965,71239.9556771868,51428.7513762757,51448.5963176651,71243.9429068034,123341.755049467,49818.0766792257,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
398.600639329983,960.842272921513,434.373947698901,379.199351731996,50.4290201535365,239.628074194421,48.7871569632705,52.3268609492238,18.1146627847454,1.94545250240844,3.98722961662497,19.8449413894277,49489.5798695443,125764.884482008,70182.1290000052,51351.0173086112,51370.8622500006,70186.1162296218,125766.829934511,49507.694532329,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
396.487765805968,972.892138037545,428.676351397181,378.725182373037,50.1392931474248,243.400112780134,48.1066304761856,52.2549418920071,18.1146627847454,1.94545250241208,3.98722961662497,19.8449413894277,49205.1461035763,127744.608005266,69203.1108712006,51280.4121946332,51300.2571360227,69207.0981008173,127746.553457769,49223.2607663611,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
394.547766600902,982.573542832177,423.384228310474,378.294263164166,49.8735183980865,246.452578945377,47.4756254139992,52.1895997647428,18.1146627847454,1.94545250241208,3.98722961662679,19.8449413894277,48944.2269926242,129346.669843703,68295.3351902066,51216.2638517377,51236.1087931272,68299.3224198232,129348.615296205,48962.341655409,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
392.764979809418,990.306802584696,418.460847121891,377.902556508154,49.6294892138582,248.905067855673,46.8895262450331,52.1302176531522,18.1146627847454,1.94545250241208,3.98722961662679,19.8449413894277,48704.6561607309,130633.838539334,67452.1619668497,51157.9666365159,51177.8115779054,67456.1491964663,130635.783991836,48722.7708235157,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
391.12538448024,996.454989665971,413.873704185747,377.546417620619,49.4052355104326,250.864053578997,46.3442649999779,52.076239162801,18.1146627847454,1.94545250240481,3.98722961662497,19.8449413894277,48484.499516538,131661.996133713,66667.7389444186,51104.9743197212,51124.8192611106,66671.7261740352,131663.941586216,48502.6141793228,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
389.616396695692,1001.32465096703,409.593928790553,377.222553609772,49.1989936163127,252.421509439489,45.8362419214059,52.027162030183,18.1146627847454,1.94545250240481,3.98722961662679,19.8449413894277,48282.0256103869,132479.414071889,65936.8874445694,51056.7938140763,51076.6387554657,65940.874674186,132481.359524391,48300.1402731717,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
388.226695530923,1005.17012681242,405.595786615798,376.927987271091,49.0091806220021,253.65508975146,45.3622595968272,51.9825324837704,18.1146627847454,1.94545250241208,3.98722961662497,19.8449413894277,48095.6804521431,133126.848584009,65255.0076099089,51012.979638346,51032.8245797355,65258.9948395256,133128.794036511,48113.7951149278,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
386.946073858682,1008.19962066699,401.856262908654,376.660024980497,48.8343724877125,254.629223884438,44.9194679671675,51.9419402547995,18.1146627847452,1.94545250241208,3.98722961662679,19.8449413894277,47924.0660188698,133638.114896387,64617.9992921627,50973.1290192748,50992.9739606642,64621.9865217793,133640.060348889,47942.1806816545,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
385.765309916372,1010.58180164627,398.354710786742,376.416228161476,48.6732852763546,255.396653843184,44.5053181635489,51.9050141528421,18.1146627847454,1.94545250241208,3.98722961662679,19.8449413894277,47765.9218306882,134040.894217769,64022.1956409038,50936.8775479907,50956.7224893802,64026.1828705204,134042.839670272,47784.0364934729,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
384.676056305226,1012.45221060531,395.072553055686,376.194387878178,48.5247589981706,256.000106807775,44.1175235572785,51.8714181338796,18.1146627847454,1.94545250240481,3.98722961662679,19.8449413894277,47620.1090905642,134357.611558282,63464.3070693396,50903.8953199159,50923.7402613053,63468.2942989563,134359.557010785,47638.2237533489,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
383.67074369156,1013.91908375564,391.993028244178,375.992502170421,48.3877436481383,256.473917925795,43.7540267362253,51.840847799147,18.1146627847456,1.94545250240481,3.98722961662588,19.844941389428,47485.5969768054,134606.287438609,62941.3737459089,50873.8834975746,50893.728438964,62945.3609755256,134608.232891111,47503.7116395901,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
382.742496960926,1015.06843076234,389.100973364778,375.808755800265,48.2612870927089,256.84550554346,43.4129713784298,51.8130272718176,18.1146627847454,1.94545250241208,3.98722961662588,19.8449413894275,47361.4507511053,134801.312152945,62450.7251311313,50846.5712443411,50866.4161857305,62454.7123607479,134803.257605447,47379.5654138901,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
381.885061963486,1015.96833854476,386.382637328881,375.641502124945,48.1445245229885,257.136657586765,43.0926781929448,51.7877064060216,18.1146627847454,1.94545250241208,3.98722961662588,19.8449413894277,47246.8214044131,134954.120915601,61989.9453656506,50821.7129844481,50841.5579258375,61993.9325952672,134956.066368103,47264.9360671979,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
381.092741302692,1016.67254578159,383.825520067519,375.489246849248,48.0366692401576,257.364621801139,42.791624255715,51.7646582888634,18.1146627847454,1.94545250239753,3.98722961662679,19.8449413894277,47140.9366107004,135073.766064345,61556.8435424454,50799.0859506422,50818.9308920316,61560.830772062,135075.711516848,47159.0512734852,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
380.360337874768,1017.22336816301,381.418233304313,375.350633442755,47.9370045784429,257.543011249172,42.5084251922525,51.7436770014535,18.1146627847456,1.94545250241208,3.98722961662588,19.8449413894277,47043.0927974989,135167.392303459,61149.428074492,50778.4879861206,50798.33292751,61153.4153041086,135169.337755962,47061.2074602837,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
379.683105075276,1017.6540661934,379.150379642775,375.224430035049,47.8448768030419,257.682545314868,42.2418197584388,51.7245756093534,18.1146627847456,1.94545250240481,3.98722961662679,19.844941389428,46952.6481735779,135240.625613744,60765.8845124193,50759.7355716903,50779.5805130797,60769.8717420359,135242.571066247,46970.7628363626,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
379.056702760564,1017.99074595306,377.012447207259,375.109517625527,47.7596888466952,257.791649538372,41.9906564493684,51.7071843566888,18.1146627847454,1.94545250241208,3.98722961662497,19.844941389428,46869.0165799477,135297.888070861,60404.556279739,50742.6620528744,50762.5069942639,60408.5435093556,135299.833523364,46887.1312427324,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
378.477158193339,1018.25387542611,374.995717542916,375.004879464679,47.6808947701519,257.876937095815,41.7538818310951,51.6913490414244,18.1146627847454,1.94545250240481,3.98722961662588,19.8449413894275,46791.6620515317,135342.650546078,60063.9278866792,50727.1160448706,50746.9609862601,60067.9151162959,135344.59599858,46809.7767143164,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
377.94083131876,1018.45948831781,373.092184860407,374.909591481107,47.6079948495775,257.943592930202,41.5305303404204,51.6769295520726,18.1146627847454,1.94545250240481,3.98722961662679,19.8449413894277,46720.0939943249,135377.634314218,59742.6102559684,50712.959995993,50732.8049373824,59746.597485585,135379.579766721,46738.2086571096,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
377.444383814837,1018.62013626806,371.294485020696,374.822813643522,47.5405312086948,257.995678692211,41.3197153413946,51.663798548494,18.1146627847454,1.94545250241208,3.98722961662588,19.8449413894277,46653.8628973356,135404.971099336,59439.3278565511,50700.068892575,50719.9138339644,59443.3150861677,135406.916551839,46671.9775601204,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
376.984751442219,1018.74563989734,369.595832910325,374.74378215997,47.4780839256865,258.036373954466,41.1206212604762,51.6518402715619,18.1146627847454,1.94545250240481,3.98722961662679,19.8449413894277,46592.5565106136,135426.329674055,59152.9073890807,50688.32909038,50708.1740317694,59156.8946186974,135428.275126557,46610.6711733984,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
376.559119286507,1018.84367987239,367.989967067706,374.671802427772,47.4202675551221,258.068166473857,40.9324966507704,51.6409494681841,18.1146627847454,1.94545250239753,3.9872296166277,19.8449413894277,46535.79643072,135443.015717177,58882.267808004,50677.6372592638,50697.4822006532,58886.2550376207,135444.96116968,46553.9110935047,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
376.164899543466,1018.92026128496,366.471100594569,374.606242657503,47.3667280137302,258.093001916167,40.7546480594758,51.6310304197833,18.1146627847454,1.94545250241208,3.98722961662588,19.8449413894277,46483.2350433966,135456.050395438,58626.4114991547,50667.8994294034,50687.7443707928,58630.3987287714,135457.99584794,46501.3497061813,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
375.799711545756,1018.98007801911,365.033877531365,374.546528102863,47.31713978604,258.112401483591,40.5864345914422,51.6219960636585,18.1146627847456,1.94545250241208,3.98722961662588,19.8449413894277,46434.5527802589,135466.232099336,58384.4164587861,50659.0301287118,50678.8750701013,58388.4036884028,135468.177551838,46452.6674430437,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
375.461363770596,1019.02679832895,363.673333996344,374.492135835804,47.2712034119736,258.127554231525,40.4272630776448,51.6137671978427,18.1146627847454,1.94545250241936,3.98722961662679,19.8449413894277,46389.4556522902,135474.184894845,58155.4293428482,50650.9516022223,50670.7965436117,58159.4165724648,135476.130347348,46407.5703150749,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
375.147837602456,1019.06328851105,362.384863488627,374.44259001284,47.2286432236286,258.139389396513,40.2765837713909,51.606271761098,18.1146627847456,1.94545250240481,3.98722961662497,19.8449413894277,46347.6730279718,135480.396484148,57938.6592754696,50643.5931052375,50663.4380466269,57942.6465050863,135482.34193665,46365.7876907566,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
374.857272654328,1019.09178795359,361.164185840615,374.397457584252,47.1892053028055,258.148633073251,40.1338865057686,51.5994441805967,18.1146627847454,1.94545250241208,3.98722961662497,19.8449413894277,46308.9556281263,135485.247952091,57733.3723209919,50636.8902629291,50656.7352043186,57737.3595506085,135487.193404594,46327.070290911,0.125788290835924,0.253319529790846,0.110749345652618,0.137803352387952
