"stock.s_1","stock.s_2","stock.s_3","stock.s_4","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4"
25.1622,104.54216,302.649,293.1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29.0983369243749,117.561415808762,378.899887228473,373.966206521961,0.174998784909915,0.167287800929723,1.29458455230519,1.25374886182864,0.24865441640577,0,5997.45129904843,0,419.734585606431,292.721866944838,2684.96836148096,2600.2751394326
33.5046464996808,131.77788376815,468.570221579309,470.232122344307,0.162006160311287,0.150596385520654,1.29745585669937,1.28056159744115,0.199055010927623,0,5998.69598173103,0,388.571775506622,263.515061347895,2690.9234467945,2655.88475309295
38.3740430080031,147.180551644567,570.874415153361,580.767757209225,0.151037199168477,0.136680888151856,1.29914708234078,1.30375483040192,0.161171644547721,0,5999.68570248639,0,362.262722205592,239.165584897,2694.43104877478,2703.98751825357
43.6786781672661,163.726977247999,683.436514885491,702.233389786801,0.142111736429318,0.125409141363089,1.30028251242071,1.32281660980389,0.132404315998429,0,6000.47234465209,0,340.854999825719,219.442169648547,2696.78593076055,2743.52164873327
49.3669942309662,181.339295708175,802.166203999182,828.982172528355,0.135239038369183,0.116637770830102,1.3014740696392,1.3372691211787,0.110698654196312,0,6001.10745040683,0,324.370833528485,204.09393777622,2699.25722043169,2773.49615732463
55.3627009604696,199.901789215619,921.588773287405,953.731360869763,0.130402328530617,0.110211513279253,1.3032201183983,1.34678603965916,0.0944405298505444,0,6001.63752431317,0,312.769984980685,192.849208051169,2702.87852555807,2793.2342462531
61.5664529306287,219.260650385196,1035.68797177819,1069.01994208275,0.127540605668539,0.105958125482599,1.30578938812677,1.35133188060122,0.0823646693534101,0,6002.09987691921,0,305.906142695991,185.406587550706,2708.20719097493,2802.66232036693
67.8606610999858,239.226448544737,1139.06086436936,1168.9565725244,0.126530684157231,0.103680910221618,1.30913794139207,1.35127046409785,0.0734787022374803,0,6002.51929374987,0,303.483845951119,181.421893514889,2715.15209044715,2802.53494253895
74.1172767034356,259.579560203111,1227.95703044729,1250.44947110228,0.12717551496685,0.103152792997611,1.31291649093579,1.3473752011529,0.0670031426125206,0,6002.90622761246,0,305.030472647989,180.497788715149,2722.98880220082,2794.45616719111
80.2076624166712,280.078466791953,1300.78590455311,1313.3728254925,0.129205900463323,0.104116549230888,1.31659080409124,1.34070674609383,0.0623264868117985,0,6003.25732386801,0,309.900352261281,182.1841790097,2730.60932768524,2780.6257913986
86.0130473681244,300.470406861534,1357.95863165363,1359.78965516104,0.132299170243762,0.106293659990115,1.31962895810508,1.332398211913,0.0589727004189626,0,6003.55864693404,0,317.319559829663,185.993709187303,2736.91045910993,2763.39389150756
91.4337988759198,320.50347781451,1401.26809373256,1392.82008952644,0.136111204413677,0.109400076921414,1.32166331712658,1.32344540131246,0.0565769193781307,0,6003.79097750725,0,326.462723786205,191.42934859786,2741.12971972053,2744.82576232204
96.3959732827173,339.939004350299,1433.15544235132,1415.70010050473,0.140312288615659,0.113163942842327,1.32255862374045,1.31458514538454,0.054865418758709,0,6003.93573481608,0,336.539024244658,198.015398824933,2742.9865856377,2726.44959152755
100.854269264523,358.562899776099,1456.12639376861,1431.24544135218,0.144616756792895,0.117340275380057,1.32238457970093,1.30627838897715,0.0536376175223268,0,6003.97983785136,0,346.863291167758,205.323187262777,2742.62561829973,2709.22137873862
104.791357867928,376.194873705052,1472.4083774374,1441.66652585436,0.148800567089386,0.121720024377208,1.32133861548061,1.29876079300691,0.0527497071961989,0,6003.91849951529,0,356.898160163892,212.986915855482,2740.45628850678,2693.62988469633
108.214304853039,392.694662808269,1483.81483223548,1448.58942120159,0.152706191888701,0.126133495789391,1.31966656292327,1.29211374928939,0.0521003850735724,0,6003.75572065626,0,366.265801245049,220.709652267234,2736.98845150286,2679.84391602619
111.149219328522,407.964907686421,1491.73974627007,1453.16109139516,0.156237702634004,0.130449539111251,1.31760620783002,1.2863265499891,0.0516191589777009,0,6003.50295835779,0,374.736129767659,228.261908032258,2732.71527503946,2667.84126467739
113.635308121662,421.950768112222,1497.21416717538,1456.16869079686,0.159350117357433,0.134572139916948,1.31535744188916,1.28134030122191,0.0512572998995893,0,6003.17679454233,0,382.201256481804,235.475676148076,2728.05133447811,2657.49978473424
115.719280726004,434.636763944782,1500.98102763766,1458.1428605336,0.162036668244011,0.138435722816168,1.31307246032424,1.27707514889404,0.0509811660958803,0,6002.79632127684,0,388.64494878326,242.236212140959,2723.31228271248,2648.65385880624
117.450689828832,446.04158411054,1503.56621820269,1459.43717303132,0.164316556431229,0.14200003054728,1.31085772006539,1.2734456935122,0.0507674504187889,0,6002.38084636173,0,394.113260600304,248.473073451936,2718.71891141562,2641.1263683443
118.878444104339,456.211699679366,1505.33751147551,1460.28544114862,0.166224608998951,0.1452450959019,1.30878124136386,1.27036905451078,0.0505998817825457,0,6001.9481597063,0,398.689724683984,254.151321260104,2714.41229458864,2634.74541905535
120.048471256536,465.21456845688,1506.54999123382,1460.84152980785,0.167803351698396,0.148166600775182,1.30688133907896,1.26776870849064,0.0504669748843298,0,6001.51347043551,0,402.476339048603,259.263399702422,2710.47189724977,2629.35230140959
121.002359822581,473.132072437523,1507.37959417343,1461.2063793886,0.169097429855521,0.150771778978219,1.30517478217207,1.26557600912625,0.0503605108388001,0,6001.08893272422,0,405.580185508468,263.821966573877,2706.93249822488,2624.80464292783
