"id","s1","s2","s3","total","fraction"
"1",1,1,1,0.0092865027674099,1
"10",1,1,1,0.0928650044620229,10
"100",0.0967741935483871,0.67741935483871,0.387096774193548,0.83572557194242,100
"11",1,1,1,0.102151501847986,11
"12",1,1,1,0.111437998620907,12
"13",1,1,1,0.120724494768142,13
"14",1,1,1,0.130010990274362,14
"15",1,1,1,0.139297485119584,15
"16",1,1,1,0.148583979290939,16
"17",1,1,1,0.157870472767362,17
"18",1,1,1,0.16715696553438,18
"19",1,1,1,0.176443457565033,19
"2",1,1,1,0.0185730050501751,2
"20",1,1,1,0.185729948843984,20
"21",1,1,1,0.195016439348757,21
"22",1,1,1,0.204302929061685,22
"23",1,1,1,0.213589417948013,23
"24",1,1,1,0.222875905991399,24
"25",1,1,1,0.232162393162946,25
"26",1,1,1,0.241448879436161,26
"27",1,1,1,0.250735364781653,27
"28",1,1,1,0.26002184917083,28
"29",1,1,1,0.269308332570729,29
"3",1,1,1,0.0278595068370494,3
"30",1,1,1,0.278594814949134,30
"31",1,1,1,0.287881296270627,31
"32",1,1,1,0.297167776498222,32
"33",1,1,1,0.30645425559363,33
"34",1,1,1,0.315740733510498,34
"35",1,1,1,0.325027210207011,35
"36",1,1,1,0.334313685636908,36
"37",1,1,1,0.343600159750882,37
"38",1,1,1,0.352886632495196,38
"39",1,1,1,0.362173103812496,39
"4",1,1,1,0.0371460081142233,4
"40",1,1,1,0.371459573644038,40
"41",1,1,1,0.380746041924547,41
"42",1,1,1,0.390032508587207,42
"43",1,1,1,0.399318973556423,43
"44",1,1,1,0.408605436755255,44
"45",1,1,1,0.417891898095592,45
"46",1,1,1,0.427178357488697,46
"47",1,1,1,0.436464814836551,47
"48",1,1,1,0.44575127002934,48
"49",1,1,1,0.455037722954493,49
"5",1,1,1,0.0464325088743984,5
"50",1,1,1,0.464324173487023,50
"51",1,1,1,0.47361062148783,51
"52",1,1,1,0.482897066812371,52
"53",1,1,1,0.492183509295959,53
"54",1,1,1,0.501469948762712,54
"55",1,1,1,0.510756385020901,55
"56",1,1,1,0.520042817847442,56
"57",1,1,1,0.529329247010919,57
"58",1,1,1,0.538615672247349,58
"59",1,1,1,0.547902093266332,59
"6",1,1,1,0.0557190091043003,6
"60",1,1,1,0.557188509740193,60
"61",1,1,1,0.56647492130675,61
"62",1,1,1,0.575761327554876,62
"63",1,1,1,0.585047728022065,63
"64",1,1,1,0.594334122186519,64
"65",1,1,1,0.60362050944976,65
"66",1,1,1,0.612906889131666,66
"67",1,1,1,0.622193260444098,67
"68",0.645161290322581,1,0.82258064516129,0.631479622482369,68
"69",0.483870967741935,1,0.741935483870968,0.640765974186768,69
"7",1,1,1,0.0650055087903229,7
"70",0.419354838709677,1,0.709677419354839,0.650052314319265,70
"71",0.354838709677419,1,0.67741935483871,0.659338641421307,71
"72",0.290322580645161,1,0.645161290322581,0.668624953753577,72
"73",0.258064516129032,1,0.629032258064516,0.677911249237744,73
"74",0.258064516129032,1,0.629032258064516,0.687197525365615,74
"75",0.225806451612903,1,0.612903225806452,0.69648377908122,75
"76",0.225806451612903,1,0.612903225806452,0.705770006629378,76
"77",0.193548387096774,1,0.596774193548387,0.715056203356646,77
"78",0.193548387096774,1,0.596774193548387,0.724342363446537,78
"79",0.161290322580645,1,0.580645161290323,0.733628479574749,79
"8",1,1,1,0.074292007921745,8
"80",0.161290322580645,1,0.580645161290323,0.742914542472718,80
"81",0.161290322580645,1,0.580645161290323,0.752200540406731,81
"82",0.161290322580645,1,0.580645161290323,0.761486458632527,82
"83",0.161290322580645,1,0.580645161290323,0.770772279011963,83
"84",0.129032258064516,1,0.564516129032258,0.780057980239422,84
"85",0.129032258064516,1,0.564516129032258,0.789343539375797,85
"86",0.129032258064516,1,0.564516129032258,0.798628935321188,86
"87",0.129032258064516,1,0.564516129032258,0.807914153319228,87
"88",0.129032258064516,0.967741935483871,0.548387096774194,0.817199186286575,88
"89",0.129032258064516,0.935483870967742,0.532258064516129,0.826484027605842,89
"9",1,1,1,0.0835785064817199,9
"90",0.129032258064516,0.903225806451613,0.516129032258065,0.83576865554204,90
"91",0.0967741935483871,0.870967741935484,0.483870967741935,0.845053014300636,91
"92",0.0967741935483871,0.838709677419355,0.467741935483871,0.854336988523005,92
"93",0.0967741935483871,0.806451612903226,0.451612903225806,0.863620343846109,93
"94",0.0967741935483871,0.806451612903226,0.451612903225806,0.872902535182332,94
"95",0.0967741935483871,0.774193548387097,0.435483870967742,0.882181770069043,95
"96",0.0967741935483871,0.741935483870968,0.419354838709677,0.8914407359118,96
"97",0.0967741935483871,0.709677419354839,0.403225806451613,0.870714624618522,97
"98",0.0967741935483871,0.709677419354839,0.403225806451613,0.849363765308704,98
"99",0.0967741935483871,0.67741935483871,0.387096774193548,0.827686258081659,99
