"stock.s_1","stock.s_2","stock_g.sg_1","stock_g.sg_2","harvest.s_1","harvest.s_2","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2"
1631.3743,32.726,1631.3743,32.726,NA,NA,NA,NA,NA,NA,NA,NA
1697.25592340119,41.9727421988103,2022.904132,43.3161336,325.648208598814,1.34339140118966,56.2003939780125,0,846009.322772742,0,843493.989912648,2571.53325407126
1775.14771858498,52.9411898465076,2100.48481331113,54.5956951203637,325.337094726149,1.65450527385618,53.9672805265327,0,845801.246019412,0,842688.142759671,3167.07054026824
1866.79813744733,65.4341222741929,2191.79651872429,67.4273409972319,324.998381276957,1.99321872303895,51.5455267659927,0,845574.700868637,0,841810.807183574,3815.4392118284
1974.01434148076,78.9777516067712,2298.66581751145,81.3178755760786,324.651476030694,2.34012396930738,48.9625813129278,0,845342.779336679,0,840912.253214704,4479.48870328789
2098.57824448216,92.8365592037004,2422.90146820246,95.5049354833926,324.323223720305,2.66837627969217,46.2564210586424,0,845123.590217626,0,840062.014080335,5107.83255834954
2242.13302107116,106.135457338347,2566.17672600989,109.083352399615,324.043704938733,2.94789506126734,43.4733097613171,0,844937.421427774,0,839338.004532307,5642.89020522856
2406.04077660544,118.0679542411,2729.87996380306,121.22036704348,323.839187197611,3.15241280237945,40.6642071390488,0,844801.978582556,0,838808.262679252,6034.38011044276
2591.21449071934,128.099314718857,2914.93931276024,131.366092677934,323.724822040905,3.26677795907737,37.8806393526083,0,844727.452448044,0,838512.034050351,6253.2990370455
2797.93069501516,136.059897564986,3121.63149285631,139.350699723834,323.700797841154,3.29080215884801,35.1709977751452,0,844713.921970871,0,838449.806568157,6299.28640048846
3025.63609623385,142.095382099194,3349.39009845322,145.332979879811,323.754002219369,3.23759778061719,32.5778542531843,0,844752.480741991,0,838587.616548609,6197.44204763524
3272.77251247373,146.531942495749,3596.63630345452,149.659751514982,323.863790980785,3.12780901923341,30.1363038110794,0,844829.138397324,0,838871.991398428,5987.28330270679
3536.65663340984,149.742187908221,3860.66499973101,152.72542158703,324.008366321175,2.98323367880847,27.8730624884502,0,844929.133122931,0,839246.470445107,5710.53574031196
3813.45743354915,152.060499589037,4137.62651098011,154.883022158102,324.169077430962,2.82252256906439,25.8061353566191,0,845039.83915325,0,839662.744361678,5402.90092692874
4098.30833921563,153.749959407308,4422.64042700524,156.409471617705,324.332087789609,2.65951221039647,23.9450251538328,0,845151.893635755,0,840084.973792646,5090.86486826302
4385.57094043587,155.001763686937,4710.05917703658,157.505127086266,324.488236600703,2.50336339932919,22.2914649574559,0,845259.102230813,0,840489.430443141,4791.96325262994
4669.23476495367,155.948369264414,4993.8668836173,158.307850600829,324.632118663626,2.35948133641473,20.8405717101377,0,845357.815959791,0,840862.113762523,4516.54276897844
4943.40168340441,156.679161604654,5268.16272492489,158.909720084201,324.761041520476,2.23055847954671,19.582245821206,0,845446.22484765,0,841196.049746338,4269.75734713311
5202.7762499616,157.253882025195,5527.65039080141,159.371341185342,324.874140839808,2.11745916014709,18.5026326223706,0,845523.758469592,0,841488.99960327,4053.26149894516
5443.07627805656,157.712637592737,5768.04799441745,159.732521231835,324.971716360893,2.01988363909785,17.5854990746375,0,845590.635679708,0,841741.739717986,3866.4814607975
5661.29577434972,158.082814317757,5986.3505369215,160.019651745914,325.054762571788,1.93683742815742,16.8134329392487,0,845647.546153858,0,841956.846013444,3707.51357335322
5855.78918054567,158.383630598259,6180.91382804323,160.250583100595,325.124647497565,1.86695250233557,16.168820217852,0,845695.432277472,0,842137.861948194,3573.73914949577
6026.18793886238,158.629043191906,6351.37083644667,160.437745607566,325.182897584287,1.80870241565982,15.6345917928265,0,845735.342982108,0,842288.741322821,3462.23625108019
6173.19306606959,158.829562682463,6498.4241232007,160.590105551349,325.231057131109,1.76054286888539,15.194752198382,0,845768.33819385,0,842413.484181,3370.0487650491
6298.30212271998,158.993373455304,6623.57272279157,160.714373383745,325.270600071583,1.72099992844172,14.8347159206423,0,845795.428862517,0,842515.908305415,3294.35527302242
6403.52575616431,159.127022827557,6728.82863478328,160.815744208518,325.302878618972,1.68872138096185,14.5414830002628,0,845817.542070513,0,842599.516198862,3232.56735465099
6491.13419079799,159.235849744891,6816.46328852998,160.898352012947,325.329097731992,1.66250226805608,14.3036880830768,0,845835.503723857,0,842667.428945404,3182.37846653563
6563.45562816168,159.324259262507,6888.8059354362,160.965551987974,325.350307274523,1.6412927254662,14.1115564318497,0,845850.033294053,0,842722.36590247,3141.77894801465
6622.73254485093,159.395907015873,6948.09995063333,161.020101233552,325.367405782394,1.62419421767899,13.9567973930243,0,845861.746473587,0,842766.654457557,3109.0488134233
6671.03113046446,159.453831291163,6996.41228174231,161.064280013184,325.38115127785,1.61044872202109,13.8324611063435,0,845871.162626961,0,842802.258039887,3082.73704817999
6710.19369944489,159.500554010602,7035.58587526113,161.099978194239,325.392175816246,1.59942418363683,13.7327787010909,0,845878.714787098,0,842830.81379924,3061.63376655945
