"stock.s_1","stock.s_2","harvest.s_1","harvest.s_2","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2"
1631.3743,32.726,NA,NA,NA,NA,NA,NA,NA,NA
1684.73099099923,41.921074600766,338.173141000772,1.39505899923401,57.5282091762865,0,878548.977497947,0,875936.0698202,2670.43588692373
1747.92084734108,52.8051163780332,337.839473111791,1.72872688820804,55.6512836380271,0,878325.298267199,0,875071.80325416,3309.14629667671
1822.45783997651,65.1752444235337,337.471647761667,2.09655223833236,53.5810092504798,0,878078.722283158,0,874119.06203227,4013.24126013819
1909.95065088756,78.5588226411559,337.089156686362,2.47904331363289,51.3313459729761,0,877822.411804432,0,873128.333649016,4745.40950138921
2012.04991981007,92.2315910246593,336.720094915889,2.84810508411347,48.926285915275,0,877575.33479828,0,872172.389851135,5451.87123306085
2130.37448330427,105.33936384688,336.397118746419,3.17108125358401,46.3990272518622,0,877359.533396145,0,871335.816976974,6070.11544642306
2266.41626146985,117.100351443098,336.150120459197,3.41807954078372,43.7897715441304,0,877195.174279631,0,870696.042013412,6542.92203776361
2421.42336363004,126.999594706952,335.998188534839,3.57001146515728,41.1426838311854,0,877095.116905826,0,870302.507942939,6833.75164671873
2596.26070120332,134.876264174649,335.944821430745,3.62337856924771,38.5028238351606,0,877061.68113712,0,870164.276469915,6935.90749103966
2791.24993395433,140.873993557359,335.978870336161,3.58932966383733,35.9136069935321,0,877087.287073546,0,870252.469944725,6870.73073581406
3005.99832998548,145.310585985921,336.080099005777,3.48810099421575,33.4148434330418,0,877158.215405469,0,870514.672444764,6676.95780413774
3239.23774113902,148.548805759417,336.22583592179,3.34236407821642,31.041143171522,0,877259.105803611,0,870892.160204619,6397.98674216266
3488.70573030309,150.914479371991,336.395777433276,3.1724225667215,28.8206035739768,0,877376.205105542,0,871332.342707672,6072.68300144397
3751.10597102397,152.664150274394,336.574133366532,2.99406663348735,26.7739074318579,0,877498.818629047,0,871794.320245991,5731.27229048781
4022.18085434816,153.984195825279,336.749821870939,2.81837812903549,24.9139966175971,0,877619.442211871,0,872249.388610107,5394.96759838103
4296.91409321551,155.003454088459,336.915732932436,2.65246706755494,23.246365246061,0,877733.264061735,0,872679.131441597,5077.37898538435
4569.85613871065,155.808491417813,337.067762079629,2.50043792039132,21.769873548732,0,877837.510736698,0,873072.917338654,4786.36327159228
4835.53570095997,156.456801261508,337.203939168018,2.36426083196622,20.4779024935378,0,877930.857057664,0,873425.643232999,4525.69172715805
5088.89569421398,156.986706756352,337.323744909618,2.24445509036313,19.3596579115292,0,878012.962785505,0,873735.964064893,4296.35837852401
5325.68121049206,157.424226479393,337.427607026013,2.14059297397299,18.4014659569075,0,878084.130729531,0,874004.987718779,4097.54447670883
5542.71614124215,157.787598514832,337.516538946102,2.0516610538966,17.5879512161264,0,878145.061332957,0,874235.339178194,3927.31010597942
5738.03155271233,158.090154165402,337.591884030374,1.97631596961715,16.9030361207042,0,878196.678771555,0,874430.498015475,3783.08379220084
5910.84344787507,158.342091560414,337.655136412943,1.91306358700092,16.3307371397277,0,878240.009048537,0,874594.334336804,3662.00544887303
6061.40813248661,158.551545129358,337.707817743543,1.86038225634529,15.8557583147449,0,878276.096079929,0,874730.789519325,3561.16231891872
6190.80123119688,158.725219706142,337.751395248233,1.81680475184618,15.4638982817232,0,878305.945897722,0,874843.663971972,3477.74582403147
6300.66909388174,158.868764373527,337.787230596654,1.78096940329281,15.1422958603252,0,878330.491837069,0,874936.484691452,3409.14944147713
6392.99235008333,158.986996243342,337.816551648203,1.75164835166998,14.879543689196,0,878350.575326736,0,875012.432079175,3353.0227912502
6469.88686905115,159.084041110352,337.840440822413,1.72775917760682,14.6657004512708,0,878366.938013131,0,875074.309818215,3307.29389536675
6533.45298676452,159.163429997816,337.859835070134,1.7083649300126,14.4922306983499,0,878380.221800642,0,875124.54479866,3270.16923267942
6585.6729158217,159.22817316964,337.875533427443,1.69266657246273,14.3518978260581,0,878390.97406561,0,875165.206683762,3240.11927967388
