"stock.s_1","stock.s_2","stock_g.sg_1","stock_g.sg_2","harvest.s_1","harvest.s_2","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2"
1631.3743,32.726,1631.3743,32.726,NA,NA,NA,NA,NA,NA,NA,NA
1559.48168130169,41.404384298307,2022.904132,43.3161336,463.422450698308,1.91174930169296,79.97748373794,0,1203936.34394581,0,1200356.83179876,3659.48963079368
1475.07340698576,51.3877235277545,1937.88074888537,53.9145816281383,462.807341899613,2.52685810038371,83.5534227265225,0,1203516.96060999,0,1198763.57698838,4836.9370443355
1375.54635070312,62.3361671884038,1837.57057313041,65.646144761112,462.024222427282,3.30997757270815,88.1851370646273,0,1202982.94796353,0,1196735.14093114,6335.99216945366
1257.58236501596,73.6487868144466,1718.62005471011,77.9452971203051,461.037689694143,4.29651030585843,94.363813631011,0,1202309.88302472,0,1194179.82384577,8224.42299257726
1116.89414621345,84.4935700336215,1576.69089874616,90.031017500908,459.796752532716,5.53744746728648,102.937530193889,0,1201462.4481964,0,1190965.54841024,10599.8373163545
947.876689275471,93.8946027606307,1406.08257449454,101.022917541561,458.205885219068,7.12831478092992,115.502911369459,0,1200374.47241986,0,1186844.88389443,13645.0914368039
743.150719759462,100.791088094548,1199.19503360124,110.080974252764,456.044313841782,9.28988615821658,135.456386229936,0,1198893.31830967,0,1181245.98171298,17782.7929829197
493.07614388468,103.821660193389,945.783994070505,116.448010007562,452.707850185825,12.6263498141732,171.508404042829,0,1196601.85022507,0,1172603.87355132,24169.4850777885
186.03573045115,99.8587946923304,632.05717337796,119.171551765519,446.02144292681,19.3127570731886,254.674833213055,0,1191998.73935288,0,1155284.74146902,36968.6727170683
0,69.3420123169544,240.573561089802,115.601035112069,240.573561089802,46.2590227951149,634.219887797999,0,1173403.78813293,0,623133.637934806,88549.4840246368
0,83.0492725590381,0,85.5045073112592,0,2.45523475222107,48.4759472060582,0,4651.35896784303,0,0,4699.83491504909
0,96.0707326141432,0,99.5925903313484,0,3.52185771720517,58.0584845688005,0,6683.5167762825,0,0,6741.5752608513
0,107.402597456719,0,112.115433661998,0,4.71283620527947,67.1615894410936,0,8954.19660306693,0,0,9021.35819250802
0,116.440978574924,0,122.331174083397,0,5.89019550847356,75.0835239725573,0,11199.9876203026,0,0,11275.0711442752
0,123.100909514884,0,130.02418852627,0,6.92327901138606,81.4021188802396,0,13171.2077975051,0,0,13252.6099163853
0,127.696443013295,0,135.434335022211,0,7.7378920089163,86.0579754072441,0,14725.8922869804,0,0,14811.9502623877
0,130.71320827201,0,139.039617297724,0,8.32640902571432,89.2706430499764,0,15849.2247780626,0,0,15938.4954211126
0,132.625086316717,0,141.349557038449,0,8.72447072173214,91.3796178046475,0,16609.0894824422,0,0,16700.4691002469
0,133.808635436379,0,142.790189742041,0,8.98155430566224,92.7161826960151,0,17099.8648847457,0,0,17192.5810674417
0,134.530384892166,0,143.672957639456,0,9.14257274729042,93.5435839023468,0,17407.2605946885,0,0,17500.8041785908
0,134.966419035933,0,144.207885895413,0,9.24146685947972,94.0481479803953,0,17596.0601291043,0,0,17690.1082770847
0,135.228336797902,0,144.529806836118,0,9.30147003821595,94.3529728250609,0,17710.6139890283,0,0,17804.9669618534
0,135.385120774431,0,144.722726973252,0,9.33760619882147,94.5360755527911,0,17779.6030862933,0,0,17874.1391618461
0,135.478775866213,0,144.838046691553,0,9.35927082533975,94.6456808485564,0,17820.964125725,0,0,17915.6098065736
0,135.534650886793,0,144.906875078728,0,9.37222419193515,94.7111537001957,0,17845.694116744,0,0,17940.4052704442
0,135.567961238285,0,144.947917729313,0,9.37995649102895,94.7502150781003,0,17860.4562996144,0,0,17955.2065146925
0,135.587810616466,0,144.972378297933,0,9.38456768146656,94.7735018386999,0,17869.2597997014,0,0,17964.0333015401
0,135.599635558561,0,144.986951551182,0,9.3873159926213,94.7873782373888,0,17874.5067679982,0,0,17969.2941462356
0,135.606678957079,0,144.99563240233,0,9.38895344525097,94.7956448747353,0,17877.6329295591,0,0,17972.4285744339
0,135.610873884632,0,145.000802728645,0,9.38992884401208,94.8005688076194,0,17879.4951236887,0,0,17974.2956924964
