"id","s1","s2"
"005",0.966666666666667,0.966666666666667
"010",0.966666666666667,0.966666666666667
"015",0.966666666666667,0.966666666666667
"020",0.966666666666667,0.966666666666667
"025",0.966666666666667,0.966666666666667
"030",0.966666666666667,0.966666666666667
"035",0.933333333333333,0.966666666666667
"040",0.933333333333333,0.966666666666667
"045",0.933333333333333,0.966666666666667
"050",0.933333333333333,0.966666666666667
"055",0.9,0.933333333333333
"060",0.9,0.933333333333333
"065",0.866666666666667,0.933333333333333
"070",0.866666666666667,0.9
"075",0.833333333333333,0.9
"080",0.766666666666667,0.866666666666667
"085",0.666666666666667,0.8
"090",0.466666666666667,0.7
"095",0,0
"100",0,0
