"id","total"
"10",0.0217922744046449
"100",0.0217922744046449
"105",0.0217922744046449
"11",0.0217922744046449
"115",0.0217922744046449
"12",0.0217922744046449
"125",0.0217922744046449
"13",0.0217922744046449
"135",0.0217922744046449
"14",0.0217922744046449
"145",0.0217922744046449
"15",0.0435845488092899
"20",0.0217922744046449
"25",0.0217922744046449
"30",0.0217922744046449
"35",0.0217922744046449
"40",0.0217922744046449
"45",0.0217922744046449
"5",0.0217922744046449
"50",0.0217922744046449
"55",0.0217922744046449
"60",0.0217922744046449
"65",0.0217922744046449
"70",0.0217922744046449
"75",0.0217922744046449
"80",0.0217922744046449
"85",0.0217922744046449
"90",0.0217922744046449
"95",0.0217922744046449
