"stock.s_1","stock.s_2","harvest.s_1","harvest.s_2","effort.t_1","effort.t_2","effort.t_3","profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","rev_per_sp.s_1","rev_per_sp.s_2"
1631.3743,32.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771.93101624023,42.7572493597584,250.973115759771,0.558884240241616,42.6942064598191,0,0,651097.692036013,0,0,650070.56444096,1069.8218015129
1937.17441787567,54.8612458911476,250.860030177427,0.671969822577356,39.2898182553454,0,0,651024.651701391,0,0,649777.650165571,1286.2913540758
2129.56523170001,68.8240967991772,250.743716654426,0.78828334556556,35.9216844587173,3.57260303989972e-18,0,650949.393056751,1.16344020731422e-16,0,649476.374878294,1508.93986291505
2351.0083169574,84.0548179510046,250.632827785226,0.899172214770229,32.661969302479,-4.49186658802016e-18,0,650877.693005226,-1.84653772435043e-16,0,649189.150529293,1721.20444523532
2602.48786104759,99.5951556641506,250.537655657895,0.994344342106701,29.5742815922314,0,0,650816.44528659,0,0,648942.635685079,1903.38388310407
2883.6654934092,114.296705747765,250.467962250553,1.06403774946303,26.7090739094559,6.5233022828362e-18,0,650772.198447873,3.90974453858842e-16,0,648762.115821383,2036.79170039962
3192.49986433672,127.133764356642,250.430128979476,1.10187102053966,24.1011106429286,0,0,650749.231498224,0,0,648664.120082639,2109.21252622721
3524.97322818293,137.496755727028,250.424960837671,1.1070391623688,21.7691808303434,0,0,650748.069815902,0,0,648650.733561735,2119.10543499798
3875.02492665186,145.294933587176,250.447551905011,1.08444809493993,19.7177033233584,0,0,650765.392628852,0,0,648709.24894436,2075.86138781496
4234.77913766624,150.837823488265,250.489392939279,1.04260706073019,17.9394944302142,9.56176549048689e-18,0,650795.45495861,8.40435486834943e-16,0,648817.62559132,1995.76886172033
4595.1041428177,154.617098314183,250.541363603191,0.990636396751313,16.4188990175329,0,0,650832.107202993,0,0,648952.240004985,1896.28609702533
4946.4555755195,157.125973344869,250.595966079996,0.936033919982776,15.1347090682162,-1.01907883409002e-17,0,650870.302121308,-9.53847456028173e-16,0,649093.671340406,1791.76548997023
5279.86147671958,158.768438792168,250.648159822569,0.883840177429414,14.0626046511341,0,0,650906.656673803,0,0,649228.863572417,1691.85570603716
5587.84427616688,159.83967318168,250.695159009736,0.836840990294338,13.1770677576194,1.0475421945619e-17,0,650939.313191291,1.00709543985585e-15,0,649350.600867017,1601.88939203133
5865.08014625537,160.541164233773,250.735818616399,0.796181383623731,12.4528123677837,-1.05501302286421e-17,0,650967.522934175,-1.02119247858614e-15,0,649455.917380197,1524.05836634638
6108.67392594587,161.005033055085,250.770020261753,0.76197973836473,11.8657999959308,1.05996680233965e-17,0,650991.229916971,1.0305367420672e-15,0,649544.506481992,1458.58923497515
6318.0437278685,161.316007860317,250.798209151598,0.73379084836208,11.3939116442252,2.1265741198101e-17,0,651010.757212668,2.07356500555032e-15,0,649617.521344469,1404.62977984318
6494.51124681729,161.527871616901,250.821090624589,0.710909375246813,11.0173408187485,0,0,651026.601430182,0,0,649676.788935809,1360.8298351912
6640.74378965815,161.674707062145,250.839448322319,0.692551677478429,10.7187643616231,1.06710375464069e-17,0,651039.309626656,1.04391758481556e-15,0,649724.339044472,1325.68934654598
6760.18670411022,161.778215544781,250.854043521871,0.677956478175498,10.4833416818084,-1.06819899346372e-17,0,651049.411258758,-1.04594867429946e-15,0,649762.143530351,1297.75107008832
6856.58111440296,161.852350535729,250.865565066947,0.666434932824197,10.2985888826256,1.06898050636363e-17,0,651057.384460284,1.04739088669101e-15,0,649791.986636405,1275.69641276141
6933.609666146,161.906207457938,250.874609455132,0.657390544864991,10.1541704938025,-1.06954627564739e-17,0,651063.642795074,-1.04843035234581e-15,0,649815.413410682,1258.38355488602
6994.67185316392,161.94581402699,250.881678057224,0.650321942712231,10.0416462241137,0,0,651068.533623556,0,0,649833.722503821,1244.85276595918
7042.7671347004,161.975238753837,250.887183400524,0.644816599660768,9.95420294644512,0,0,651072.342624329,0,0,649847.982444038,1234.31438323664
7080.45608029572,161.997280246724,250.891459596482,0.640540403690072,9.88639388060322,-2.14099628467136e-17,0,651075.301099075,-2.10033659061996e-15,0,649859.058646809,1226.12884614757
7109.87142649835,162.013899531209,250.894774045161,0.637225954724186,9.83389896660123,1.07067106062889e-17,0,651077.594127602,1.05048231602446e-15,0,649867.643731776,1219.78429479258
7132.75684517708,162.026494563752,250.897338820797,0.634661179145101,9.79331373699277,-1.07080192910508e-17,0,651079.368475623,-1.05071959740482e-15,0,649874.287013629,1214.87477573134
7150.51791005429,162.036077278264,250.899320949674,0.632679050333045,9.76196905383436,1.07090139270273e-17,0,651080.739719731,1.05089971913381e-15,0,649879.421123846,1211.08056493802
7164.27548947947,162.043389855139,250.900851276622,0.631148723374154,9.73778083831118,0,0,651081.798393637,0,0,649883.384976705,1208.15119777004
7174.91605769235,162.048982592993,250.902031880574,0.629968119500501,9.71912708169814,1.07103519855595e-17,0,651082.615124011,1.05114173878148e-15,0,649886.442977064,1205.89127402905
