"stock.s_1","stock.s_2","harvest.s_1","harvest.s_2","effort.t_1","effort.t_2","effort.t_3","profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","rev_per_sp.s_1","rev_per_sp.s_2"
1631.3743,32.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991.53249253002,43.2462730699698,31.3716394699783,0.0698605300302175,5.33677580747857,0,0,81387.2115045196,0,0,81258.8205551379,133.727725189143
2411.75418499886,56.0404718865587,31.3658908652627,0.075609134732251,4.37084685944614,-2.85670404391833e-18,0,81384.2914341397,-7.27295632236681e-17,0,81243.9305192034,144.731761795822
2889.99376168575,70.8644215099651,31.3606074436331,0.0808925563690588,3.60866681015853,-3.70334879748492e-18,0,81381.4820740155,-1.23273739555767e-16,0,81230.2454004985,154.845340327216
3418.45679623699,87.0297189390979,31.356148843632,0.0853511563602637,3.01107221866834,4.68405008359651e-18,0,81379.0656995734,1.98401366993056e-16,0,81218.6967347757,163.38003701638
3982.84943977801,103.420972270576,31.3528925067611,0.0886074932227154,2.54532285933043,0,0,81377.3301977551,0,0,81210.2621710125,169.613349601854
4562.92763357596,118.72369309666,31.3511302085433,0.0903697914050669,2.1845131944959,6.83767486973215e-18,0,81376.4997113799,4.25821607481975e-16,0,81205.6974661689,172.986758405493
5134.70887143145,131.812683173718,31.3509476261839,0.0905523739210022,1.90678818100945,-7.85021018702822e-18,0,81376.6540128437,-5.62376617081762e-16,0,81205.2245413414,173.336259683322
5674.08748835675,142.090894448154,31.3521562572694,0.0893437427635089,1.69452097879233,0,0,81377.6833024356,0,0,81208.3551375791,171.022685835336
6160.85582797027,149.569440070245,31.354338796597,0.0871612034949218,1.53354660468277,0,0,81379.3196516829,0,0,81214.0083509456,166.844847342014
6581.7738811052,154.683708971059,31.3569932138199,0.0845067860897286,1.41250087668377,0,0,81381.2350565605,0,0,81220.8838224364,161.763735000819
6931.69774383825,158.022816950801,31.3596858026608,0.0818141971625986,1.32228205715422,0,0,81383.1454383454,0,0,81227.8581660519,156.609554350618
7212.6808831825,160.133833086401,31.3621327884443,0.0793672116470314,1.25562898413179,1.04544946795559e-17,0,81384.8662298512,1.00031425977293e-15,0,81234.1963486285,151.925510206864
7431.78571146927,161.440517028039,31.3642006295168,0.0772993703103526,1.2067932307073,0,0,81386.3129049855,0,0,81239.5524705745,147.96722764178
7598.60914905095,162.238675740677,31.3658634067722,0.075636593178058,1.17127649505919,0,0,81387.4724427536,0,0,81243.8593962212,144.78432302737
7723.25833203756,162.722336239405,31.3671551704482,0.074344829558342,1.14560891875707,-1.07353947039974e-17,0,81388.3713297651,-1.05488217471669e-15,0,81247.205322495,142.311616188874
7815.05898253247,163.014084338532,31.368134707124,0.0733652927438775,1.12715461256559,0,0,81389.0519408033,0,0,81249.7425183926,140.436577023258
7881.93679175901,163.189649268882,31.3688648191439,0.0726351809242815,1.11394026502396,-1.07873645971887e-17,0,81389.5587039585,-1.06510654561431e-15,0,81251.6336545465,139.038989677069
7930.26772523849,163.295194114799,31.3694023251029,0.0720976744807402,1.1045074672896,-1.07991888869373e-17,0,81389.9314844821,-1.06743403419119e-15,0,81253.0259024816,138.010089467778
7964.99049828381,163.358640473823,31.3697944816435,0.0717055181986795,1.09778978168012,0,0,81390.2032965624,0,0,81254.0416663529,137.259419991094
7989.83058627801,163.39680206166,31.3700786905623,0.0714213093398633,1.09301395280815,0,0,81390.4001948931,0,0,81254.7778242945,136.71538455146
8007.5463499653,163.419779834004,31.3702836391537,0.0712163609879342,1.08962293155927,-1.08132344990465e-17,0,81390.5421295711,-1.07019284582528e-15,0,81255.3086821359,136.323070366714
8020.15337025782,163.433635516131,31.3704308706547,0.0710691293202042,1.087217370388,-1.0814811221655e-17,0,81390.6440618355,-1.07050093437492e-15,0,81255.6900411699,136.041238036028
8029.11080902238,163.442005961166,31.3705363308101,0.0709636692506936,1.08551200348978,0,0,81390.7170573772,0,0,81255.9632040643,135.83936531637
8035.46807172638,163.447073882129,31.3706116984523,0.0708883014841702,1.08430358932656,-2.16327018305203e-17,0,81390.7692133257,-2.14160085447733e-15,0,81256.158421331,135.695095584013
8039.97635954792,163.450150241558,31.3706654643167,0.0708345359151265,1.08344759916304,-1.08167067366544e-17,0,81390.8064150681,-1.07086919224322e-15,0,81256.2976856731,135.592176994094
8043.17163487656,163.452023272881,31.3707037644814,0.070796235501446,1.08284139532479,0,0,81390.8329113237,0,0,81256.3968907598,135.518861959223
8045.4353995132,163.453167572319,31.3707310171215,0.0707689830282095,1.08241216002052,1.08170591749265e-17,0,81390.8517633904,1.07093684005648e-15,0,81256.467480548,135.466695002429
8047.03875988227,163.453869379756,31.3707503904313,0.070749609573476,1.08210826722237,0,0,81390.8651631697,0,0,81256.5176612952,135.429610141643
8048.17414653142,163.45430168045,31.370764152593,0.0707358475636935,1.08189313339764,0,0,81390.8746816779,0,0,81256.5533080464,135.403266764898
8048.97803283193,163.454569261395,31.3707739224312,0.0707260776688343,1.08174084349127,1.08172262358186e-17,0,81390.8814381723,1.07096845895601e-15,0,81256.5786138813,135.384565134459
