"stock.s_1","stock.s_2","stock.s_3","harvest.s_1","harvest.s_2","harvest.s_3","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3"
41.18702102,48.61480592,48.61480592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44.1904244705331,73.6610563635765,62.0243617695856,20.5460975481457,6.06285985232739,6.06285985232739,8.67746402999455,0,79051.821931815,0,49718.2241264192,14671.1376347129,14671.1376347129
50.5130305057913,107.023811936197,79.7518006395327,18.4835307944292,7.70255332438722,6.48573313398136,7.2757977797919,0,79053.2235980587,0,44727.1470668132,18638.929929647,15694.4223993783
60.7822053518977,145.945831244797,103.112639103196,16.9777241149991,8.99283182277084,6.70126131502425,5.846553192383,0,79054.6528426375,0,41083.3390977559,21761.1946525616,16215.9656455125
75.262958975925,182.905228714167,133.310133102003,16.1391010190118,9.68801024957335,6.84470598421386,4.6187743387236,0,79055.8806215029,0,39054.0072041355,23443.4137090333,16563.0784826728
93.4606288762242,209.439051296246,171.093315913034,15.9346075777274,9.68113359855749,7.05607607652831,3.68284924487307,0,79056.816546631,0,38559.166238724,23426.7733287546,17074.5598283973
113.752007826716,223.549670875608,216.331530836788,16.191040592379,9.07076119094446,7.41001546945876,3.01349115021731,0,79057.4859046508,0,39179.6925486955,21949.771085814,17931.0357612915
133.532416251389,229.750891766255,267.584868025919,16.6120439255527,8.16165143604669,7.89812189121365,2.54031666616174,0,79057.9590792092,0,40198.4523412861,19749.8729083813,19112.174146208
150.167631393791,232.546391707346,321.880183987539,16.9186347742111,7.27739289073592,8.47578958788765,2.20395369379912,0,79058.2954422341,0,40940.3524755082,17610.1106280532,20510.0362923664
162.241911993435,234.025052684706,375.037949968467,16.9899116006672,6.57755370030643,9.10435195187627,1.96806141276829,0,79058.5313345519,0,41112.8308366402,15916.6132794355,22031.0552798889
169.990247586137,234.915989279843,422.732587827289,16.8540825193406,6.07777223079794,9.73996250258168,1.80703231027655,0,79058.6923633405,0,40784.1464870961,14707.2231722861,23569.1297362686
174.587987803243,235.484550108387,461.864669206273,16.6084048411102,5.73794660136686,10.3254658103374,1.69952584694693,0,79058.7998700321,0,40189.646347082,13884.9002582454,24985.9527905515
177.234189240371,235.853303591462,491.390352224879,16.3476450475211,5.51243228097337,10.811739924347,1.62878851219284,0,79058.8706074321,0,39558.6499337514,13339.192174325,26162.657287868
178.760557740039,236.092048320643,512.131404471342,16.1276758554614,5.36545127955539,11.1786901177906,1.58288054396326,0,79058.916515318,0,39026.3601611509,12983.5219866555,27050.6172480556
179.654207346211,236.244966923353,525.912867357393,15.965473226969,5.27146665379759,11.4348773719253,1.55358118367803,0,79058.9458143985,0,38633.8561044372,12756.0944337144,27670.5488574306
180.184854207061,236.341474582833,534.710771351735,15.8555641858069,5.21250975966366,11.6037433073548,1.5352113247136,0,79058.9641845805,0,38367.8940486642,12613.4283108908,28079.1770363502
180.502671880153,236.401475013082,540.177489087483,15.7849565065096,5.17612858388093,11.7107321623853,1.52387366798575,0,79058.9755221173,0,38197.0349151415,12525.3917653955,28338.0727152483
180.693685018132,236.438300739203,543.51563669184,15.7410677510818,5.15395644268822,11.776793059026,1.51696098431421,0,79058.9824348501,0,38090.8312444019,12471.7387793431,28497.9293720894
180.808516121867,236.460677852671,545.53193589194,15.7143232680949,5.14056134612846,11.8169326384911,1.51278275781442,0,79058.9866128791,0,38026.1139326995,12439.3248179379,28595.0606449994
180.87745796704,236.474176722705,546.741723942023,15.6982144468185,5.13251602965062,11.8410867763656,1.51027221739059,0,79058.9891237107,0,37987.1331975622,12419.8564567625,28653.5097416034
180.918772230766,236.482278629871,547.464684189253,15.6885758947014,5.12770235488273,11.8555390031345,1.50876963465635,0,79058.9906260125,0,37963.8094645131,12408.208144453,28688.481786681
180.943484440277,236.487124593902,547.895678382471,15.6828299429117,5.12482938411442,11.8641579257162,1.50787263318125,0,79058.9915230713,0,37949.9051929973,12401.2560211005,28709.3381816066
180.95824213602,236.490016419729,548.152247083461,15.6794112893802,5.12311745103837,11.8692885123866,1.50733804491392,0,79058.9920578116,0,37941.6326058507,12397.1134206789,28721.7533693269
180.967043518686,236.491739480075,548.304850704863,15.6773793612153,5.1220984172764,11.8723394742784,1.50701979370206,0,79058.9923759779,0,37936.7156692074,12394.6475242307,28729.1362023336
180.972287172792,236.492765109721,548.395571347541,15.6761722410264,5.12149224740854,11.8741527643846,1.50683046814811,0,79058.992565423,0,37933.7946341076,12393.1806914524,28733.5240703311
180.975408761321,236.493375196139,548.44948730879,15.6754552676386,5.12113182978402,11.8752301552968,1.50671789271655,0,79058.9926777564,0,37932.0596747802,12392.3085392496,28736.1311816193
180.977265978205,236.493737940655,548.481524305919,15.675029446434,5.12091759518425,11.8758702111636,1.50665097476667,0,79058.9927448253,0,37931.02925652,12391.7901262604,28737.6800130196
180.978370469772,236.493953557923,548.500558784615,15.6747765443769,5.12079027761783,11.8762504308827,1.50661120511359,0,79058.9927848261,0,37930.4172745547,12391.4820383966,28738.6000830799
180.979027107905,236.494081697099,548.511867246391,15.6746263373217,5.1207146238444,11.8764762916752,1.5065875730761,0,79058.9928083707,0,37930.0537978401,12391.2989685336,28739.1466295701
180.97941740172,236.494157839055,548.51858540783,15.674537120975,5.12066967329021,11.8766104584631,1.5065735316748,0,79058.9928221387,0,37929.8379087491,12391.1901954821,28739.4712914392
180.979649347644,236.494203079626,548.522576466935,15.674484128627,5.12064296700244,11.8766901571845,1.50656518925098,0,79058.9928306883,0,37929.7096758606,12391.1255705966,28739.6641494203
