"stock.s_1","stock.s_2","stock.s_3","harvest.s_1","harvest.s_2","harvest.s_3","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3"
41.18702102,48.61480592,48.61480592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48.8599920951122,75.0389790572874,63.4022844632965,15.8765299235666,4.68493715861647,4.68493715861647,6.70531311408649,0,61085.4987654915,0,38418.62773405,11336.7881722778,11336.7881722778
60.7173672147615,110.858146212182,83.2929990065127,14.7781785111073,5.67406675814203,4.79415897155011,5.2612794976485,0,61086.9427991075,0,35760.7954344486,13730.3213969716,11601.087247185
77.2878062415041,152.686658601355,109.654601680597,14.0304154793833,6.40420493336623,4.81178382805898,4.0195872310469,0,61088.1844913962,0,33951.3301616597,15497.1373752364,11643.7365417311
98.138088723531,191.35653357281,143.659110127288,13.6571468540677,6.74512649725011,4.84413088947272,3.0737805402423,0,61089.1302980436,0,33048.0806209957,16322.1122729263,11722.0111846618
121.231781459218,217.283029747529,185.867534099218,13.621455941546,6.64001771659735,4.98493058264379,2.41440316704939,0,61089.7896754084,0,32961.7144006527,16067.7660691325,12062.7236087903
143.084576261786,229.547075825807,235.696889811254,13.7855802351984,6.17695418700744,5.28386981862752,1.97802793658593,0,61090.2260507507,0,33358.8685754189,14947.2274220744,12786.108081194
160.369109641282,234.179661237183,290.949046235257,13.9261093986784,5.58532892505524,5.73496591700147,1.69301512726088,0,61090.5110633223,0,33698.9263615666,13515.5902314272,13877.6874854558
171.847747619357,235.965967231956,347.75245365732,13.8821378715387,5.06786243198043,6.29640393724369,1.50577295669791,0,61090.6983055601,0,33592.5223967073,12263.4052352099,15236.2764465996
178.525023715745,236.798670098065,401.293067995155,13.6527592840472,4.68668719036848,6.90695776638357,1.3819758270547,0,61090.8221027778,0,33037.4634130739,11341.0229653167,16713.7177002142
182.175098367449,237.267461171145,447.270626927088,13.3327677507815,4.42120326663338,7.49243322339086,1.29910744706285,0,61090.9049711735,0,32263.1357952778,10698.5949231402,18130.4733602025
184.179736992765,237.5625152538,483.29061354746,13.017664706921,4.23859830880742,7.99014122507475,1.24299083485312,0,61090.9610877796,0,31500.637529081,10256.7205380648,19334.8460114686
185.325354647239,237.756359217869,509.280088727596,12.7606069495484,4.11478745245865,8.37100983878523,1.20518395490944,0,61090.9988946332,0,30878.5994430388,9957.11834398355,20256.4862915657
186.006672563973,237.883827170183,526.817795033807,12.5745609909889,4.03301783189802,8.63882541785924,1.18027130770861,0,61091.0238071686,0,30428.3983942117,9759.24912272442,20904.5565615402
186.421240686668,237.966115907055,538.077683776995,12.4502194550647,3.98064463528969,8.81554015051308,1.16431995445964,0,61091.0397588154,0,30127.5120416177,9632.51448024119,21332.177556911
186.675114030521,238.018013773905,545.063171804745,12.3713663502618,3.94800236817325,8.92703552232823,1.15437292335992,0,61091.0497055946,0,29936.700315524,9553.52548738323,21601.9782756107
186.83006880678,238.050061060796,549.301158175921,12.3230015632468,3.92807628784568,8.99532638978315,1.14829622226534,0,61091.0557825673,0,29819.6653742167,9505.30760438302,21767.2311001899
186.923975239993,238.06952578357,551.836602591601,12.2939338052256,3.91608764009771,9.03638279544363,1.14463745914691,0,61091.0594410675,0,29749.3261136947,9476.29702101995,21866.580943812
186.98045161392,238.081207388004,553.340612239446,12.2766701686613,3.90894351768148,9.06079055444012,1.14245588034828,0,61091.061622685,0,29707.5509128358,9459.00940332785,21925.6437624017
187.014189785002,238.088160275095,554.228239562825,12.2664854983652,3.90471256841377,9.07520617410142,1.14116331811238,0,61091.062915483,0,29682.9056623569,9448.77119222882,21960.5272242154
187.034236396792,238.092275765558,554.750510373212,12.2604988448854,3.90221674808416,9.08368864787054,1.14040060346088,0,61091.0636781003,0,29668.4189317855,9442.73171177586,21981.0534351424
187.046099181238,238.09470291248,555.057261120081,12.2569864917018,3.90074815185953,9.08866959721198,1.13995170986527,0,61091.0641268322,0,29659.919606676,9439.17794707303,21993.1065247931
187.053098069488,238.09613095987,555.237239462658,12.2549277415302,3.8998853659684,9.09159113343403,1.13968795182154,0,61091.0643909759,0,29654.9377651262,9437.09014513362,22000.1761686678
187.057218432437,238.096969890325,555.342772433706,12.253721537525,3.89937899726805,9.09330370608455,1.13953313781531,0,61091.0645456566,0,29652.0189470425,9435.86481499608,22004.3203167559
187.059640468468,238.097462250618,555.40463103419,12.253014956756,3.89908199971198,9.09430728439689,1.13944233005896,0,61091.0646364335,0,29650.3091361669,9435.14612907418,22006.7488135225
187.061062680525,238.097751030287,555.440882108457,12.2526010703993,3.89890787441539,9.09489529605584,1.13938908867567,0,61091.0646896887,0,29649.3075983033,9434.72477409415,22008.1717063799
187.061897186446,238.097920337287,555.46212376961,12.2523586312326,3.89880581387385,9.0952397956594,1.13935788134404,0,61091.0647206427,0,29648.720934836,9434.47780413468,22009.0053395533
187.062386599998,238.098019573603,555.474569633376,12.2522166158851,3.89874600284924,9.09544162214077,1.13933959245333,0,61091.064739196,0,29648.3772807256,9434.33307115463,22009.4937269082
187.062673528682,238.09807772958,555.481861580766,12.252133423939,3.8987109552245,9.09555986167619,1.1393288755462,0,61091.0647498271,0,29648.1759697071,9434.24826158638,22009.7798474092
