"stock.s_1","stock.s_2","stock.s_3","harvest.s_1","harvest.s_2","harvest.s_3","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3"
41.18702102,48.61480592,48.61480592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57.2652138193545,77.5192399059671,65.8825453119762,7.47130819932432,2.20467630993683,2.20467630993683,3.15544146545199,0,28746.1170661093,0,18079.3542277855,5334.95913989462,5334.95913989462
79.5058246717683,117.278572010017,89.3077343556248,7.30648938343831,2.47267697791136,2.10149445784988,2.21943141365864,0,28747.0530761649,0,17680.5194218439,5983.47729499265,5085.27579074198
107.189365969004,163.170912723126,120.30255931802,7.20216882785067,2.65596916638648,2.02252282495488,1.57575323968013,0,28747.6967543207,0,17428.080594882,6427.01466679154,4894.17724588682
136.771537755528,203.352990900603,159.945947483202,7.15206507486346,2.72183946506907,2.00675627926539,1.16065624650946,0,28748.1118513281,0,17306.8376379284,6586.41010748293,4856.0247621632
162.46222307046,227.279612424646,208.427978125405,7.13955563948837,2.65378677613893,2.08731840357051,0.908028145835488,0,28748.3644794285,0,17276.5668329634,6421.73363630852,5050.97203830244
179.861685528533,236.605041914646,264.385804477181,7.11214422742226,2.48741730995467,2.2810992817927,0.761503705980431,0,28748.5110038001,0,17210.2356610447,6019.14650811255,5519.89033834891
189.13367028304,239.338504585457,324.473766190848,7.00363771243335,2.3032920958622,2.57373101089763,0.677343350052979,0,28748.5951642131,0,16947.6674911645,5573.59334941062,6228.01166698797
193.35476181583,240.126985849815,383.680084253739,6.80740159357927,2.15360030168307,2.91965892394613,0.626089440760552,0,28748.6464181593,0,16472.8079069528,5211.36348286571,7065.1011177816
195.220411318028,240.413902096422,436.662614878606,6.57640825447741,2.04180786270169,3.26244470199323,0.591640303922759,0,28748.6808672087,0,15913.8414862851,4940.84390979881,7894.58711142873
196.116622638583,240.559326208758,479.581416011254,6.36327585226263,1.95909327235538,3.55829169460712,0.566995203385886,0,28748.7055124371,0,15398.0956363939,4740.68801490314,8610.48885634341
196.605147614454,240.650495496103,511.239552887423,6.19429449444938,1.89950154387144,3.78686478085198,0.549415998222685,0,28748.7230915156,0,14989.1881540236,4596.48569590301,9163.59865758715
196.897604307654,240.711133870214,532.809153371345,6.07367332745972,1.85858879265071,3.94839869910723,0.537378643726697,0,28748.7351289786,0,14697.3044909227,4497.4834727288,9554.48454397085
197.079484714986,240.750906713247,546.638549697714,5.99386999578699,1.83190553286541,4.05488529063458,0.529530213563703,0,28748.7429775765,0,14504.1933699012,4432.91431124594,9812.164826643
197.19270684623,240.776149177529,555.135826377157,5.94383073751373,1.81523541310752,4.12159466864608,0.524624868307001,0,28748.7478828742,0,14383.1064796964,4392.5753248085,9973.59070323768
197.262192357357,240.791676327009,560.213695893092,5.91356115367225,1.80514343719788,4.16195622847709,0.521653471096215,0,28748.7508544648,0,14309.8589955881,4368.1543797128,10071.259132635
197.304115259348,240.800999440945,563.196161712468,5.89566138275474,1.79916152513168,4.18583791133156,0.519891281106538,0,28748.752616342,0,14266.5444527557,4353.6791225933,10129.0489322741
197.329034121189,240.806503238356,564.929768016262,5.88522025916553,1.79566315491488,4.19977740509577,0.518860291685996,0,28748.7536472303,0,14241.2786268964,4345.21363399584,10162.7802466298
197.343675958293,240.809715907671,565.931289434713,5.87917817065482,1.79363409887416,4.20784854958866,0.518262146568304,0,28748.7542452338,0,14226.6577525399,4340.30364742728,10182.3111074131
197.352207642262,240.811577683601,566.507813218199,5.87569752089818,1.79246312796202,4.21250017030317,0.517916890345077,0,28748.7545906006,0,14218.2351445823,4337.47008771508,10193.5672751936
197.357150174436,240.812651725649,566.839002364361,5.87369750069319,1.79178938365629,4.21517393493591,0.517718215047353,0,28748.7547895712,0,14213.3954200275,4335.83973575566,10200.0373520031
197.360002213134,240.813269605406,567.029030403981,5.87254987207567,1.79140242174621,4.21670852548304,0.517604098014999,0,28748.7549037355,0,14210.6183448829,4334.9033506865,10203.7508122641
197.361643664065,240.813624459619,567.137989146737,5.87189185676185,1.79118040755433,4.21758855497613,0.517538621788844,0,28748.7549691812,0,14209.0260545332,4334.36611234597,10205.8803409239
197.362586770093,240.813828047404,567.2004396535,5.87151472773211,1.79105310991926,4.21809298163257,0.517501078196801,0,28748.7550067045,0,14208.1134634398,4334.05807271284,10207.1009716301
197.363128043152,240.813944778691,567.23622556652,5.87129863188262,1.7909801476206,4.21838203967725,0.517479559221101,0,28748.7550279731,0,14207.5905465281,4333.8815157823,10207.8004452219
197.363438476405,240.814011684491,567.256729265916,5.87117482349267,1.790938337557,4.21854765824217,0.517467227931775,0,28748.7550405739,0,14207.2909503023,4333.78034220867,10208.2012152909
197.363616438819,240.814050023963,567.268476084649,5.87110389405508,1.79091438193714,4.21864254320871,0.517460162514908,0,28748.7550474194,0,14207.1193125659,4333.72237349348,10208.4308215225
197.363718431178,240.81407199102,567.275205695142,5.87106326030693,1.79090065734036,4.21869690164411,0.517456114597735,0,28748.7550516862,0,14207.0209854849,4333.68916219497,10208.5623601209
197.363776874203,240.814084576373,567.279060914292,5.87103998252667,1.7908927945986,4.2187280420712,0.517453795564506,0,28748.7550537755,0,14206.9646570316,4333.670135635,10208.6377149045
197.3638103592,240.814091786412,567.28126943856,5.87102664766638,1.79088829023376,4.21874588138555,0.517452467047406,0,28748.7550553199,0,14206.9323888322,4333.65923580255,10208.6808831522
197.363829543209,240.814095916874,567.282534617132,5.87101900868949,1.79088570982844,4.21875610083453,0.517451705982239,0,28748.7550562425,0,14206.9139037469,4333.65299164014,10208.7056125614
