"id","s1","s2","s3"
"1",0.838709677419355,0.870967741935484,0.854838709677419
"10",0.806451612903226,0.870967741935484,0.838709677419355
"11",0.806451612903226,0.870967741935484,0.838709677419355
"12",0.806451612903226,0.870967741935484,0.838709677419355
"13",0.806451612903226,0.870967741935484,0.838709677419355
"14",0.806451612903226,0.870967741935484,0.838709677419355
"15",0.806451612903226,0.870967741935484,0.838709677419355
"16",0.774193548387097,0.870967741935484,0.82258064516129
"17",0.774193548387097,0.870967741935484,0.82258064516129
"18",0.774193548387097,0.870967741935484,0.82258064516129
"19",0.774193548387097,0.870967741935484,0.82258064516129
"2",0.838709677419355,0.870967741935484,0.854838709677419
"20",0.774193548387097,0.870967741935484,0.82258064516129
"21",0.774193548387097,0.870967741935484,0.82258064516129
"22",0.774193548387097,0.870967741935484,0.82258064516129
"23",0.774193548387097,0.870967741935484,0.82258064516129
"24",0.774193548387097,0.870967741935484,0.82258064516129
"25",0.774193548387097,0.870967741935484,0.82258064516129
"26",0.741935483870968,0.870967741935484,0.806451612903226
"27",0.741935483870968,0.870967741935484,0.806451612903226
"28",0.741935483870968,0.870967741935484,0.806451612903226
"29",0.741935483870968,0.870967741935484,0.806451612903226
"3",0.806451612903226,0.870967741935484,0.838709677419355
"30",0.741935483870968,0.870967741935484,0.806451612903226
"31",0.741935483870968,0.870967741935484,0.806451612903226
"32",0.741935483870968,0.870967741935484,0.806451612903226
"33",0.709677419354839,0.870967741935484,0.790322580645161
"34",0.709677419354839,0.870967741935484,0.790322580645161
"35",0.709677419354839,0.870967741935484,0.790322580645161
"36",0.709677419354839,0.870967741935484,0.790322580645161
"37",0.709677419354839,0.870967741935484,0.790322580645161
"38",0.67741935483871,0.838709677419355,0.758064516129032
"39",0.67741935483871,0.838709677419355,0.758064516129032
"4",0.806451612903226,0.870967741935484,0.838709677419355
"40",0.67741935483871,0.838709677419355,0.758064516129032
"41",0.67741935483871,0.838709677419355,0.758064516129032
"42",0.645161290322581,0.838709677419355,0.741935483870968
"43",0.645161290322581,0.838709677419355,0.741935483870968
"44",0.645161290322581,0.838709677419355,0.741935483870968
"45",0.645161290322581,0.838709677419355,0.741935483870968
"46",0.612903225806452,0.838709677419355,0.725806451612903
"47",0.612903225806452,0.838709677419355,0.725806451612903
"48",0.580645161290323,0.838709677419355,0.709677419354839
"49",0.580645161290323,0.838709677419355,0.709677419354839
"5",0.806451612903226,0.870967741935484,0.838709677419355
"50",0.580645161290323,0.838709677419355,0.709677419354839
"51",0.548387096774194,0.838709677419355,0.693548387096774
"52",0.548387096774194,0.838709677419355,0.693548387096774
"53",0.516129032258065,0.838709677419355,0.67741935483871
"54",0.483870967741935,0.838709677419355,0.661290322580645
"55",0.483870967741935,0.838709677419355,0.661290322580645
"56",0.451612903225806,0.838709677419355,0.645161290322581
"57",0.419354838709677,0.838709677419355,0.629032258064516
"58",0.354838709677419,0.838709677419355,0.596774193548387
"59",0.32258064516129,0.838709677419355,0.580645161290323
"6",0.806451612903226,0.870967741935484,0.838709677419355
"60",0.258064516129032,0.838709677419355,0.548387096774194
"61",0.161290322580645,0.838709677419355,0.5
"62",0.032258064516129,0.838709677419355,0.435483870967742
"7",0.806451612903226,0.870967741935484,0.838709677419355
"8",0.806451612903226,0.870967741935484,0.838709677419355
"9",0.806451612903226,0.870967741935484,0.838709677419355
