"id","s1","s2"
"005",0.766666666666667,0.833333333333333
"010",0.766666666666667,0.833333333333333
"015",0.766666666666667,0.833333333333333
"020",0.766666666666667,0.833333333333333
"025",0.766666666666667,0.833333333333333
"030",0.766666666666667,0.833333333333333
"035",0.766666666666667,0.833333333333333
"040",0.766666666666667,0.833333333333333
"045",0.766666666666667,0.833333333333333
"050",0.766666666666667,0.833333333333333
"055",0.766666666666667,0.833333333333333
"060",0.766666666666667,0.833333333333333
"065",0.766666666666667,0.833333333333333
"070",0.766666666666667,0.833333333333333
"075",0.766666666666667,0.833333333333333
"080",0.766666666666667,0.833333333333333
"085",0.766666666666667,0.833333333333333
"090",0.766666666666667,0.833333333333333
"095",0.766666666666667,0.833333333333333
"100",0.766666666666667,0.833333333333333
"105",0.766666666666667,0.833333333333333
"110",0.766666666666667,0.833333333333333
"115",0.4,0.633333333333333
"120",0.3,0.466666666666667
"125",0.233333333333333,0.366666666666667
"130",0.2,0.333333333333333
"135",0.166666666666667,0.3
"140",0.133333333333333,0.266666666666667
"145",0.133333333333333,0.266666666666667
"150",0.1,0.233333333333333
