"stock.s_1","stock.s_2","harvest.s_1","harvest.s_2","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","mortality1","mortality2"
2183.1726196,1528.7180112,NA,NA,NA,NA,NA,NA,NA,NA,0.277413369517805,0.29848281785423
2260.50672126156,1408.8953289275,605.641272638642,456.296059712902,2.77876422787085,0.584781871526502,1702635.40693458,950448.469421544,950449.054203416,1702638.18569881,0.277413369517805,0.29848281785423
2323.88029035099,1334.92350489708,627.094786372216,420.531047863362,2.77876422792906,0.584781871526502,1762947.63027606,875951.17547744,875951.760259312,1762950.40904029,0.277413369517805,0.29848281785423
2374.96166393436,1286.16147944288,644.675461711947,398.451729383716,2.77876422792906,0.584781871526502,1812372.15022891,829960.711786741,829961.296568612,1812374.92899314,0.277413369517805,0.29848281785423
2415.5765714449,1252.72517648805,658.846117649917,383.897102697479,2.77876422781264,0.584781871642917,1852210.08896659,799643.923215473,799644.507997345,1852212.86773082,0.277413369517805,0.29848281785423
2447.51379523817,1229.20421360226,670.113236008805,373.916940695915,2.77876422787085,0.584781871526502,1883885.31789716,778855.587806329,778856.1725882,1883888.09666139,0.277413369517805,0.29848281785423
2472.40603563856,1212.36892598597,678.973048874287,366.896337414728,2.77876422787085,0.584781871526502,1908792.89336208,764231.91178173,764232.496563602,1908795.6721263,0.277413369517805,0.29848281785423
2491.67219745579,1200.17222560048,685.8784891873,361.871293327352,2.77876422798727,0.584781871526502,1928206.14489755,753764.917166038,753765.50194791,1928208.92366178,0.277413369517805,0.29848281785423
2506.50259921645,1191.259580795,691.223180025928,358.23078775625,2.77876422787085,0.584781871410087,1943231.66433244,746181.868828839,746182.45361071,1943234.44309667,0.277413369517805,0.29848281785423
2517.87020561157,1184.70610213671,695.337331764197,355.570516491343,2.77876422792906,0.584781871526502,1954797.77147837,740640.614956855,740641.199738726,1954800.5502426,0.277413369517805,0.29848281785423
2526.55510571149,1179.86543155476,698.490857743035,353.614415714558,2.77876422787085,0.584781871526502,1963663.27320973,736566.124078298,736566.70886017,1963666.05197396,0.277413369517805,0.29848281785423
2533.17376983455,1176.27800025596,700.900165128983,352.169558648765,2.77876422781264,0.584781871410087,1970436.55459218,733556.536328392,733557.121110263,1970439.3333564,0.277413369517805,0.29848281785423
2538.20810276202,1173.6128174019,702.736271059737,351.098772045997,2.77876422787085,0.584781871410087,1975598.39578749,731326.124532824,731326.709314696,1975601.17455172,0.277413369517805,0.29848281785423
2542.03174676442,1171.62919450021,704.132862335164,350.303260827469,2.77876422792906,0.584781871526502,1979524.63024803,729669.10192839,729669.686710262,1979527.40901225,0.277413369517805,0.29848281785423
2544.93262059041,1170.15084666826,705.193592301721,349.711183404561,2.77876422792906,0.584781871410087,1982506.65843429,728435.824948151,728436.409730023,1982509.43719852,0.277413369517805,0.29848281785423
2547.13155535805,1169.04796310839,705.99833345477,349.269922047506,2.77876422781264,0.584781871526502,1984769.02574426,727516.692664314,727517.277446186,1984771.80450849,0.277413369517805,0.29848281785423
2548.79733146452,1168.22457029609,706.608347387596,348.940730254773,2.77876422792906,0.584781871526502,1986483.95678143,726830.997442113,726831.582223985,1986486.73554566,0.277413369517805,0.29848281785423
2550.05860478379,1167.60949765277,707.070455950161,348.694961647944,2.77876422792906,0.584781871526502,1987783.08172569,726319.06985707,726319.654638942,1987785.86048992,0.277413369517805,0.29848281785423
2551.01324864248,1167.14984871377,707.420350016731,348.511372962788,2.77876422787085,0.584781871410087,1988766.73826564,725936.660917843,725937.245699714,1988769.51702987,0.277413369517805,0.29848281785423
2551.73560592062,1166.80624240333,707.685181015907,348.374175721625,2.77876422798727,0.584781871526502,1989511.2571621,725650.883766523,725651.468548395,1989514.03592632,0.277413369517805,0.29848281785423
2552.28208155877,1166.54932313015,707.88557255278,348.271615141846,2.77876422787085,0.584781871526502,1990074.61751778,725437.2535938,725437.838375671,1990077.39628201,0.277413369517805,0.29848281785423
2552.6954334662,1166.35718772302,708.037172200917,348.194929083906,2.77876422787085,0.584781871410087,1990500.80932722,725277.519163296,725278.103945167,1990503.58809145,0.277413369517805,0.29848281785423
