"stock.s_1","stock.s_2","stock.s_3","stock_g.sg_1","stock_g.sg_2","stock_g.sg_3","harvest.s_1","harvest.s_2","harvest.s_3","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3"
41.18702102,48.61480592,48.61480592,41.18702102,48.61480592,48.61480592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16.1730187230653,65.393520201313,53.756825607322,64.7365220186788,79.7239162159039,68.087221621913,48.5635032956135,14.330396014591,14.330396014591,20.5103695254402,0,186849.760929731,0,117515.802480619,34677.2344093189,34677.2344093189
0,76.1598577253921,52.498418325615,26.8242911060994,103.62886350274,75.0793491064259,26.8242911060994,27.4690057773478,22.5809307808109,29.2275271956141,0,186841.043772074,0,64910.4344082962,66470.5393599837,54642.1905625985
0,72.2786962607555,41.860849876523,0,117.991972743248,73.3718687188315,0,45.713276482492,31.5110188423085,41.7638065398351,0,186828.507492729,0,0,110618.715811297,76251.5554879718
0,63.9999765693356,30.5201592609734,0,112.902145665215,58.8422854898942,0,48.9021690958791,28.3221262289207,47.0762284640623,0,186823.195070803,0,0,118335.318796167,68534.9525030997
0,49.4251174242924,18.2280117531584,0,101.714008547382,43.1634159548691,0,52.2888911230897,24.9354042017107,56.84777432387,0,186813.423524945,0,0,126530.636880693,60339.6344185759
0,24.5034701126005,5.14214967964616,0,80.9209619691139,25.9489531479329,0,56.4174918565134,20.8068034682867,79.4236632669147,0,186790.847636001,0,0,136521.181124526,50349.0901747422
0,0,0,0,42.1276835225417,7.3712387242123,0,42.1276835225417,7.3712387242123,181.249688432832,0,186689.021610835,0,0,101942.162320242,17837.2023261811
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
