"stock.s_1","stock.s_2","stock.s_3","stock_g.sg_1","stock_g.sg_2","stock_g.sg_3","harvest.s_1","harvest.s_2","harvest.s_3","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3"
41.18702102,48.61480592,48.61480592,41.18702102,48.61480592,48.61480592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46.0582515203647,74.2122254410609,62.57553084707,64.7365220186788,79.7239162159039,68.087221621913,18.678270498314,5.51169077484302,5.51169077484302,7.88860366363133,0,71865.2926652856,0,45198.3855694715,13337.3978497388,13337.3978497388
54.5686139297391,108.583901254001,81.1880826018672,71.614317148424,115.45020386162,86.977728823561,17.0457032186849,6.86630260761821,5.78964622169385,6.43770887767278,0,71866.7435600641,0,41247.8375045723,16615.3388090085,14010.004955361
67.3468728032411,148.735949964289,105.793531908175,83.2350446041915,156.639759286633,111.70320283288,15.8881718009504,7.90380932234381,5.90967092470543,5.06471325660277,0,71868.1165556916,0,38446.7991893672,19125.936807218,14300.445272363
84.4674058612304,186.477453834426,137.586258431603,99.7393934873758,194.90952162343,143.583855064443,15.2719876261454,8.43206778900462,5.99759663283916,3.94459106688737,0,71869.236677856,0,36955.7334123106,20404.2366293899,14513.2112272224
104.915110376226,212.840187506863,177.244253468272,120.075679351608,221.207628984392,183.417895063362,15.1605689753814,8.36744147752952,6.17364159509005,3.12212438976894,0,71870.0591445617,0,36686.1183461129,20247.8514360045,14939.2114868341
126.304788170005,226.208838911008,224.457568890041,141.69804187446,234.015872123498,230.958934021122,15.3932537044553,7.80703321248991,6.5013651310806,2.55220904329326,0,71870.6290599681,0,37249.1776562217,18891.7543154565,15732.2492973331
145.512350024589,231.73425453573,277.474091426199,161.21071821981,238.763104537558,284.448525277228,15.6983681952208,7.02885000182779,6.97443385102955,2.16201425910185,0,71871.0192548789,0,37987.5052437624,17008.6771428473,16876.9988825283
160.184390789442,234.074346642551,332.93308535591,176.026504001332,240.381646838733,340.485323995787,15.8421132118904,6.30730019618213,7.55223863987739,1.89381309711825,0,71871.2874557307,0,38335.3448731173,15262.6436261952,18275.1927695153
169.861210448125,235.250044666027,386.356447594494,185.618646191001,241.006553552595,394.544155012986,15.7574357428764,5.75650888656827,8.18770741849201,1.71115444080351,0,71871.470114355,0,38130.4391301639,13929.8179782056,19812.9241604263
175.61630683229,235.936399594711,433.389934634504,191.12732761101,241.306914030265,442.210051468153,15.5110207787195,5.37051443555417,8.82011683364966,1.58843710292422,0,71871.5928316606,0,37534.1548777726,12995.7740030856,21343.2523879054
178.885694483537,236.369624588231,471.210042290731,194.095277588325,241.478054354533,480.593681467668,15.2095831047881,5.10842976630182,9.38363917693744,1.50652494864335,0,71871.6747440666,0,36804.7245907047,12361.5716055036,22706.8850728069
180.745005648184,236.651266927871,499.191552411639,195.678929776194,241.584481473,509.026065786567,14.93392412801,4.93321454512915,9.83451337492754,1.45218580408255,0,71871.7290833064,0,36137.6745702424,11937.579184743,23797.9275141251
181.826580311587,236.834785006185,518.502949169997,196.546462981061,241.653007880821,528.666495674008,14.7198826694739,4.81822287463521,10.1635465040105,1.41664782894077,0,71871.7646214094,0,35619.7289514741,11659.3179902318,24594.1343275324
182.470023275618,236.952892479223,531.141994389755,197.040074129708,241.697378757913,541.529109305045,14.5700508540898,4.74448627868964,10.3871149152896,1.39388695774323,0,71871.7873821583,0,35257.1602563203,11480.8873858336,25135.1336269622
182.857910662288,237.027546502422,539.110035866385,197.329877719136,241.725817473764,549.641449886247,14.4719670568477,4.69827097134248,10.5314140198611,1.37962131508175,0,71871.801647758,0,35019.8133731457,11369.0538367436,25484.3140591837
183.092757067139,237.073904066731,544.009894121288,197.503191948901,241.743745819388,554.631269534881,14.4104348817625,4.6698417526564,10.6213754135923,1.37084133685494,0,71871.8104276394,0,34870.9154880509,11300.2597378613,25702.006043064
183.23478714092,237.102269040451,546.975685667971,197.60761748342,241.754860241172,557.65191617279,14.3728303425005,4.65259120072114,10.6762305048197,1.36551033813521,0,71871.8157587111,0,34779.9186013274,11258.5161996827,25834.746468039
183.320382920781,237.119432598209,548.753348235562,197.670586037233,241.761653888708,559.462575876736,14.3502031164528,4.64222129049873,10.7092276411737,1.36230383123257,0,71871.8189654208,0,34725.1643837267,11233.4226986225,25914.5941869029
183.371758278911,237.129736138889,549.812556959357,197.708467017363,241.765762132323,560.541474275529,14.3367087384522,4.63602599343336,10.7289173161714,1.36038728574204,0,71871.8208818012,0,34692.510177335,11218.4310844094,25962.2400073425
183.402478474015,237.135887883129,550.441439615908,197.731179100668,241.76822744117,561.182051479191,14.3287006266535,4.63233955804068,10.7406118632822,1.35924648136643,0,71871.8220224105,0,34673.1318454496,11209.5105085847,25990.5389148576
183.420790379634,237.139547364961,550.814036361985,197.744751170626,241.769699024357,561.561575959593,14.3239607909923,4.63015165939586,10.7475395976079,1.35856925142798,0,71871.8226996882,0,34661.6622118039,11204.2161486735,26007.3029084622
183.431679050809,237.141718998993,551.034514000891,197.752838187498,241.7705743054,561.786151605788,14.3211591366897,4.62885530640652,10.751637604897,1.35816791903926,0,71871.8231010136,0,34654.8826627331,11201.0791846676,26017.2194215319
183.438141639152,237.143005647673,551.164881380661,197.757645806235,241.771093678823,561.918941230454,14.3195041670827,4.62808803115006,10.7540598497936,1.35793035482857,0,71871.823338658,0,34650.8779046688,11199.2225029752,26023.0808613688
183.441971993637,237.143767162645,551.241933426338,197.760498810313,241.771401382295,561.997424438103,14.3185268166764,4.62763421965008,10.7554910117652,1.35778983480122,0,71871.8234793359,0,34648.5128751814,11198.1243527394,26026.5440412498
183.444239955283,237.144217563219,551.287462432446,197.762189639454,241.77158349432,562.043798865197,14.3179496841711,4.62736593110125,10.7563364327512,1.35770675663298,0,71871.8235622495,0,34647.1163081118,11197.4751379593,26028.5898229349
