"stock.s_1","stock.s_2","stock.s_3","stock_g.sg_1","stock_g.sg_2","stock_g.sg_3","harvest.s_1","harvest.s_2","harvest.s_3","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3"
41.18702102,48.61480592,48.61480592,41.18702102,48.61480592,48.61480592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.3051916732294,64.8423511238273,53.2056565298364,64.7365220186788,79.7239162159039,68.087221621913,50.4313303454494,14.8815650920766,14.8815650920766,21.2992298918052,0,194036.290196277,0,122035.641037577,36010.974194296,36010.974194296
0,73.2043313093368,49.9874673771525,23.8190775950786,102.873035202728,74.3317862008589,23.8190775950786,29.6687038933908,24.3443188237064,31.8363792565324,0,194025.753046906,0,57638.3050640956,71793.452077964,58909.3036595302
0,66.4710441132231,37.4172291269546,0,114.125043164916,69.9576906048611,0,47.6539990516933,32.5404614779065,45.2945994085667,0,194012.294826753,0,0,115314.949703725,78742.6397224362
0,53.7897328370451,23.8385889268878,0,105.100716812834,52.7220654806985,0,51.310983975789,28.8834765538107,53.7108087168335,0,194003.878617445,0,0,124164.260170449,69893.3292557126
0,31.7264888569434,9.20804919965671,0,87.2943345720146,33.8346640141853,0,55.5678457150713,24.6266148145286,71.8799923163847,0,193985.709433846,0,0,134465.175248501,59592.4141776613
0,0,0,0,53.7917817816972,13.1713040756009,0,53.7917817816972,13.1713040756009,136.31332944835,0,193921.276096714,0,0,130167.388552247,31872.4198857436
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
