"stock.s_1","stock.s_2","stock.s_3","harvest.s_1","harvest.s_2","harvest.s_3","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3"
41.18702102,48.61480592,48.61480592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47.2713624355417,62.2587566973071,56.9799800492504,17.465159583137,17.4651595185968,11.1072415726626,7.3762569123237,0,111396.05470995,0,42262.8538837272,42262.8537275504,26877.723355585
56.6530672124174,80.7267782599691,68.6293305129438,16.648451112865,18.5766749813656,10.8124345801613,6.12631852679988,0,111397.304648324,0,40286.5518304649,44952.5408940996,26164.3382422868
69.9071568718926,104.420924331364,84.5705929877274,16.0975209839179,19.4332311389827,10.5068085515081,4.94264512684094,0,111398.488321765,0,38953.3902622008,47025.2678886776,25424.7728160135
87.1290757095874,132.094362080871,105.854057527437,15.780877712422,19.9704969226033,10.2861860393656,3.92675108601361,0,111399.504215763,0,38187.1648949036,48325.3639571846,24890.9021147609
107.390341576657,160.215870365345,133.407496773439,15.6642111610224,20.1197012348604,10.2536482785571,3.12729809164739,0,111400.303668876,0,37904.8507602144,48686.4141965326,24812.1660102205
128.423677062095,184.063130416071,167.764606133923,15.6948717644458,19.8376354352578,10.5050534747365,2.54223916858246,0,111400.888727799,0,37979.0444482996,48003.860703823,25420.5258148454
147.19432643853,200.649195751992,208.707507050607,15.7764662717307,19.1568130109151,11.1042813917165,2.13692111560522,0,111401.294045664,0,38176.4899238295,46356.3808452054,26870.560197745
161.429441326906,210.4460303295,254.930698061197,15.7725170817268,18.2154197173765,12.0496238752894,1.86394800551716,0,111401.567018848,0,38166.9335244561,44078.3617396511,29158.1357027461
170.786052474183,215.836473846082,303.923602832683,15.5777922522673,17.2050415370797,13.254726884858,1.67859923840297,0,111401.752367161,0,37695.7310154952,41633.4103953519,32074.2895555522
176.423419158205,218.911518824518,352.278019755303,15.1963608145659,16.2706108106864,14.5705890490353,1.54778649876971,0,111401.8831801,0,36772.7287926124,39372.2395731766,35258.46260081
179.7710194046,220.841051563395,396.465032621221,14.7221108992851,15.4765547309814,15.8388950442962,1.45156907779892,0,111401.979398187,0,35625.1209062675,37450.7526315708,38327.5574294264
181.837569175176,222.159704591909,433.80097094167,14.2574356804878,14.8386151009527,16.9415098929515,1.37957589575672,0,111402.051390956,0,34500.6822326936,35907.0421809332,40995.7065532248
183.180239762236,223.098256636779,463.092762755228,13.864807818624,14.3511713494165,17.8215815060208,1.32633764084312,0,111402.10462841,0,33550.5864790509,34727.5073504813,43125.3371365191
184.081828372033,223.767141896126,484.629820657292,13.5645908303735,13.9963912772508,18.4765785667728,1.28810697720473,0,111402.142859887,0,32824.1100533735,33868.99711017,44710.3238033207
184.692576870907,224.234597195283,499.65594379795,13.3506344474921,13.7492536402426,18.9376725867171,1.26158013872191,0,111402.169386857,0,32306.3703038931,33270.9641066734,45826.0965564296
185.103238879046,224.552882624306,509.733632719027,13.2055592453215,13.5831908116283,19.248810617362,1.24374461966363,0,111402.187222038,0,31955.3118413407,32869.1189916697,46579.000133647
185.375412172399,224.764294326043,516.30580671782,13.1105084765197,13.4746029132748,19.4524492845642,1.23205295716616,0,111402.198913814,0,31725.3043951287,32606.3538872452,47071.7726843972
185.55303378718,224.901873027109,520.511198323667,13.0496328504921,13.4049533804899,19.5829744433652,1.22453166830383,0,111402.206435075,0,31577.9952522813,32437.8133129007,47387.6224015612
185.667374455043,224.99001701845,523.168780487159,13.0112039072322,13.3608571110016,19.6654996558886,1.2197568939082,0,111402.211209305,0,31485.0034415756,32331.107491787,47587.3200328367
185.740171228327,225.045853473135,524.83483069375,12.9871580604689,13.3331757004665,19.717226913538,1.21675289404084,0,111402.214214155,0,31426.8163918992,32264.1229673589,47712.4916077907
185.786129793299,225.080944745472,525.874003345865,12.972190255223,13.3158933105246,19.7494771087707,1.2148742465215,0,111402.21609291,0,31390.5967305181,32222.3023863672,47790.5318502717
185.814965394606,225.102879173444,526.520113965637,12.9629010140145,13.3051406466436,19.7695190136467,1.2137039760928,0,111402.217262664,0,31368.1182732204,32196.2826835239,47839.0300098962
185.832977291876,225.116539867623,526.921041303083,12.9571455273318,13.298465198168,19.7819499487392,1.21297683098965,0,111402.21798965,0,31354.19092881,32180.1291807638,47869.1108569077
185.844193054461,225.125027210489,527.169520602488,12.953582692136,13.2943266446867,19.7896513374854,1.21252576223196,0,111402.218440886,0,31345.5694454174,32170.1145524841,47887.7469687469
185.851161778064,225.130292030535,527.323401172861,12.9513782042732,13.291763094123,19.7944193758316,1.21224624627939,0,111402.218720208,0,31340.2349422892,32163.9111758484,47899.2848483166
185.855485217967,225.133554510988,527.418652845991,12.9500145015368,13.2901760114686,19.7973701612044,1.2120731540781,0,111402.218893257,0,31336.9350028174,32160.0706932004,47906.425270393
185.858164789009,225.135574843038,527.477596205561,12.9491710005884,13.2891937909856,19.7991958826626,1.21196601166594,0,111402.219000464,0,31334.8938673119,32157.6938789174,47910.8432202464
185.859824393191,225.136825421842,527.514064796012,12.9486492863286,13.2885860407021,19.8003253472557,1.21189970972773,0,111402.219066886,0,31333.6314034091,32156.2232217896,47913.5763413975
185.860851807082,225.13759931264,527.536625611238,12.9483266046029,13.2882100451552,19.8010240244609,1.21185868787143,0,111402.219107745,0,31332.8505659618,32155.3133735408,47915.2670269303
185.86148765683,225.138078131939,527.550581605582,12.9481270249739,13.2879774486641,19.8014562007217,1.21183330994245,0,111402.219133463,0,31332.3676156253,32154.7505277522,47916.3128233959
