"id","s1","s2","s3","s4","s5","s6","s7","total","fraction"
"1",1,1,1,1,1,1,1,0.0114555505577335,1
"10",1,1,1,1,1,1,1,0.113924937633541,10
"100",0.129032258064516,0.516129032258065,0.032258064516129,0.387096774193548,0.483870967741935,0.419354838709677,0.327956989247312,0.596371829574096,100
"11",1,1,1,1,1,1,1,0.1252315225484,11
"12",1,1,1,1,1,1,1,0.136520252661155,12
"13",1,1,1,1,1,1,1,0.147790460894373,13
"14",1,1,1,1,1,1,1,0.159041438958301,14
"15",1,1,1,1,1,1,1,0.170272433910278,15
"16",1,1,1,1,1,1,1,0.181482644127465,16
"17",1,1,1,1,1,1,1,0.192671214749305,17
"18",1,1,1,1,1,1,1,0.203837233052729,18
"19",1,1,1,1,1,1,1,0.214979722656508,19
"2",1,1,1,1,1,1,1,0.0228982300374552,2
"20",1,1,1,1,1,1,1,0.226097637598521,20
"21",1,1,1,1,1,1,1,0.237189855141005,21
"22",1,1,1,1,1,1,1,0.248255168226403,22
"23",1,1,1,1,1,1,1,0.259292276350365,23
"24",1,1,1,1,1,1,1,0.270299775740296,24
"25",1,1,1,1,1,1,1,0.281276147768191,25
"26",1,1,1,1,1,1,1,0.292219745975668,26
"27",1,1,1,1,1,1,1,0.303128781535308,27
"28",1,1,1,1,1,1,1,0.314001305442528,28
"29",1,1,1,1,1,1,1,0.32483518927818,29
"3",1,1,1,1,1,1,1,0.0343276478465901,3
"30",1,1,1,1,1,1,1,0.335628102381179,30
"31",1,1,1,1,1,1,1,0.346377485202107,31
"32",1,1,1,1,1,1,1,0.357080518447174,32
"33",1,1,1,1,1,1,1,0.367734087044913,33
"34",1,1,1,1,1,1,1,0.378334737511569,34
"35",1,1,1,1,1,1,1,0.388878627756967,35
"36",1,1,1,1,1,1,1,0.399361467569595,36
"37",1,1,1,1,1,1,1,0.409778447321893,37
"38",1,1,1,1,1,1,1,0.420124152784051,38
"39",1,1,1,1,1,1,1,0.430392462524406,39
"4",1,1,1,1,1,1,1,0.0457433935862949,4
"40",1,1,1,1,1,1,1,0.440576422626865,40
"41",1,1,1,1,1,1,1,0.450668095050676,41
"42",1,1,1,1,1,1,1,0.460658370783635,42
"43",1,1,1,1,1,1,1,0.470536739064567,43
"44",1,1,1,1,1,1,1,0.480291000972803,44
"45",1,1,1,1,1,1,1,0.489906910615017,45
"46",1,1,1,1,1,1,1,0.499367723878635,46
"47",1,1,1,1,1,1,1,0.508653626841227,47
"48",1,1,1,1,1,1,1,0.517741008550381,48
"49",1,1,0.451612903225806,1,1,1,0.908602150537634,0.526601532164752,49
"5",1,1,1,1,1,1,1,0.0571450360830365,5
"50",1,1,0.32258064516129,1,1,1,0.887096774193548,0.535200947738856,50
"51",1,1,0.258064516129032,1,1,1,0.876344086021505,0.543497579912676,51
"52",1,1,0.225806451612903,1,1,1,0.870967741935484,0.551440424423956,52
"53",1,1,0.193548387096774,1,1,1,0.865591397849462,0.558966817712616,53
"54",1,1,0.161290322580645,1,1,1,0.860215053763441,0.565999755580898,54
"55",1,1,0.161290322580645,1,1,1,0.860215053763441,0.572445245476568,55
"56",1,1,0.161290322580645,1,1,1,0.860215053763441,0.578190848737965,56
"57",1,1,0.129032258064516,1,1,1,0.854838709677419,0.583108345853493,57
"58",0.935483870967742,1,0.129032258064516,1,1,1,0.844086021505376,0.587067147788623,58
"59",0.838709677419355,1,0.129032258064516,1,1,1,0.827956989247312,0.589971229246572,59
"6",1,1,1,1,1,1,1,0.0685321215968453,6
"60",0.774193548387097,1,0.129032258064516,1,1,1,0.817204301075269,0.591836806819726,60
"61",0.67741935483871,1,0.0967741935483871,1,1,1,0.795698924731183,0.592909799341606,61
"62",0.645161290322581,1,0.0967741935483871,1,1,1,0.790322580645161,0.593744371135669,62
"63",0.580645161290323,1,0.0967741935483871,1,1,1,0.779569892473118,0.595079070001419,63
"64",0.548387096774194,1,0.0967741935483871,1,1,1,0.774193548387097,0.597503246232617,64
"65",0.516129032258065,1,0.0967741935483871,1,1,1,0.768817204301075,0.601229646410644,65
"66",0.483870967741935,1,0.0967741935483871,1,1,1,0.763440860215054,0.606161007108346,66
"67",0.451612903225806,1,0.0967741935483871,1,1,1,0.758064516129032,0.612067755146786,67
"68",0.419354838709677,1,0.0967741935483871,1,1,1,0.752688172043011,0.618704651357908,68
"69",0.387096774193548,1,0.0645161290322581,0.967741935483871,1,1,0.736559139784946,0.62585813785372,69
"7",1,1,1,1,1,1,1,0.0799041723959231,7
"70",0.354838709677419,1,0.0645161290322581,0.935483870967742,1,1,0.725806451612903,0.63336104512722,70
"71",0.354838709677419,1,0.0645161290322581,0.903225806451613,1,0.967741935483871,0.71505376344086,0.641093364612467,71
"72",0.32258064516129,1,0.0645161290322581,0.870967741935484,1,0.935483870967742,0.698924731182796,0.648975379288364,72
"73",0.32258064516129,1,0.0645161290322581,0.838709677419355,1,0.870967741935484,0.682795698924731,0.656957424769284,73
"74",0.290322580645161,1,0.0645161290322581,0.806451612903226,1,0.838709677419355,0.666666666666667,0.665009919298033,74
"75",0.290322580645161,1,0.0645161290322581,0.774193548387097,1,0.806451612903226,0.655913978494624,0.673115556797113,75
"76",0.258064516129032,1,0.0645161290322581,0.741935483870968,0.967741935483871,0.774193548387097,0.634408602150538,0.681263985277063,76
"77",0.258064516129032,1,0.0645161290322581,0.709677419354839,0.935483870967742,0.774193548387097,0.623655913978495,0.689448495531715,77
"78",0.258064516129032,1,0.0645161290322581,0.67741935483871,0.903225806451613,0.741935483870968,0.60752688172043,0.697664245526465,78
"79",0.225806451612903,0.967741935483871,0.0645161290322581,0.67741935483871,0.870967741935484,0.709677419354839,0.586021505376344,0.705907814000789,79
"8",1,1,1,1,1,1,1,0.0912606846928246,8
"80",0.225806451612903,0.935483870967742,0.0645161290322581,0.645161290322581,0.838709677419355,0.67741935483871,0.564516129032258,0.71417573358111,80
"81",0.225806451612903,0.903225806451613,0.0645161290322581,0.612903225806452,0.806451612903226,0.67741935483871,0.548387096774194,0.722464676520882,81
"82",0.225806451612903,0.870967741935484,0.0645161290322581,0.612903225806452,0.774193548387097,0.645161290322581,0.532258064516129,0.73077350585524,82
"83",0.193548387096774,0.838709677419355,0.0645161290322581,0.580645161290323,0.774193548387097,0.612903225806452,0.510752688172043,0.739095969616907,83
"84",0.193548387096774,0.806451612903226,0.0645161290322581,0.580645161290323,0.741935483870968,0.612903225806452,0.5,0.723429700445355,84
"85",0.193548387096774,0.774193548387097,0.0645161290322581,0.548387096774194,0.709677419354839,0.580645161290323,0.478494623655914,0.707202970737049,85
"86",0.193548387096774,0.774193548387097,0.0645161290322581,0.548387096774194,0.67741935483871,0.580645161290323,0.473118279569892,0.714982616936902,86
"87",0.193548387096774,0.741935483870968,0.0645161290322581,0.516129032258065,0.67741935483871,0.548387096774194,0.456989247311828,0.697937635046298,87
"88",0.161290322580645,0.709677419354839,0.0645161290322581,0.516129032258065,0.645161290322581,0.548387096774194,0.440860215053763,0.680323249530689,88
"89",0.161290322580645,0.709677419354839,0.0645161290322581,0.516129032258065,0.645161290322581,0.516129032258065,0.435483870967742,0.666200421818615,89
"9",1,1,1,1,1,1,1,0.102601127023992,9
"90",0.161290322580645,0.67741935483871,0.0645161290322581,0.483870967741935,0.612903225806452,0.516129032258065,0.419354838709677,0.669114042969421,90
"91",0.161290322580645,0.645161290322581,0.0645161290322581,0.483870967741935,0.612903225806452,0.516129032258065,0.413978494623656,0.650102659683455,91
