"id","total"
"1",0.0114555505577335
"10",0.113924937633541
"100",0.596371829574096
"11",0.1252315225484
"12",0.136520252661155
"13",0.147790460894373
"14",0.159041438958301
"15",0.170272433910278
"16",0.181482644127465
"17",0.192671214749305
"18",0.203837233052729
"19",0.214979722656508
"2",0.0228982300374552
"20",0.226097637598521
"21",0.237189855141005
"22",0.248255168226403
"23",0.259292276350365
"24",0.270299775740296
"25",0.281276147768191
"26",0.292219745975668
"27",0.303128781535308
"28",0.314001305442528
"29",0.32483518927818
"3",0.0343276478465901
"30",0.335628102381179
"31",0.346377485202107
"32",0.357080518447174
"33",0.367734087044913
"34",0.378334737511569
"35",0.388878627756967
"36",0.399361467569595
"37",0.409778447321893
"38",0.420124152784051
"39",0.430392462524406
"4",0.0457433935862949
"40",0.440576422626865
"41",0.450668095050676
"42",0.460658370783635
"43",0.470536739064567
"44",0.480291000972803
"45",0.489906910615017
"46",0.499367723878635
"47",0.508653626841227
"48",0.517741008550381
"49",0.526601532164752
"5",0.0571450360830365
"50",0.535200947738856
"51",0.543497579912676
"52",0.551440424423956
"53",0.558966817712616
"54",0.565999755580898
"55",0.572445245476568
"56",0.578190848737965
"57",0.583108345853493
"58",0.587067147788623
"59",0.589971229246572
"6",0.0685321215968453
"60",0.591836806819726
"61",0.592909799341606
"62",0.593744371135669
"63",0.595079070001419
"64",0.597503246232617
"65",0.601229646410644
"66",0.606161007108346
"67",0.612067755146786
"68",0.618704651357908
"69",0.62585813785372
"7",0.0799041723959231
"70",0.63336104512722
"71",0.641093364612467
"72",0.648975379288364
"73",0.656957424769284
"74",0.665009919298033
"75",0.673115556797113
"76",0.681263985277063
"77",0.689448495531715
"78",0.697664245526465
"79",0.705907814000789
"8",0.0912606846928246
"80",0.71417573358111
"81",0.722464676520882
"82",0.73077350585524
"83",0.739095969616907
"84",0.723429700445355
"85",0.707202970737049
"86",0.714982616936902
"87",0.697937635046298
"88",0.680323249530689
"89",0.666200421818615
"9",0.102601127023992
"90",0.669114042969421
"91",0.650102659683455
"92",0.656802013259398
"93",0.636937466930876
"94",0.643374148812735
"95",0.622678044815659
"96",0.628819980480863
"97",0.607275066646773
"98",0.6131768842437
"99",0.590776239156747
