"id","s1","s2","s3","s4","s5","s6","s7","total","fraction"
"1",0.967741935483871,0.935483870967742,0.967741935483871,0.903225806451613,0.967741935483871,0.967741935483871,0.951612903225806,0.0110426106412744,1
"10",0.967741935483871,0.935483870967742,0.967741935483871,0.903225806451613,0.967741935483871,0.967741935483871,0.951612903225806,0.110122754240959,10
"11",0.967741935483871,0.935483870967742,0.967741935483871,0.903225806451613,0.967741935483871,0.967741935483871,0.951612903225806,0.121095097481595,11
"12",0.967741935483871,0.935483870967742,0.967741935483871,0.870967741935484,0.967741935483871,0.967741935483871,0.946236559139785,0.132059490075681,12
"13",0.967741935483871,0.935483870967742,0.967741935483871,0.870967741935484,0.967741935483871,0.967741935483871,0.946236559139785,0.143015737057865,13
"14",0.967741935483871,0.935483870967742,0.967741935483871,0.870967741935484,0.967741935483871,0.967741935483871,0.946236559139785,0.153963635569775,14
"15",0.967741935483871,0.935483870967742,0.967741935483871,0.870967741935484,0.967741935483871,0.967741935483871,0.946236559139785,0.164902974395729,15
"16",0.967741935483871,0.903225806451613,0.967741935483871,0.870967741935484,0.967741935483871,0.967741935483871,0.940860215053763,0.175833533473882,16
"17",0.967741935483871,0.903225806451613,0.967741935483871,0.870967741935484,0.967741935483871,0.967741935483871,0.940860215053763,0.186755083438321,17
"18",0.967741935483871,0.903225806451613,0.967741935483871,0.870967741935484,0.967741935483871,0.967741935483871,0.940860215053763,0.197667385110173,18
"19",0.967741935483871,0.903225806451613,0.967741935483871,0.870967741935484,0.967741935483871,0.967741935483871,0.940860215053763,0.20857018886394,19
"2",0.967741935483871,0.935483870967742,0.967741935483871,0.903225806451613,0.967741935483871,0.967741935483871,0.951612903225806,0.0220788623475461,2
"20",0.967741935483871,0.903225806451613,0.967741935483871,0.870967741935484,0.967741935483871,0.967741935483871,0.940860215053763,0.219463234075696,20
"21",0.967741935483871,0.903225806451613,0.967741935483871,0.870967741935484,0.967741935483871,0.967741935483871,0.940860215053763,0.230346248428344,21
"22",0.967741935483871,0.903225806451613,0.967741935483871,0.870967741935484,0.967741935483871,0.967741935483871,0.940860215053763,0.241218947303479,22
"23",0.967741935483871,0.903225806451613,0.967741935483871,0.870967741935484,0.967741935483871,0.967741935483871,0.940860215053763,0.252081032912735,23
"24",0.967741935483871,0.903225806451613,0.967741935483871,0.838709677419355,0.967741935483871,0.967741935483871,0.935483870967742,0.262932193561328,24
"25",0.967741935483871,0.903225806451613,0.967741935483871,0.838709677419355,0.967741935483871,0.967741935483871,0.935483870967742,0.273772102815459,25
"26",0.967741935483871,0.903225806451613,0.967741935483871,0.838709677419355,0.967741935483871,0.967741935483871,0.935483870967742,0.284600418485465,26
"27",0.967741935483871,0.903225806451613,0.967741935483871,0.838709677419355,0.967741935483871,0.967741935483871,0.935483870967742,0.295416781680792,27
"28",0.967741935483871,0.903225806451613,0.967741935483871,0.838709677419355,0.967741935483871,0.967741935483871,0.935483870967742,0.306220815700921,28
"29",0.967741935483871,0.903225806451613,0.967741935483871,0.838709677419355,0.967741935483871,0.967741935483871,0.935483870967742,0.317012124934939,29
"3",0.967741935483871,0.935483870967742,0.967741935483871,0.903225806451613,0.967741935483871,0.967741935483871,0.951612903225806,0.0331086207013366,3
"30",0.967741935483871,0.903225806451613,0.967741935483871,0.838709677419355,0.967741935483871,0.967741935483871,0.935483870967742,0.327790293500486,30
"31",0.967741935483871,0.903225806451613,0.967741935483871,0.806451612903226,0.967741935483871,0.967741935483871,0.93010752688172,0.338554883942812,31
"32",0.967741935483871,0.903225806451613,0.967741935483871,0.806451612903226,0.967741935483871,0.967741935483871,0.93010752688172,0.34930543575753,32
"33",0.967741935483871,0.903225806451613,0.967741935483871,0.806451612903226,0.967741935483871,0.967741935483871,0.93010752688172,0.36004146381821,33
"34",0.967741935483871,0.903225806451613,0.967741935483871,0.806451612903226,0.967741935483871,0.967741935483871,0.93010752688172,0.37076245659725,34
"35",0.967741935483871,0.903225806451613,0.967741935483871,0.806451612903226,0.967741935483871,0.967741935483871,0.93010752688172,0.381467874329201,35
"36",0.967741935483871,0.903225806451613,0.967741935483871,0.806451612903226,0.967741935483871,0.967741935483871,0.93010752688172,0.392157147005876,36
"37",0.967741935483871,0.903225806451613,0.967741935483871,0.774193548387097,0.967741935483871,0.967741935483871,0.924731182795699,0.402829672132698,37
"38",0.967741935483871,0.903225806451613,0.967741935483871,0.774193548387097,0.967741935483871,0.967741935483871,0.924731182795699,0.413484812362416,38
"39",0.967741935483871,0.903225806451613,0.967741935483871,0.774193548387097,0.967741935483871,0.967741935483871,0.924731182795699,0.424121892900244,39
"4",0.967741935483871,0.935483870967742,0.967741935483871,0.903225806451613,0.967741935483871,0.967741935483871,0.951612903225806,0.0441317465225411,4
"40",0.935483870967742,0.903225806451613,0.967741935483871,0.741935483870968,0.967741935483871,0.967741935483871,0.913978494623656,0.434740198717944,40
"41",0.935483870967742,0.903225806451613,0.967741935483871,0.741935483870968,0.967741935483871,0.967741935483871,0.913978494623656,0.445338971443435,41
"42",0.935483870967742,0.903225806451613,0.967741935483871,0.741935483870968,0.967741935483871,0.967741935483871,0.913978494623656,0.455917406083505,42
"43",0.935483870967742,0.903225806451613,0.967741935483871,0.709677419354839,0.967741935483871,0.967741935483871,0.908602150537634,0.466474647417538,43
"44",0.935483870967742,0.903225806451613,0.967741935483871,0.709677419354839,0.967741935483871,0.967741935483871,0.908602150537634,0.477009786099754,44
"45",0.935483870967742,0.903225806451613,0.967741935483871,0.709677419354839,0.967741935483871,0.967741935483871,0.908602150537634,0.487521854455652,45
