"id","total"
"1",0.0086125663632743
"10",0.0863150753581814
"100",0.483298830022039
"11",0.0949717163235781
"12",0.103633409629746
"13",0.112300292806366
"14",0.120972509477015
"15",0.129650209704634
"16",0.138333550429983
"17",0.147022695901624
"18",0.155717818189381
"19",0.164419097664907
"2",0.0172290778186165
"20",0.173126723603012
"21",0.181840894784313
"22",0.190561820200649
"23",0.199289719767978
"24",0.208024825146479
"25",0.216767380629521
"26",0.225517644151981
"27",0.234275888321609
"28",0.243042401624301
"29",0.251817489764373
"3",0.0258496268750559
"30",0.260601477093004
"31",0.269394708230783
"32",0.278197549875901
"33",0.287010392832944
"34",0.295833654233084
"35",0.304667780077195
"36",0.313513248080971
"37",0.322370570893345
"38",0.331240299713523
"39",0.340123028442149
"4",0.0344743095131109
"40",0.349019398387356
"41",0.357930103653582
"42",0.366855897331647
"43",0.375797598658258
"44",0.384756101307196
"45",0.393732382989119
"46",0.402727516752183
"47",0.411742684230125
"48",0.420779191311597
"49",0.429838486752367
"5",0.0431032254156142
"50",0.438922184458515
"51",0.448032090353719
"52",0.457170234911351
"53",0.46633891296867
"54",0.475540732793218
"55",0.484778677127754
"56",0.494056179827984
"57",0.503377223164119
"58",0.512746462808139
"59",0.522169390384159
"6",0.0517364781029264
"60",0.531652547911453
"61",0.541203815197764
"62",0.550832801781911
"63",0.560551392054942
"64",0.570374520625147
"65",0.58032130372733
"66",0.590416739747863
"67",0.600694355245251
"68",0.611200495276578
"69",0.622001635118096
"7",0.0603741752070578
"70",0.633197632164997
"71",0.644947698861092
"72",0.657526841486178
"73",0.67146741630699
"74",0.687999911187389
"75",0.711057230954461
"76",0.769481485205962
"77",0.851888996730895
"78",0.885772564046072
"79",0.817091535857217
"8",0.0690164286584056
"80",0.770203722947364
"81",0.754711800924945
"82",0.707780460597934
"83",0.682314864322723
"84",0.659355518734135
"85",0.641624567424161
"86",0.643812574001836
"87",0.617463680326837
"88",0.594336568742534
"89",0.599542466859887
"9",0.0776633549445313
"90",0.568651600035804
"91",0.578269281535871
"92",0.547016307553909
"93",0.555037784264202
"94",0.528183771184534
"95",0.529430617144594
"96",0.531426406086396
"97",0.506347439975997
"98",0.507348058861093
"99",0.515452145042176
