"id","s1","s2","s3","s4","s5","total","fraction"
"1",0.903225806451613,0.967741935483871,0.903225806451613,0.935483870967742,0.92741935483871,0.0086125663632743,1
"10",0.903225806451613,0.935483870967742,0.903225806451613,0.935483870967742,0.919354838709677,0.0863150753581814,10
"11",0.903225806451613,0.935483870967742,0.903225806451613,0.935483870967742,0.919354838709677,0.0949717163235781,11
"12",0.903225806451613,0.935483870967742,0.903225806451613,0.935483870967742,0.919354838709677,0.103633409629746,12
"13",0.903225806451613,0.935483870967742,0.903225806451613,0.935483870967742,0.919354838709677,0.112300292806366,13
"14",0.903225806451613,0.935483870967742,0.903225806451613,0.935483870967742,0.919354838709677,0.120972509477015,14
"15",0.903225806451613,0.935483870967742,0.903225806451613,0.935483870967742,0.919354838709677,0.129650209704634,15
"16",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.138333550429983,16
"17",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.147022695901624,17
"18",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.155717818189381,18
"19",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.164419097664907,19
"2",0.903225806451613,0.967741935483871,0.903225806451613,0.935483870967742,0.92741935483871,0.0172290778186165,2
"20",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.173126723603012,20
"21",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.181840894784313,21
"22",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.190561820200649,22
"23",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.199289719767978,23
"24",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.208024825146479,24
"25",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.216767380629521,25
"26",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.225517644151981,26
"27",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.234275888321609,27
"28",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.243042401624301,28
"29",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.251817489764373,29
"3",0.903225806451613,0.967741935483871,0.903225806451613,0.935483870967742,0.92741935483871,0.0258496268750559,3
"30",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.260601477093004,30
"31",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.269394708230783,31
"32",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.278197549875901,32
"33",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.287010392832944,33
"34",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.295833654233084,34
"35",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.304667780077195,35
"36",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.313513248080971,36
"37",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.322370570893345,37
"38",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.331240299713523,38
"39",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.340123028442149,39
"4",0.903225806451613,0.967741935483871,0.903225806451613,0.935483870967742,0.92741935483871,0.0344743095131109,4
"40",0.903225806451613,0.935483870967742,0.870967741935484,0.935483870967742,0.911290322580645,0.349019398387356,40
"41",0.903225806451613,0.903225806451613,0.870967741935484,0.935483870967742,0.903225806451613,0.357930103653582,41
"42",0.903225806451613,0.903225806451613,0.838709677419355,0.935483870967742,0.895161290322581,0.366855897331647,42
"43",0.903225806451613,0.903225806451613,0.838709677419355,0.935483870967742,0.895161290322581,0.375797598658258,43
"44",0.903225806451613,0.903225806451613,0.838709677419355,0.935483870967742,0.895161290322581,0.384756101307196,44
"45",0.903225806451613,0.903225806451613,0.838709677419355,0.935483870967742,0.895161290322581,0.393732382989119,45
"46",0.903225806451613,0.903225806451613,0.838709677419355,0.935483870967742,0.895161290322581,0.402727516752183,46
"47",0.903225806451613,0.903225806451613,0.838709677419355,0.935483870967742,0.895161290322581,0.411742684230125,47
"48",0.903225806451613,0.903225806451613,0.838709677419355,0.935483870967742,0.895161290322581,0.420779191311597,48
"49",0.903225806451613,0.903225806451613,0.838709677419355,0.935483870967742,0.895161290322581,0.429838486752367,49
"5",0.903225806451613,0.967741935483871,0.903225806451613,0.935483870967742,0.92741935483871,0.0431032254156142,5
"50",0.903225806451613,0.903225806451613,0.838709677419355,0.935483870967742,0.895161290322581,0.438922184458515,50
"51",0.903225806451613,0.903225806451613,0.838709677419355,0.935483870967742,0.895161290322581,0.448032090353719,51
"52",0.903225806451613,0.870967741935484,0.838709677419355,0.935483870967742,0.887096774193548,0.457170234911351,52
"53",0.903225806451613,0.870967741935484,0.838709677419355,0.935483870967742,0.887096774193548,0.46633891296867,53
"54",0.903225806451613,0.870967741935484,0.838709677419355,0.935483870967742,0.887096774193548,0.475540732793218,54
"55",0.903225806451613,0.870967741935484,0.838709677419355,0.935483870967742,0.887096774193548,0.484778677127754,55
"56",0.903225806451613,0.870967741935484,0.806451612903226,0.935483870967742,0.879032258064516,0.494056179827984,56
"57",0.903225806451613,0.838709677419355,0.806451612903226,0.935483870967742,0.870967741935484,0.503377223164119,57
"58",0.903225806451613,0.838709677419355,0.806451612903226,0.935483870967742,0.870967741935484,0.512746462808139,58
"59",0.903225806451613,0.838709677419355,0.806451612903226,0.935483870967742,0.870967741935484,0.522169390384159,59
"6",0.903225806451613,0.967741935483871,0.903225806451613,0.935483870967742,0.92741935483871,0.0517364781029264,6
"60",0.903225806451613,0.838709677419355,0.806451612903226,0.903225806451613,0.862903225806452,0.531652547911453,60
"61",0.903225806451613,0.806451612903226,0.806451612903226,0.903225806451613,0.854838709677419,0.541203815197764,61
"62",0.903225806451613,0.806451612903226,0.806451612903226,0.903225806451613,0.854838709677419,0.550832801781911,62
"63",0.903225806451613,0.774193548387097,0.806451612903226,0.903225806451613,0.846774193548387,0.560551392054942,63
"64",0.903225806451613,0.774193548387097,0.774193548387097,0.903225806451613,0.838709677419355,0.570374520625147,64
"65",0.903225806451613,0.741935483870968,0.774193548387097,0.903225806451613,0.830645161290323,0.58032130372733,65
"66",0.903225806451613,0.709677419354839,0.774193548387097,0.903225806451613,0.82258064516129,0.590416739747863,66
"67",0.903225806451613,0.67741935483871,0.774193548387097,0.903225806451613,0.814516129032258,0.600694355245251,67
"68",0.903225806451613,0.645161290322581,0.741935483870968,0.903225806451613,0.798387096774194,0.611200495276578,68
"69",0.903225806451613,0.580645161290323,0.741935483870968,0.903225806451613,0.782258064516129,0.622001635118096,69
"7",0.903225806451613,0.967741935483871,0.903225806451613,0.935483870967742,0.92741935483871,0.0603741752070578,7
"70",0.903225806451613,0.516129032258065,0.741935483870968,0.903225806451613,0.766129032258065,0.633197632164997,70
"71",0.903225806451613,0.419354838709677,0.709677419354839,0.903225806451613,0.733870967741935,0.644947698861092,71
"72",0.903225806451613,0.32258064516129,0.709677419354839,0.903225806451613,0.709677419354839,0.657526841486178,72
"73",0.903225806451613,0.129032258064516,0.67741935483871,0.903225806451613,0.653225806451613,0.67146741630699,73
"8",0.903225806451613,0.967741935483871,0.903225806451613,0.935483870967742,0.92741935483871,0.0690164286584056,8
"9",0.903225806451613,0.935483870967742,0.903225806451613,0.935483870967742,0.919354838709677,0.0776633549445313,9
