"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","stock.s_6","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","harvest.s_5","harvest.s_6","effort.t_1","effort.t_2","effort.t_3","effort.t_4","effort.t_5","effort.t_6","profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","profit_per_t.t_4","profit_per_t.t_5","profit_per_t.t_6","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","rev_per_sp.s_5","rev_per_sp.s_6","mortality1","mortality2","mortality3","mortality4","mortality5","mortality6"
149.3953312,314.63455756,388.54369392,1264.940904,118.84994368,13.838135672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347903558283224,0.133556587162239,0.262169824596512,0.116099914915538,0.604210766994787,0.299761545836673
156.922786993736,313.480583983669,401.0082333599,1248.49420597289,131.011753591697,25.8857320801362,51.9751673153867,42.0215177110154,101.86443208309,146.859531327757,71.8104156282262,1.38037426008846,3.85561782411241,11.7876605707984,18.3373255014558,2.31518429420248,3.01821422357898,35.2161220297007,97042.0067262802,75495.3378683682,183018.613246507,349679.441846073,82032.0069667335,2445.13437959184,2480.35050162154,82035.0251809571,349681.757030367,183036.950572009,75507.125528939,97045.8623441043,0.347903558283224,0.133556587162239,0.262169824596512,0.116099914915538,0.604210766994787,0.299761545836673
162.730074771108,312.430401891077,411.349070111251,1233.3770635669,138.103338913029,31.5951321054176,54.5939959708217,41.8673969384837,105.132258201724,144.950071086166,79.1587121229748,4.83017190748748,3.8556178241106,11.7876605707979,18.3373255014558,2.31518429420248,3.01821422357716,65.8755717799999,101931.774250374,75218.4031655761,188890.465820786,345132.897224675,90426.5787389499,8613.30634290384,8679.18191468384,90429.5969531735,345135.21240897,188908.803146287,75230.1908261469,101935.629868199,0.347903558283224,0.133556587162239,0.262169824596512,0.116099914915538,0.604210766994787,0.299761545836673
167.072650936493,311.474038935897,419.808976307542,1219.45606838298,141.697337735564,28.8306261656773,56.6143720525434,41.7271382022998,107.843313559007,143.194972139961,83.4435243291352,7.19584889611011,3.8556178241106,11.7876605707984,18.3373255014558,2.31518429421703,3.01821422357534,80.4051972131076,105704.136115423,74966.3767139758,193761.874763843,340953.896531141,95321.4769811191,12849.5862805443,12929.9914777574,95324.4951953426,340956.211715435,193780.212089344,74978.1643745466,105707.991733247,0.347903558283224,0.133556587162239,0.262169824596512,0.116099914915538,0.604210766994787,0.299761545836673
170.241605339339,310.602585549022,426.649779003095,1206.61461019092,143.366565116278,30.6084767365599,58.1251697525961,41.5994096299176,110.061245682592,141.578745782667,85.6150571143277,5.9916968710993,3.8556178241106,11.7876605707984,18.3373255014558,2.31518429420248,3.01821422357716,73.3699158115303,108525.034502136,74736.8653142491,197747.206289036,337105.560183696,97802.1999397051,10692.9191765706,10766.2890923821,97805.2181539286,337107.87536799,197765.543614537,74748.6529748199,108528.89011996,0.347903558283224,0.133556587162239,0.262169824596512,0.116099914915538,0.604210766994787,0.299761545836673
172.511812928711,309.808064753144,432.128506151779,1194.75030006814,144.10701646358,29.5597896611847,59.227660265411,41.4830212896939,111.854697725384,140.087853578295,86.6236222703699,6.75344112280151,3.85561782411241,11.7876605707979,18.3373255014558,2.31518429418793,3.01821422357898,77.8942971399673,110583.55875648,74527.7308161615,200969.803089478,333555.652316946,98954.3680095977,12057.1487567191,12135.043053859,98957.3862238212,333557.96750124,200988.14041498,74539.5184767323,110587.414374304,0.347903558283224,0.133556587162239,0.262169824596512,0.116099914915538,0.604210766994787,0.299761545836673
174.116220534134,309.083320587962,436.48228445296,1183.7728568242,144.428401386235,30.2196293061754,60.0174735637952,41.3769078037655,113.291054660967,138.710408182516,87.0710109468462,6.29860484367133,3.85561782411241,11.7876605707975,18.3373255014558,2.31518429418793,3.01821422357898,75.2255350398739,112058.265170938,74337.0588761946,203550.747075968,330275.868418312,99465.4573971096,11242.5367090307,11317.7622440706,99468.4756113332,330278.183602607,203569.08440147,74348.8465367654,112062.120788762,0.347903558283224,0.133556587162239,0.262169824596512,0.116099914915538,0.604210766994787,0.299761545836673
175.23904329521,308.42192207549,439.920486985645,1173.60236197523,144.56654257048,29.8182985976481,60.5756526786587,41.2801134465012,114.432483954514,137.435927957638,87.265195177464,6.58294079758241,3.85561782411241,11.7876605707984,18.3373255014549,2.31518429421703,3.01821422357898,76.9047347535352,113100.473909117,74163.1321814305,205601.744984777,327241.251050911,99687.290234437,11751.7717202697,11828.6764550232,99690.3084486606,327243.566235205,205620.082310278,74174.9198420013,113104.329526941,0.347903558283224,0.133556587162239,0.262169824596512,0.116099914915538,0.604210766994787,0.299761545836673
176.01939290938,307.818080225903,442.622128474921,1164.16781011794,144.625668343776,30.0679956707332,60.9662867125871,41.1917793184197,115.333876909447,136.255134370159,87.3486615683502,6.40925281500916,3.85561782411423,11.7876605707979,18.3373255014567,2.31518429420248,3.01821422357898,75.8834041682047,113829.849467516,74004.4074027728,207221.429249088,324429.707444399,99782.6408520071,11440.698652142,11516.5820563102,99785.6590662306,324432.022628693,207239.76657459,74016.1950633436,113833.70508534,0.347903558283224,0.133556587162239,0.262169824596512,0.116099914915538,0.604210766994787,0.299761545836673
176.559087808954,307.266576038067,444.736626582433,1155.40589771384,144.650928526066,29.9146838580226,61.2377731200044,41.1111322618047,116.042165784807,135.15978370141,87.3843859970772,6.51704383353454,3.8556178241106,11.7876605707984,18.3373255014558,2.31518429418793,3.01821422357534,76.5188483352984,114336.757552345,73859.4952777695,208494.130948974,321821.608787474,99823.4518455734,11633.7494527855,11710.2683011208,99826.470059797,321823.923971769,208512.468274475,73871.2829383403,114340.613170169,0.347903558283224,0.133556587162239,0.262169824596512,0.116099914915538,0.604210766994787,0.299761545836673
