"stock.s_1","stock.s_2","harvest.s_1","harvest.s_2","effort.t_1","effort.t_2","profit_per_t.t_1","profit_per_t.t_2","rev_per_sp.s_1","rev_per_sp.s_2","mortality1","mortality2"
453.18756258,486.67455096,NA,NA,NA,NA,NA,NA,NA,NA,0.154223158980724,0.177336981323513
427.09035663291,457.733508471832,69.8920175119012,86.3053957542115,2.20313136496407,10.1332812198252,151984.822989736,187669.38872791,187679.52200913,151987.026121101,0.154223158980724,0.177336981323513
406.061081484383,435.326136424026,65.8672239701681,81.1730786430195,2.20313136496407,10.133281219827,143232.515888925,176508.663331656,176518.796612876,143234.71902029,0.154223158980724,0.177336981323513
388.798582193343,417.559408915352,62.6240227255822,77.1994229246686,2.20313136496043,10.133281219827,136179.857662356,167867.560428046,167877.693709265,136182.060793721,0.154223158980724,0.177336981323513
374.416721452576,403.212928074649,59.9617455531176,74.0487251002761,2.20313136496407,10.1332812198261,130390.475633369,161016.059933671,161026.193214891,130392.678764734,0.154223158980724,0.177336981323513
362.289230396905,391.460894319799,57.7437295576543,71.5045634953702,2.20313136496407,10.1332812198261,125567.18297363,155483.531755681,155493.665036901,125569.386104995,0.154223158980724,0.177336981323513
351.959902598663,381.722696925651,55.8733895764449,69.4204933048794,2.20313136496043,10.133281219827,121499.945802647,150951.517346076,150961.650627296,121502.148934012,0.154223158980724,0.177336981323513
343.08792578535,373.57721516529,54.280368013344,67.6935507754747,2.20313136496407,10.1332812198279,118035.764648036,147196.111955445,147206.245236664,118037.967779401,0.154223158980724,0.177336981323513
335.413195232277,366.711033720007,52.912103722703,66.2490556286544,2.20313136496043,10.1332812198261,115060.340159155,144054.916015949,144065.049297168,115062.54329052,0.154223158980724,0.177336981323513
328.733526878581,360.885784698168,51.7284825325689,65.0314277379285,2.20313136496407,10.1332812198261,112486.440146728,141407.06510791,141417.19838913,112488.643278093,0.154223158980724,0.177336981323513
322.889237705273,355.916801352885,50.6983229782015,63.9983956609436,2.2031313649677,10.133281219827,110246.257466755,139160.63584663,139170.76912785,110248.46059812,0.154223158980724,0.177336981323513
317.752441101215,351.658733708871,49.796998239813,63.1172111542387,2.20313136496407,10.1332812198261,108286.238691596,137244.413974579,137254.547255799,108288.441822961,0.154223158980724,0.177336981323513
313.219447629184,347.995597055534,49.0047852404932,62.362098291978,2.20313136496407,10.1332812198261,106563.494061988,135602.347220657,135612.480501877,106565.697193353,0.154223158980724,0.177336981323513
309.205263050966,344.833727052305,48.3056926675972,61.7124886957107,2.20313136496407,10.1332812198279,105043.248904954,134189.707634748,134199.840915968,105045.452036319,0.154223158980724,0.177336981323513
305.63953446622,342.096690188718,47.6866124412124,61.1517722140005,2.20313136496407,10.1332812198279,103696.998419016,132970.374818411,132980.508099631,103699.201550381,0.154223158980724,0.177336981323513
